,actual,country,date,forecast,forecast_error,impact,new,previous,previous_error,time
887,-10.3%,JPY,"Sunday, November 20, 2016",-8.5%,d,Low,JPY Merchandise Trade Exports (YoY) (OCT),-6.9%,-,23:50
888,-16.5%,JPY,"Sunday, November 20, 2016",-16.1%,d,Low,JPY Merchandise Trade Imports (YoY) (OCT),-16.3%,-,23:50
889,127.2,NZD,"Friday, November 18, 2016",,-,Low,NZD ANZ Consumer Confidence Index (NOV),122.9,-,00:00
890,3.5%,NZD,"Friday, November 18, 2016",,-,Low,NZD ANZ Consumer Confidence (MoM) (NOV),1.60%,-,00:00
891,,CNY,"Friday, November 18, 2016",,-,Low,CNY China October Property Prices,,-,01:30
892,0.9%,NZD,"Friday, November 18, 2016",,-,Medium,NZD Retail Sales Ex Inflation (QoQ) (3Q),2.3%,-,02:59
893,1.5%,NZD,"Friday, November 18, 2016",,-,Low,NZD Producer Prices- Inputs (QoQ) (3Q),0.9%,-,03:01
894,1.0%,NZD,"Friday, November 18, 2016",,-,Low,NZD Producer Prices- Outputs (QoQ) (3Q),0.2%,-,03:01
895,0.7%,EUR,"Friday, November 18, 2016",0.2%,u,Low,EUR German Producer Prices (MoM) (OCT),-0.2%,-,07:00
896,-0.4%,EUR,"Friday, November 18, 2016",-0.9%,u,Low,EUR German Producer Prices (YoY) (OCT),-1.4%,-,07:00
897,,EUR,"Friday, November 18, 2016",,-,Medium,EUR ECB's Draghi Speaks at Euro Finance Week in Frankfurt,,-,08:00
898,25.3b,EUR,"Friday, November 18, 2016",,-,Low,EUR Euro-Zone Current Account s.a. (euros) (SEP),29.1b,d,09:00
899,29.8b,EUR,"Friday, November 18, 2016",,-,Low,EUR Euro-Zone Current Account n.s.a. (euros) (SEP),22.9b,d,09:00
900,,EUR,"Friday, November 18, 2016",,-,Low,EUR Bundesbank's Weidmann Speaks at Euro Finance Week in Frankfurt,,-,10:30
901,,USD,"Friday, November 18, 2016",,-,Low,"USD Fed's Bullard, SNB's Maechler Speak on Panel in Frankfurt",,-,10:30
902,0.2%,CAD,"Friday, November 18, 2016",0.2%,-,Medium,CAD Consumer Price Index (MoM) (OCT),0.1%,-,13:30
903,1.5%,CAD,"Friday, November 18, 2016",1.5%,d,High,CAD Consumer Price Index (YoY) (OCT),1.3%,-,13:30
904,129.1,CAD,"Friday, November 18, 2016",,-,Low,CAD Consumer Price Index (OCT),128.8,-,13:30
905,0.2%,CAD,"Friday, November 18, 2016",0.3%,d,Medium,CAD Bank Canada Consumer Price Index Core (MoM) (OCT),0.2%,-,13:30
906,1.7%,CAD,"Friday, November 18, 2016",1.8%,d,High,CAD Bank Canada Consumer Price Index Core (YoY) (OCT),1.8%,-,13:30
907,0.2%,CAD,"Friday, November 18, 2016",,-,Low,CAD CPI SA (MoM) (OCT),0.2%,-,13:30
908,0.0%,CAD,"Friday, November 18, 2016",,-,Low,CAD CPI Core SA (MoM) (OCT),0.1%,-,13:30
909,0.1%,USD,"Friday, November 18, 2016",0.1%,d,Medium,USD Leading Indicators (OCT),0.2%,-,15:00
910,1,USD,"Friday, November 18, 2016",,-,Low,USD Kansas City Fed Manf. Activity (NOV),6,-,16:00
911,588,USD,"Friday, November 18, 2016",,-,Medium,USD Baker Hughes U.S. Rig Count (NOV 18),568,-,18:00
912,9.8k,AUD,"Thursday, November 17, 2016
 CZK  HOLIDAY",16.0k,d,High,AUD Employment Change (OCT),-29.0k,d,00:30
913,5.6%,AUD,"Thursday, November 17, 2016
 CZK  HOLIDAY",5.7%,u,High,AUD Unemployment Rate (OCT),5.6%,-,00:30
914,-31.7k,AUD,"Thursday, November 17, 2016
 CZK  HOLIDAY",,-,Low,AUD Part Time Employment Change (OCT),45.3k,u,00:30
915,41.5k,AUD,"Thursday, November 17, 2016
 CZK  HOLIDAY",,-,Medium,AUD Full Time Employment Change (OCT),-74.3k,d,00:30
916,64.4%,AUD,"Thursday, November 17, 2016
 CZK  HOLIDAY",64.6%,d,Low,AUD Participation Rate (OCT),64.4%,d,00:30
917,-A$450m,AUD,"Thursday, November 17, 2016
 CZK  HOLIDAY",,-,Low,AUD RBA FX Transactions Government (OCT),-A$699m,-,00:30
918,A$439m,AUD,"Thursday, November 17, 2016
 CZK  HOLIDAY",,-,Low,AUD RBA Foreign Exchange Transaction (Australian dollar) (OCT),A$673m,-,00:30
919,A$26m,AUD,"Thursday, November 17, 2016
 CZK  HOLIDAY",,-,Low,AUD RBA FX Transactions Other (OCT),A$37m,-,00:30
920,0.0%,EUR,"Thursday, November 17, 2016
 CZK  HOLIDAY",,-,Low,EUR EU 25 New Car Registrations (OCT),7.2%,-,07:00
921,,EUR,"Thursday, November 17, 2016
 CZK  HOLIDAY",,-,Low,EUR ECB's Mersch Speaks at Euro Finance Week in Frankfurt,,-,08:10
922,2.0%,GBP,"Thursday, November 17, 2016
 CZK  HOLIDAY",0.4%,u,Low,GBP Retail Sales (MoM) (OCT),0.1%,u,09:30
923,7.6%,GBP,"Thursday, November 17, 2016
 CZK  HOLIDAY",5.4%,u,Medium,GBP Retail Sales (YoY) (OCT),4.0%,-,09:30
924,1.9%,GBP,"Thursday, November 17, 2016
 CZK  HOLIDAY",0.5%,u,Low,GBP Retail Sales Inc Auto Fuel (MoM) (OCT),0.1%,u,09:30
925,7.4%,GBP,"Thursday, November 17, 2016
 CZK  HOLIDAY",5.3%,u,Medium,GBP Retail Sales Inc Auto Fuel (YoY) (OCT),4.2%,u,09:30
926,-0.9%,EUR,"Thursday, November 17, 2016
 CZK  HOLIDAY",,-,Low,EUR Euro-Zone Construction Output s.a. (MoM) (SEP),-0.9%,-,10:00
927,1.8%,EUR,"Thursday, November 17, 2016
 CZK  HOLIDAY",,-,Low,EUR Euro-Zone Construction Output w.d.a. (YoY) (SEP),0.9%,-,10:00
928,0.2%,EUR,"Thursday, November 17, 2016
 CZK  HOLIDAY",0.3%,d,Medium,EUR Euro-Zone Consumer Price Index (MoM) (OCT),0.4%,-,10:00
929,0.5%,EUR,"Thursday, November 17, 2016
 CZK  HOLIDAY",0.5%,-,Medium,EUR Euro-Zone Consumer Price Index (YoY) (OCT F),0.4%,-,10:00
930,0.8%,EUR,"Thursday, November 17, 2016
 CZK  HOLIDAY",0.8%,-,Medium,EUR Euro-Zone Consumer Price Index - Core (YoY) (OCT F),0.8%,-,10:00
931,,CAD,"Thursday, November 17, 2016
 CZK  HOLIDAY",,-,Low,CAD International Securities Transactions (Canadian dollar) (SEP),12.74b,-,13:30
932,1323k,USD,"Thursday, November 17, 2016
 CZK  HOLIDAY",1160k,u,Low,USD Housing Starts (OCT),1047k,-,13:30
933,25.5%,USD,"Thursday, November 17, 2016
 CZK  HOLIDAY",10.8%,u,Medium,USD Housing Starts (MoM) (OCT),-9.0%,-,13:30
934,1229k,USD,"Thursday, November 17, 2016
 CZK  HOLIDAY",1195k,u,Low,USD Building Permits (OCT),1225k,-,13:30
935,0.4%,USD,"Thursday, November 17, 2016
 CZK  HOLIDAY",-2.5%,u,Medium,USD Building Permits (MoM) (OCT),6.3%,-,13:30
936,0.4%,USD,"Thursday, November 17, 2016
 CZK  HOLIDAY",0.4%,-,Medium,USD Consumer Price Index (MoM) (OCT),0.3%,-,13:30
937,0.1%,USD,"Thursday, November 17, 2016
 CZK  HOLIDAY",0.2%,d,Medium,USD Consumer Price Index Ex Food & Energy (MoM) (OCT),0.1%,-,13:30
938,1.6%,USD,"Thursday, November 17, 2016
 CZK  HOLIDAY",1.6%,-,High,USD Consumer Price Index (YoY) (OCT),1.5%,-,13:30
939,235K,USD,"Thursday, November 17, 2016
 CZK  HOLIDAY",256k,u,Medium,USD Initial Jobless Claims (NOV 12),254K,-,13:30
940,2.2%,USD,"Thursday, November 17, 2016
 CZK  HOLIDAY",2.3%,d,High,USD Consumer Price Index Ex Food & Energy (YoY) (OCT),2.2%,-,13:30
941,1977K,USD,"Thursday, November 17, 2016
 CZK  HOLIDAY",2030k,u,Medium,USD Continuing Claims (NOV 5),2041k,-,13:30
942,,USD,"Thursday, November 17, 2016
 CZK  HOLIDAY",241.785,d,Low,USD Consumer Price Index n.s.a. (OCT),241.428,-,13:30
943,248.981,USD,"Thursday, November 17, 2016
 CZK  HOLIDAY",249.1,d,Low,USD Consumer Price Index Core Index s.a. (OCT),248.611,-,13:30
944,0.0%,USD,"Thursday, November 17, 2016
 CZK  HOLIDAY",,-,Medium,USD Real Avg Weekly Earnings (YoY) (OCT),0.8%,-,13:30
945,7.6,USD,"Thursday, November 17, 2016
 CZK  HOLIDAY",8,d,Low,USD Philadelphia Fed. (NOV),9.7,-,13:30
946,30,USD,"Thursday, November 17, 2016
 CZK  HOLIDAY",29.11,d,Low,USD EIA Natural Gas Storage Change (NOV 11),54,-,15:30
947,30,USD,"Thursday, November 17, 2016
 CZK  HOLIDAY",29.11,d,Low,USD EIA Working Natural Gas Implied Flow (NOV 11),56,-,15:30
948,,CAD,"Thursday, November 17, 2016
 CZK  HOLIDAY",,-,Low,CAD Bank of Canada releases Review collection of research papers,,-,15:30
949,,CHF,"Thursday, November 17, 2016
 CZK  HOLIDAY",,-,Low,CHF SNB Board Member Andrea Maechler Speaks in Geneva,,-,17:00
950,,U.S.,"Thursday, November 17, 2016
 CZK  HOLIDAY",,-,Low,U.S. to Sell 10-Year TIPS Reopening,,-,18:00
951,5.25%,MXN,"Thursday, November 17, 2016
 CZK  HOLIDAY",5.25%,-,High,MXN Bank of Mexico Rate Decision,4.75%,-,19:00
952,,EUR,"Thursday, November 17, 2016
 CZK  HOLIDAY",,-,Low,EUR ECB's Praet speaks in New York,,-,21:45
953,0.4%,AUD,"Wednesday, November 16, 2016",0.5%,d,Low,AUD Wage Cost Index (QoQ) (3Q),0.5%,-,00:30
954,1.9%,AUD,"Wednesday, November 16, 2016",2.0%,d,Medium,AUD Wage Cost Index (YoY) (3Q),2.1%,-,00:30
955,-2.4%,AUD,"Wednesday, November 16, 2016",,-,Low,AUD New Motor Vehicle Sales (MoM) (OCT),2.5%,-,00:30
956,14.3%,AUD,"Wednesday, November 16, 2016",,-,Low,AUD New Motor Vehicle Sales (YoY) (OCT),0.8%,-,00:30
957,63.9%,NZD,"Wednesday, November 16, 2016",,-,Low,NZD Non Resident Bond Holdings (OCT),65.0%,-,02:00
958,,EUR,"Wednesday, November 16, 2016",,-,Low,EUR ECB's Knot Speaks at UBS European Conference in London,,-,07:00
959,,USD,"Wednesday, November 16, 2016",,-,Low,USD Fed's Bullard Speaks in London on `Monetary Policy after QE',,-,08:00
960,,EUR,"Wednesday, November 16, 2016",,-,Low,EUR Bundesbank's Thiele Speaks at Euro Finance Week in Frankfurt,,-,08:00
961,2.3%,GBP,"Wednesday, November 16, 2016",2.3%,-,Medium,GBP Claimant Count Rate (OCT),2.3%,-,09:30
962,9.8k,GBP,"Wednesday, November 16, 2016",2.0k,d,Medium,GBP Jobless Claims Change (OCT),5.6k,u,09:30
963,2.3%,GBP,"Wednesday, November 16, 2016",2.4%,d,Medium,GBP Average Weekly Earnings (3M/YoY) (SEP),2.3%,-,09:30
964,2.4%,GBP,"Wednesday, November 16, 2016",2.4%,-,Medium,GBP Weekly Earnings ex Bonus (3M/YoY) (SEP),2.3%,-,09:30
965,4.8%,GBP,"Wednesday, November 16, 2016",4.9%,u,Medium,GBP ILO Unemployment Rate (3M) (SEP),4.9%,-,09:30
966,49k,GBP,"Wednesday, November 16, 2016",91k,d,Medium,GBP Employment Change (3M/3M) (SEP),106k,-,09:30
967,8.9,CHF,"Wednesday, November 16, 2016",,-,Medium,CHF ZEW Survey (Expectations) (NOV),5.2,-,10:00
968,,EUR,"Wednesday, November 16, 2016",,-,Low,EUR Bundesbank's Thiele Speaks at Euro Finance Week in Frankfurt,,-,10:00
969,,USD,"Wednesday, November 16, 2016",,-,Medium,USD MBA Mortgage Applications (NOV 11),,-,12:00
970,0.3%,CAD,"Wednesday, November 16, 2016",0.1%,u,Low,CAD Manufacturing Shipments (MoM) (SEP),0.9%,-,13:30
971,0.0%,USD,"Wednesday, November 16, 2016",0.3%,d,Low,USD PPI Final Demand (MoM) (OCT),0.3%,-,13:30
972,-0.2%,USD,"Wednesday, November 16, 2016",0.2%,d,Low,USD PPI Ex Food and Energy (MoM) (OCT),0.2%,-,13:30
973,0.0%,USD,"Wednesday, November 16, 2016",0.2%,d,Low,"USD PPI Ex Food, Energy, Trade (MoM) (OCT)",0.3%,-,13:30
974,0.8%,USD,"Wednesday, November 16, 2016",1.2%,d,Low,USD PPI Final Demand (YoY) (OCT),0.7%,-,13:30
975,1.2%,USD,"Wednesday, November 16, 2016",1.6%,d,Low,USD PPI Ex Food and Energy (YoY) (OCT),1.2%,-,13:30
976,1.6%,USD,"Wednesday, November 16, 2016",,u,Low,"USD PPI Ex Food, Energy, Trade (YoY) (OCT)",1.5%,-,13:30
977,0.0%,USD,"Wednesday, November 16, 2016",0.2%,d,Medium,USD Industrial Production (OCT),0.1%,-,14:15
978,75.3%,USD,"Wednesday, November 16, 2016",75.5%,d,Low,USD Capacity Utilization (OCT),75.4%,-,14:15
979,0.2%,USD,"Wednesday, November 16, 2016",0.3%,d,Medium,USD Manufacturing (SIC) Production (OCT),0.2%,-,14:15
980,63,USD,"Wednesday, November 16, 2016",63,d,Medium,USD NAHB Housing Market Index (NOV),63,-,15:00
981,5274k,USD,"Wednesday, November 16, 2016",1500k,u,Medium,USD DOE U.S. Crude Oil Inventories (NOV 11),2432k,-,15:30
982,691k,USD,"Wednesday, November 16, 2016",40k,-,Low,USD DOE Cushing OK Crude Inventory (NOV 11),28k,u,15:30
983,746k,USD,"Wednesday, November 16, 2016",-700k,u,Low,USD DOE U.S. Gasoline Inventories (NOV 11),-2841k,-,15:30
984,310k,USD,"Wednesday, November 16, 2016",-1500k,u,Low,USD DOE U.S. Distillate Inventory (NOV 11),-1948k,-,15:30
985,,CAD,"Wednesday, November 16, 2016",,-,Low,"CAD Bank of Canada's Lane speaks in Waterloo, Ontario",,-,16:50
986,-$152.9$,USD,"Wednesday, November 16, 2016",,-,Low,USD Total Net TIC Flows (SEP),$40.0b,-,21:00
987,$-26.2b,USD,"Wednesday, November 16, 2016",,-,Medium,USD Net Long-term TIC Flows (SEP),$45.5b,-,21:00
988,0.6%,NZD,"Wednesday, November 16, 2016",,-,Low,NZD ANZ Job Advertisements (MoM) (OCT),1.0%,u,21:00
989,,USD,"Wednesday, November 16, 2016",,-,Low,USD Fed's Harker Speaks in Philadelphia on Purpose of Federal Rese,,-,22:30
990,¥466.2b,JPY,"Wednesday, November 16, 2016",,-,Medium,JPY Japan Buying Foreign Bonds (Yen) (NOV 11),¥605.3b,u,23:50
991,¥421.9b,JPY,"Wednesday, November 16, 2016",,-,Low,JPY Foreign Buying Japan Bonds (Yen) (NOV 11),¥-6.5b,d,23:50
992,¥338.6b,JPY,"Wednesday, November 16, 2016",,-,Medium,JPY Japan Buying Foreign Stocks (Yen) (NOV 11),¥191.0b,u,23:50
993,¥545.8b,JPY,"Wednesday, November 16, 2016",,-,Low,JPY Foreign Buying Japan Stocks (Yen) (NOV 11),¥-106.4b,-,23:50
994,,AUD,"Tuesday, November 15, 2016",,-,Medium,AUD RBA Nov. Meeting Minutes,,-,00:30
995,,JPY,"Tuesday, November 15, 2016",,-,Low,JPY Tokyo Condominium Sales (YoY) (OCT),40.9%,-,04:00
996,-8.9%,JPY,"Tuesday, November 15, 2016",,-,Low,JPY Machine Tools Orders (YoY) (OCT F),-8.9%,-,06:00
997,0.2%,EUR,"Tuesday, November 15, 2016",0.3%,d,Medium,EUR German Gross Domestic Product s.a. (QoQ) (3Q P),0.4%,-,07:00
998,1.7%,EUR,"Tuesday, November 15, 2016",1.8%,d,High,EUR German Gross Domestic Product w.d.a. (YoY) (3Q P),1.8%,-,07:00
999,1.5%,EUR,"Tuesday, November 15, 2016",1.6%,d,High,EUR German Gross Domestic Product n.s.a. (YoY) (3Q P),3.1%,-,07:00
1000,,AUD,"Tuesday, November 15, 2016",,-,Low,AUD RBA's Lowe Speech at CEDA Event in Melbourne,,-,07:00
1001,,EUR,"Tuesday, November 15, 2016",,-,Low,EUR ECB's Lautenschlaeger Speaks at Euro Finance Week in Frankfurt,,-,08:30
1002,0.3%,EUR,"Tuesday, November 15, 2016",0.2%,u,Medium,EUR Italian Gross Domestic Product s.a. and w.d.a. (QoQ) (3Q P),0.0%,-,09:00
1003,0.9%,EUR,"Tuesday, November 15, 2016",0.8%,u,High,EUR Italian Gross Domestic Product s.a. and w.d.a. (YoY) (3Q P),0.8%,-,09:00
1004,0.1%,GBP,"Tuesday, November 15, 2016",0.3%,d,Medium,GBP Consumer Price Index (MoM) (OCT),0.2%,-,09:30
1005,0.9%,GBP,"Tuesday, November 15, 2016",1.1%,d,High,GBP Consumer Price Index (YoY) (OCT),1.0%,-,09:30
1006,1.2%,GBP,"Tuesday, November 15, 2016",1.4%,d,High,GBP Core Consumer Price Index (YoY) (OCT),1.5%,-,09:30
1007,264.8,GBP,"Tuesday, November 15, 2016",265.3,d,Low,GBP Retail Price Index (OCT),264.9,-,09:30
1008,0.0%,GBP,"Tuesday, November 15, 2016",0.2%,d,Low,GBP Retail Price Index (MoM) (OCT),0.2%,-,09:30
1009,2.0%,GBP,"Tuesday, November 15, 2016",2.3%,d,Low,GBP Retail Price Index (YoY) (OCT),2.0%,-,09:30
1010,2.2%,GBP,"Tuesday, November 15, 2016",2.4%,d,Low,GBP Retail Price Index Ex Mort Int.Payments (YoY) (OCT),2.2%,-,09:30
1011,4.6%,GBP,"Tuesday, November 15, 2016",2.0%,u,Low,GBP Producer Price Index Input n.s.a. (MoM) (OCT),0.0%,-,09:30
1012,12.2%,GBP,"Tuesday, November 15, 2016",9.3%,u,Low,GBP Producer Price Index Input n.s.a. (YoY) (OCT),7.2%,-,09:30
1013,0.6%,GBP,"Tuesday, November 15, 2016",0.4%,u,Low,GBP Producer Price Index Output n.s.a. (MoM) (OCT),0.2%,-,09:30
1014,2.1%,GBP,"Tuesday, November 15, 2016",1.8%,u,Low,GBP Producer Price Index Output n.s.a. (YoY) (OCT),1.2%,-,09:30
1015,0.4%,GBP,"Tuesday, November 15, 2016",0.1%,u,Low,GBP Producer Price Index Output Core n.s.a. (MoM) (OCT),0.1%,-,09:30
1016,1.9%,GBP,"Tuesday, November 15, 2016",1.6%,u,Low,GBP Producer Price Index Output Core n.s.a. (YoY) (OCT),1.4%,-,09:30
1017,7.7%,GBP,"Tuesday, November 15, 2016",8.1%,d,Low,GBP House Price Index (YoY) (SEP),8.4%,-,09:30
1018,24.9b,EUR,"Tuesday, November 15, 2016",22.1b,u,Low,EUR Euro-Zone Trade Balance s.a. (euros) (SEP),23.3b,-,10:00
1019,26.5b,EUR,"Tuesday, November 15, 2016",22.5b,u,Low,EUR Euro-Zone Trade Balance (euros) (SEP),18.4b,-,10:00
1020,58.8,EUR,"Tuesday, November 15, 2016",61.6,d,Medium,EUR German ZEW Survey (Current Situation) (NOV),59.5,-,10:00
1021,13.8,EUR,"Tuesday, November 15, 2016",8.1,u,High,EUR German ZEW Survey (Economic Sentiment) (NOV),6.2,-,10:00
1022,15.8,EUR,"Tuesday, November 15, 2016",,u,Medium,EUR Euro-Zone ZEW Survey (Economic Sentiment) (NOV),12.3,-,10:00
1023,0.3%,EUR,"Tuesday, November 15, 2016",0.3%,-,Medium,EUR Euro-Zone Gross Domestic Product s.a. (QoQ) (3Q P),0.3%,-,10:00
1024,1.6%,EUR,"Tuesday, November 15, 2016",1.6%,-,High,EUR Euro-Zone Gross Domestic Product s.a. (YoY) (3Q P),1.6%,-,10:00
1025,,USD,"Tuesday, November 15, 2016",,-,Low,"USD Fed's Rosengren Speaks to Portland, Maine Chamber of Commerce",,-,12:30
1026,0.8%,USD,"Tuesday, November 15, 2016",0.6%,u,High,USD Advance Retail Sales (OCT),0.6%,-,13:30
1027,0.8%,USD,"Tuesday, November 15, 2016",0.5%,u,Medium,USD Retail Sales Less Autos (OCT),0.5%,-,13:30
1028,0.6%,USD,"Tuesday, November 15, 2016",0.3%,u,Low,USD Retail Sales Ex Auto and Gas (OCT),0.30%,-,13:30
1029,0.8%,USD,"Tuesday, November 15, 2016",0.4%,u,Medium,USD Retail Sales Control Group (OCT),0.1%,-,13:30
1030,0.5%,USD,"Tuesday, November 15, 2016",0.4%,u,Low,USD Import Price Index (MoM) (OCT),0.1%,-,13:30
1031,,USD,"Tuesday, November 15, 2016",-0.3%,u,Low,USD Import Price Index (YoY) (OCT),-1.1%,-,13:30
1032,1.5,USD,"Tuesday, November 15, 2016",-2.5,u,Low,USD Empire Manufacturing (NOV),-6.8,-,13:30
1033,0.3%,CAD,"Tuesday, November 15, 2016",,u,Low,CAD Teranet/National Bank HPI (MoM) (OCT),0.8%,-,13:30
1034,0.4%,CAD,"Tuesday, November 15, 2016",,u,Low,CAD Teranet/National Bank HPI (YoY) (OCT),11.7%,-,13:30
1035,198.35,CAD,"Tuesday, November 15, 2016",,u,Low,CAD Teranet/National Bank HP Index (OCT),197.79,-,13:30
1036,2.4%,CAD,"Tuesday, November 15, 2016",,u,Medium,CAD Existing Home Sales (MoM) (OCT),0.8%,-,14:00
1037,,EUR,"Tuesday, November 15, 2016",,-,Low,EUR Bundesbank's Dombret Speaks at Euro Finance Week in Frankfurt,,-,14:15
1038,"$3,519",NZD,"Tuesday, November 15, 2016",,u,High,NZD Dairy Auction Avg. Winning Price MT (NOV 15),"$3,327",-,15:00
1039,"$3,423",NZD,"Tuesday, November 15, 2016",,u,High,NZD Dairy Auction Whole Milk Powder MT (NOV 15),"$3,317",-,15:00
1040,0.1%,USD,"Tuesday, November 15, 2016",0.2%,d,Medium,USD Business Inventories (SEP),0.2%,-,15:00
1041,,USD,"Tuesday, November 15, 2016",,-,Low,USD U.S. to Sell 4-Week Bills,,-,16:30
1042,,USD,"Tuesday, November 15, 2016",,-,Low,USD Fed's Fischer Speaks at Brookings Instituton Market Liquidity,,-,18:30
1043,0.06%,AUD,"Tuesday, November 15, 2016",,-,Low,AUD Westpac Leading Index (MoM) (OCT),0.08%,u,23:30
1044,2.7%,JPY,"Tuesday, November 15, 2016",,-,Medium,JPY Housing Loans (YoY) (3Q),2.4%,-,23:50
1045,A$25.3b,AUD,"Monday, November 14, 2016",,u,Low,AUD Credit Card Purchases (SEP),A$26.8b,-,00:30
1046,A$51.4b,AUD,"Monday, November 14, 2016",,u,Low,AUD Credit Card Balances (SEP),A$51.3b,-,00:30
1047,,JPY,"Monday, November 14, 2016",,-,Low,JPY BOJ Kuroda speaks in Nagoya,,-,01:00
1048,6.1%,CNY,"Monday, November 14, 2016",6.2%,d,Medium,CNY Industrial Production (YoY) (OCT),6.1%,-,02:00
1049,6.0%,CNY,"Monday, November 14, 2016",6.1%,d,Medium,CNY Industrial Production YTD (YoY) (OCT),6.0%,-,02:00
1050,10.0%,CNY,"Monday, November 14, 2016",10.7%,d,Medium,CNY Retail Sales (YoY) (OCT),10.7%,-,02:00
1051,10.3%,CNY,"Monday, November 14, 2016",10.4%,d,Medium,CNY Retail Sales YTD (YoY) (OCT),10.4%,-,02:00
1052,8.3%,CNY,"Monday, November 14, 2016",8.2%,u,Medium,CNY Fixed Assets Ex Rural YTD (YoY) (OCT),8.2%,-,02:00
1053,0.6%,JPY,"Monday, November 14, 2016",,u,Low,JPY Industrial Production (MoM) (SEP F),0.0%,-,04:30
1054,1.5%,JPY,"Monday, November 14, 2016",,u,Medium,JPY Industrial Production (YoY) (SEP F),0.9%,-,04:30
1055,-2.0%,JPY,"Monday, November 14, 2016",,d,Low,JPY Capacity Utilization (MoM) (SEP),2.6%,-,04:30
1056,0.1%,CHF,"Monday, November 14, 2016",0.2%,d,Low,CHF Producer & Import Prices (MoM) (OCT),0.3%,-,08:15
1057,-0.2%,CHF,"Monday, November 14, 2016",-0.1%,d,Low,CHF Producer & Import Prices (YoY) (OCT),-0.1%,-,08:15
1058,,EUR,"Monday, November 14, 2016",,-,Low,EUR ECB's Constancio Speaks at Euro Finance Week in Frankfurt,,-,08:30
1059,519.9b,CHF,"Monday, November 14, 2016",,u,Low,CHF Total Sight Deposits (NOV 11),518.6b,-,09:00
1060,449.8b,CHF,"Monday, November 14, 2016",,u,Low,CHF Domestic Sight Deposits (NOV 11),451.8b,-,09:00
1061,-0.8%,EUR,"Monday, November 14, 2016",-1.0%,u,Low,EUR Euro-Zone Industrial Production s.a. (MoM) (SEP),1.8%,-,10:00
1062,1.2%,EUR,"Monday, November 14, 2016",0.9%,u,Medium,EUR Euro-Zone Industrial Production w.d.a. (YoY) (SEP),2.2%,-,10:00
1063,,USD,"Monday, November 14, 2016",,-,Low,USD U.S. to Sell 3-Month Bills,,-,16:30
1064,,USD,"Monday, November 14, 2016",,-,Low,USD U.S. to Sell 6-Month Bills,,-,16:30
1065,56.3,NZD,"Monday, November 14, 2016",,-,Medium,NZD Performance Services Index (OCT),54.2,u,21:30
1066,,USD,"Monday, November 14, 2016",,-,Low,"USD Fed's Lacker Speaks at Washington College in Chestertown, MD",,-,22:00
1067,,AUD,"Monday, November 14, 2016",,-,Low,AUD ANZ Roy Morgan Weekly Consumer Confidence Index (NOV 13),117.8,-,22:30
1068,,USD,"Monday, November 14, 2016",,-,Low,USD Fed's Williams Speaks in San Francisco on Panel,,-,23:30
1069,-14.2%,NZD,"Sunday, November 13, 2016",,-,Medium,NZD REINZ House Sales (YoY) (OCT),-9.5%,-,20:30
1070,,NZD,"Sunday, November 13, 2016",,-,Medium,NZD Performance Services Index (OCT),54.1,-,21:30
1071,0.5%,JPY,"Sunday, November 13, 2016",0.2%,u,Medium,JPY Gross Domestic Product (QoQ) (3Q P),0.2%,-,23:50
1072,2.2%,JPY,"Sunday, November 13, 2016",0.8%,u,High,JPY Gross Domestic Product Annualized (3Q P),0.7%,-,23:50
1073,0.2%,JPY,"Sunday, November 13, 2016",-0.1%,u,Medium,JPY Nominal Gross Domestic Product (QoQ) (3Q P),0.1%,-,23:50
1074,-0.1%,JPY,"Sunday, November 13, 2016",0.3%,d,Low,JPY Gross Domestic Product Deflator (YoY) (3Q P),0.7%,-,23:50
1075,0.1%,JPY,"Sunday, November 13, 2016",0.0%,u,Low,JPY GDP Private Consumption (QoQ) (3Q P),0.1%,-,23:50
1076,0.0%,JPY,"Sunday, November 13, 2016",0.2%,d,Low,JPY GDP Business Spending (QoQ) (3Q P),-0.1%,-,23:50
1077,,CNY,"Thursday, November 10, 2016",950.0b,-,Medium,CNY Aggregate Financing CNY (OCT),1720.0b,-,
1078,,CNY,"Thursday, November 10, 2016",6.3%,-,Low,CNY Money Supply M0 (YoY) (OCT),6.6%,-,
1079,,CNY,"Thursday, November 10, 2016",23.2%,-,Low,CNY Money Supply M1 (YoY) (OCT),24.7%,-,
1080,,CNY,"Thursday, November 10, 2016",11.4%,-,Low,CNY Money Supply M2 (YoY) (OCT),11.5%,-,
1081,,CNY,"Thursday, November 10, 2016",655.0b,-,Medium,CNY New Yuan Loans CNY (OCT),1220.0b,-,
1082,,EUR,"Thursday, November 10, 2016",,-,Low,"EUR ECB's Mersch Gives Speech in Windsor, England",,-,
1083,,NZD,"Thursday, November 10, 2016",,-,Medium,NZD REINZ House Sales (YoY) (OCT),-9.5%,-,
1084,3.2%,AUD,"Thursday, November 10, 2016",,-,Medium,AUD Consumer Inflation Expectation (NOV),3.7%,-,00:00
1085,23.0%,GBP,"Thursday, November 10, 2016",18.0%,u,Medium,GBP RICS House Price Balance (OCT),18.0%,-,00:01
1086,1.6%,AUD,"Thursday, November 10, 2016",-1.6%,u,Medium,AUD Home Loans (SEP),-3.0%,-,00:30
1087,4.6%,AUD,"Thursday, November 10, 2016",,-,Medium,AUD Investment Lending (SEP),-0.8%,d,00:30
