,actual,country,date,forecast,forecast_error,impact,new,previous,previous_error,time
1523,-0.1%,CAD,"Monday, October 1, 2012",-0.1%,-,Low,CAD Industrial Product Price (MoM) (AUG),-0.6%,d,12:30
1524,3.4%,CAD,"Monday, October 1, 2012",1.2%,u,Low,CAD Raw Materials Price Index (MoM) (AUG),0.8%,d,12:30
1525,51.1,USD,"Monday, October 1, 2012",51.5,d,Medium,USD Markit US PMI Final (SEP),51.5,-,12:58
1526,51.5,USD,"Monday, October 1, 2012",49.7,u,High,USD ISM Manufacturing (SEP),49.6,-,14:00
1527,58.0,USD,"Monday, October 1, 2012",55.7,u,Medium,USD ISM Prices Paid (SEP),54.0,-,14:00
1528,-0.6%,USD,"Monday, October 1, 2012",0.5%,d,Medium,USD Construction Spending (MoM) (AUG),-0.4%,u,14:00
1529,,USD,"Monday, October 1, 2012",,-,Low,USD Fed's Williams Speaks in San Francisco,,-,16:00
1530,,USD,"Monday, October 1, 2012",,-,Low,USD Fed's Bernanke Speaks on Monetary Policy in Indianapolis,,-,16:30
1531,9.0%,JPY,"Monday, October 1, 2012",,-,Low,JPY Monetary Base (YoY) (SEP),6.5%,-,23:50
1532,99.63,CNY,"Sunday, September 30, 2012",,-,Medium,CNY Leading Index (AUG),99.24,u,00:30
1533,10,GBP,"Sunday, September 30, 2012",,-,Low,GBP Lloyds Business Barometer (SEP),10,-,23:01
1534,-0.1%,GBP,"Sunday, September 30, 2012",,-,Low,GBP Hometrack Housing Survey (MoM) (SEP),-0.1%,-,23:01
1535,-0.5%,GBP,"Sunday, September 30, 2012",,-,Low,GBP Hometrack Housing Survey (YoY) (SEP),-0.5%,-,23:01
1536,44.1,AUD,"Sunday, September 30, 2012",,-,Medium,AUD AiG Performance of Manufacturing Index (SEP),45.3,-,23:30
1537,-3,JPY,"Sunday, September 30, 2012",-4,u,Medium,JPY Tankan Large Manufacturers Index (3Q),-1,-,23:50
1538,8,JPY,"Sunday, September 30, 2012",6,u,Medium,JPY Tankan Non-Manufacturing Index (3Q),8,-,23:50
1539,-3,JPY,"Sunday, September 30, 2012",-5,u,High,JPY Tankan Large Manufacturers Outlook (3Q),1,-,23:50
1540,5,JPY,"Sunday, September 30, 2012",6,d,Medium,JPY Tankan Non-Manufacturing Outlook (3Q),6,-,23:50
1541,6.4%,JPY,"Sunday, September 30, 2012",5.0%,u,Medium,JPY Tankan Large All Industry Capex (3Q),6.2%,-,23:50
1542,0.24%,JPY,"Sunday, September 30, 2012",,-,Low,JPY Loans & Discounts Corp (YoY) (AUG),-0.21%,u,23:50
1543,29.3,NZD,"Thursday, September 27, 2012",,-,Medium,NZD NBNZ Activity Outlook (SEP),26.4,-,01:00
1544,17.0,NZD,"Thursday, September 27, 2012",,-,Medium,NZD NBNZ Business Confidence (SEP),19.5,-,01:00
1545,4.2%,AUD,"Thursday, September 27, 2012",,-,Low,AUD Job Vacancies (AUG),-5.4%,d,01:30
1546,-3.1%,CNY,"Thursday, September 27, 2012",,-,Medium,CNY Industrial Profits YTD (YoY) (AUG),-2.7%,-,01:30
1547,1.3%,EUR,"Thursday, September 27, 2012",0.8%,-,Low,EUR German Import Price Index (MoM) (AUG),0.7%,-,06:00
1548,3.2%,EUR,"Thursday, September 27, 2012",2.7%,-,Low,EUR German Import Price Index (YoY) (AUG),1.2%,-,06:00
1549,9K,EUR,"Thursday, September 27, 2012",10K,u,High,EUR German Unemployment Change (SEP),11K,d,07:55
1550,6.8%,EUR,"Thursday, September 27, 2012",6.8%,-,Medium,EUR German Unemployment Rate s.a. (SEP),6.8%,-,07:55
1551,88.3,EUR,"Thursday, September 27, 2012",87.5,u,Medium,EUR Italian Business Confidence (SEP),87.3,u,08:00
1552,75.5,EUR,"Thursday, September 27, 2012",,-,Low,EUR Italian Economic Sentiment (SEP),79.0,u,08:00
1553,3.2%,EUR,"Thursday, September 27, 2012",3.4%,-,Low,EUR Euro-Zone M3 s.a. (3M) (AUG),3.2%,d,08:00
1554,2.9%,EUR,"Thursday, September 27, 2012",3.3%,d,Low,EUR Euro-Zone M3 s.a. (YoY) (AUG),3.6%,-,08:00
1555,-0.4%,GBP,"Thursday, September 27, 2012",-0.5%,u,High,GBP Gross Domestic Product (QoQ) (2Q F),-0.5%,-,08:30
1556,-0.5%,GBP,"Thursday, September 27, 2012",-0.5%,-,High,GBP Gross Domestic Product (YoY) (2Q F),-0.5%,-,08:30
1557,-20.8B,GBP,"Thursday, September 27, 2012",-12.2B,-,Medium,GBP Current Account (Pounds) (2Q) (2Q),-15.4B,d,08:30
1558,0.9%,GBP,"Thursday, September 27, 2012",-1.5%,u,Low,GBP Total Business Investment (QoQ) (2Q F),-1.5%,-,08:30
1559,3.1%,GBP,"Thursday, September 27, 2012",1.7%,-,Low,GBP Total Business Investment (YoY) (2Q F),1.7%,-,08:30
1560,,EUR,"Thursday, September 27, 2012",,-,Medium,EUR Italy Sells 5-Year and 10-Year Bonds,,-,09:00
1561,-1.34,EUR,"Thursday, September 27, 2012",-1.2,d,Medium,EUR Euro-Zone Business Climate Indicator (SEP),-1.18,u,09:00
1562,-25.9,EUR,"Thursday, September 27, 2012",-25.9,-,Medium,EUR Euro-Zone Consumer Confidence (SEP F),-25.9,-,09:00
1563,85.0,EUR,"Thursday, September 27, 2012",86.1,d,Low,EUR Euro-Zone Economic Confidence (SEP),86.1,-,09:00
1564,-16.1,EUR,"Thursday, September 27, 2012",-15,d,Low,EUR Euro-Zone Industrial Confidence (SEP),-15.4,d,09:00
1565,-12.0,EUR,"Thursday, September 27, 2012",-11.1,d,Low,EUR Euro-Zone Services Confidence (SEP),-10.8,-,09:00
1566,,EUR,"Thursday, September 27, 2012",,-,High,EUR Spanish Government Approves the 2013 Budget,,-,12:00
1567,,USD,"Thursday, September 27, 2012",,-,Medium,USD Preliminary Benchmark Revision to Establishment Employment,,-,12:30
1568,1.3%,USD,"Thursday, September 27, 2012",1.7%,d,High,USD Gross Domestic Product (Annualized) (2Q T),1.7%,d,12:30
1569,1.6%,USD,"Thursday, September 27, 2012",1.6%,-,High,USD Gross Domestic Product Price Index (2Q T),1.6%,d,12:30
1570,1.5%,USD,"Thursday, September 27, 2012",1.7%,d,Medium,USD Personal Consumption (2Q T),1.7%,d,12:30
1571,1.7%,USD,"Thursday, September 27, 2012",1.8%,d,Medium,USD Core Personal Consumption Expenditure (QoQ) (2Q T),1.8%,d,12:30
1572,-13.2%,USD,"Thursday, September 27, 2012",-5.0%,d,High,USD Durable Goods Orders (AUG),3.3%,u,12:30
1573,-1.6%,USD,"Thursday, September 27, 2012",0.2%,d,Medium,USD Durables Ex Transportation (AUG),-1.3%,u,12:30
1574,1.1%,USD,"Thursday, September 27, 2012",0.7%,u,Low,USD Cap Goods Orders Nondef Ex Air (AUG),-5.2%,u,12:30
1575,-0.9%,USD,"Thursday, September 27, 2012",-0.5%,d,Low,USD Cap Goods Ship Nondef Ex Air (AUG),-1.1%,u,12:30
1576,359K,USD,"Thursday, September 27, 2012",375K,u,Medium,USD Initial Jobless Claims (SEP 22),385K,u,12:30
1577,3271K,USD,"Thursday, September 27, 2012",3288K,u,Low,USD Continuing Claims (SEP 15),3275K,u,12:30
1578,-2.6%,USD,"Thursday, September 27, 2012",0.3%,d,Low,USD Pending Home Sales (MoM) (AUG),2.6%,u,14:00
1579,9.6%,USD,"Thursday, September 27, 2012",13.5%,d,Medium,USD Pending Home Sales (YoY) (AUG),15.2%,u,14:00
1580,80,USD,"Thursday, September 27, 2012",78,u,Low,USD EIA Natural Gas Storage Change (SEP 21),67,-,14:30
1581,2,USD,"Thursday, September 27, 2012",5,d,Low,USD Kansas City Fed Manf. Activity (SEP),8,-,15:00
1582,1.9%,NZD,"Thursday, September 27, 2012",3.0%,d,Low,NZD Building Permits (MoM) (AUG),2.0%,-,22:45
1583,,EUR,"Thursday, September 27, 2012",,-,High,EUR Spain to Release Results of the Wyman Bank Stress Tests,,-,23:00
1584,-28,GBP,"Thursday, September 27, 2012",-28,-,Medium,GBP GfK Consumer Confidence Survey (SEP),-29,-,23:01
1585,48.0,JPY,"Thursday, September 27, 2012",,-,Medium,JPY Nomura/JMMA Manufacturing Purchasing Manager Index (SEP),47.7,-,23:15
1586,4.2%,JPY,"Thursday, September 27, 2012",4.3%,u,Medium,JPY Jobless Rate (AUG),4.3%,-,23:30
1587,0.83,JPY,"Thursday, September 27, 2012",0.83,-,Low,JPY Job-To-Applicant Ratio (AUG),0.83,-,23:30
1588,1.8%,JPY,"Thursday, September 27, 2012",1.1%,u,Medium,JPY Household Spending (YoY) (AUG),1.7%,-,23:30
1589,-0.4%,JPY,"Thursday, September 27, 2012",-0.5%,u,Medium,JPY National Consumer Price Index (YoY) (AUG),-0.4%,-,23:30
1590,-0.3%,JPY,"Thursday, September 27, 2012",-0.3%,-,Medium,JPY National Consumer Price Index Ex-Fresh Food (YoY) (AUG),-0.3%,-,23:30
1591,-0.5%,JPY,"Thursday, September 27, 2012",-0.5%,-,Medium,"JPY National Consumer Price Index Ex Food, Energy (YoY) (AUG)",-0.6%,-,23:30
1592,-0.7%,JPY,"Thursday, September 27, 2012",-0.6%,d,Low,JPY Tokyo Consumer Price Index (YoY) (SEP),-0.7%,-,23:30
1593,-0.4%,JPY,"Thursday, September 27, 2012",-0.3%,d,Low,JPY Tokyo Consumer Price Index Ex-Fresh Food (YoY) (SEP),-0.5%,-,23:30
1594,-1.1%,JPY,"Thursday, September 27, 2012",-0.9%,d,Low,"JPY Tokyo Consumer Price Index Ex Food, Energy (YoY) (SEP)",-0.9%,d,23:30
1595,1.8%,JPY,"Thursday, September 27, 2012",-0.3%,u,Medium,JPY Retail Trade (YoY) (AUG),-0.7%,u,23:50
1596,1.5%,JPY,"Thursday, September 27, 2012",-0.3%,u,Low,JPY Retail Trade s.a. (MoM) (AUG),-1.5%,-,23:50
1597,-0.9%,JPY,"Thursday, September 27, 2012",-1.7%,u,Medium,JPY Large Retailers' Sales (AUG),-4.4%,-,23:50
1598,-1.3%,JPY,"Thursday, September 27, 2012",-0.5%,d,Low,JPY Industrial Production (MoM) (AUG P),-1.0%,-,23:50
1599,-4.3%,JPY,"Thursday, September 27, 2012",-3.4%,d,Medium,JPY Industrial Production (YoY) (AUG P),-0.8%,-,23:50
1600,-2.9%,AUD,"Wednesday, September 26, 2012",,-,Low,AUD DEWR Internet Skilled Vacancies (MoM) (AUG),-3.1%,-,01:00
1601,85,EUR,"Wednesday, September 26, 2012",86,d,Low,EUR French Consumer Confidence Indicator (SEP),86,-,06:45
1602,-3.2%,EUR,"Wednesday, September 26, 2012",-0.8%,d,Low,EUR Italian Retail Sales (YoY) (JUL),-0.5%,d,08:00
1603,-0.2%,EUR,"Wednesday, September 26, 2012",0.0%,d,Low,EUR Italian Retail Sales s.a. (MoM) (JUL),0.4%,d,08:00
1604,6,GBP,"Wednesday, September 26, 2012",5,u,Low,GBP CBI Reported Sales (SEP),-3,d,10:00
1605,2.8%,USD,"Wednesday, September 26, 2012",,-,Low,USD MBA Mortgage Applications (SEP 21),-0.2%,-,11:00
1606,0.0%,EUR,"Wednesday, September 26, 2012",0.0%,-,Medium,EUR German Consumer Price Index (MoM) (SEP P),0.4%,-,12:00
1607,2.0%,EUR,"Wednesday, September 26, 2012",2.0%,-,High,EUR German Consumer Price Index (YoY) (SEP P),2.1%,-,12:00
1608,0.0%,EUR,"Wednesday, September 26, 2012",0.0%,-,Medium,EUR German Consumer Price Index - EU Harmonised (MoM) (SEP P),0.4%,-,12:00
1609,2.1%,EUR,"Wednesday, September 26, 2012",2.1%,-,High,EUR German Consumer Price Index - EU Harmonised (YoY) (SEP P),2.2%,-,12:00
1610,373K,USD,"Wednesday, September 26, 2012",380K,d,Medium,USD New Home Sales (AUG),374K,u,14:00
1611,-0.3%,USD,"Wednesday, September 26, 2012",2.2%,d,Low,USD New Home Sales (MoM) (AUG),3.6%,-,14:00
1612,-2446K,USD,"Wednesday, September 26, 2012",1900K,d,Low,USD DOE U.S. Crude Oil Inventories (SEP 21),8534K,-,14:30
1613,-83K,USD,"Wednesday, September 26, 2012",,-,Low,USD DOE Cushing OK Crude Inventory (SEP 21),-274K,-,14:30
1614,-482K,USD,"Wednesday, September 26, 2012",500K,d,Low,USD DOE U.S. Distillate Inventory (SEP 21),-322K,-,14:30
1615,-481K,USD,"Wednesday, September 26, 2012",500K,d,Low,USD DOE U.S. Gasoline Inventories (SEP 21),-1407K,-,14:30
1616,,USD,"Wednesday, September 26, 2012",,-,Low,USD Fed's Evans Speaks in Indiana,,-,17:15
1617,-61.7B,JPY,"Wednesday, September 26, 2012",,-,Low,JPY Japan Buying Foreign Bonds (¥) (SEP 21),64.3B,d,23:50
1618,-66.8B,JPY,"Wednesday, September 26, 2012",,-,Low,JPY Japan Buying Foreign Stocks (¥) (SEP 21),-289.4B,-,23:50
1619,-651.1B,JPY,"Wednesday, September 26, 2012",,-,Low,JPY Foreign Buying Japan Bonds (¥) (SEP 21),521.7B,-,23:50
1620,59.0B,JPY,"Wednesday, September 26, 2012",,-,Low,JPY Foreign Buying Japan Stocks (¥) (SEP 21),59.8B,d,23:50
1621,,GBP,"Tuesday, September 25, 2012",-0.6%,-,Medium,GBP Nationwide House Prices n.s.a. (YoY) (SEP),-0.7%,-,
1622,,GBP,"Tuesday, September 25, 2012",0.0%,-,Low,GBP Nationwide House Prices s.a. (MoM) (SEP),1.3%,-,
1623,240.4,CNY,"Tuesday, September 25, 2012",,-,Low,CNY Conference Board China August Leading Economic Index,236.4,-,02:00
1624,45.1,JPY,"Tuesday, September 25, 2012",,-,Low,JPY Small Business Confidence (SEP),44.8,-,05:00
1625,5.9,EUR,"Tuesday, September 25, 2012",5.9,-,Medium,EUR German GfK Consumer Confidence Survey (OCT),5.9,-,06:00
1626,1.03,CHF,"Tuesday, September 25, 2012",,-,Medium,CHF UBS Consumption Indicator (AUG),1.48,d,06:00
1627,90,EUR,"Tuesday, September 25, 2012",89,u,Low,EUR French Business Confidence Indicator (SEP),90,-,06:45
1628,-6,EUR,"Tuesday, September 25, 2012",,-,Low,EUR French Own-Company Production Outlook (SEP),-7,d,06:45
1629,-52,EUR,"Tuesday, September 25, 2012",-44,d,Low,EUR French Production Outlook Indicator (SEP),-44,-,06:45
1630,86.2,EUR,"Tuesday, September 25, 2012",86.0,u,Low,EUR Italian Consumer Confidence Ind. sa (SEP),86.1,u,08:00
1631,,EUR,"Tuesday, September 25, 2012",,-,Medium,EUR ECB President Draghi and German Chancellor Merkel Speak at German Industries Event,,-,08:00
1632,30533,GBP,"Tuesday, September 25, 2012",28100,u,Medium,GBP BBA Loans for House Purchase (AUG),28750,u,08:30
1633,0.1%,EUR,"Tuesday, September 25, 2012",,-,Low,EUR Italian Hourly Wages (MoM) (AUG),0.0%,-,09:00
1634,1.6%,EUR,"Tuesday, September 25, 2012",,-,Low,EUR Italian Hourly Wages (YoY) (AUG),1.5%,-,09:00
1635,,EUR,"Tuesday, September 25, 2012",,-,Medium,"EUR Italy to Sell 2014, 2016, 2021 Bonds",,-,09:00
1636,,GBP,"Tuesday, September 25, 2012",,-,Medium,GBP BoE's Paul Fisher Speaks in London,,-,09:30
1637,,EUR,"Tuesday, September 25, 2012",,-,Medium,EUR German Chancellor Merkel and ECB President Draghi Meet to Discuss Monetary Union,,-,11:30
1638,0.7%,CAD,"Tuesday, September 25, 2012",0.2%,u,Medium,CAD Retail Sales (MoM) (JUL),-0.3%,u,12:30
1639,0.4%,CAD,"Tuesday, September 25, 2012",0.3%,u,Low,CAD Retail Sales Less Autos (MoM) (JUL),-0.4%,-,12:30
1640,0.44%,USD,"Tuesday, September 25, 2012",0.75%,d,Low,USD S&P/CS 20 City s.a. (MoM) (JUL),0.91%,d,13:00
1641,1.20%,USD,"Tuesday, September 25, 2012",1.05%,u,Low,USD S&P/Case-Shiller Composite-20 (YoY) (JUL),0.59%,u,13:00
1642,144.6,USD,"Tuesday, September 25, 2012",143.7,u,Low,USD S&P/Case-Shiller Home Price Index (JUL),142.3,u,13:00
1643,70.3,USD,"Tuesday, September 25, 2012",63.1,u,High,USD Consumer Confidence (SEP),61.3,u,14:00
1644,4,USD,"Tuesday, September 25, 2012",-5,u,Low,USD Richmond Fed Manufacturing Index (SEP),-9,-,14:00
1645,0.2%,USD,"Tuesday, September 25, 2012",0.6%,u,Medium,USD House Price Index (MoM) (JUL),0.6%,d,14:00
1646,,USD,"Tuesday, September 25, 2012",,-,Low,USD Fed's Plosser Speaks on Economic Outlook in Philadelphia,,-,16:00
1647,-789M,NZD,"Tuesday, September 25, 2012",-630M,d,Medium,NZD Trade Balance (New Zealand dollars) (AUG),97M,u,22:45
1648,3.32B,NZD,"Tuesday, September 25, 2012",3.55B,d,Low,NZD Exports (New Zealand dollars) (AUG),4.05B,u,22:45
1649,4.10B,NZD,"Tuesday, September 25, 2012",4.10B,-,Low,NZD Imports (New Zealand dollars) (AUG),3.95B,d,22:45
1650,-866M,NZD,"Tuesday, September 25, 2012",-760M,d,Medium,NZD Balance (YTD) (New Zealand dollars) (AUG),-786M,u,22:45
1651,,JPY,"Monday, September 24, 2012",,-,Medium,JPY BOJ Deputy Governor Yamaguchi Speaks at Event in Tokyo,,-,
1652,-1.3%,JPY,"Monday, September 24, 2012",,-,Low,JPY Supermarket Sales (YoY) (AUG),-4.9%,-,05:00
1653,101.4,EUR,"Monday, September 24, 2012",102.5,d,Medium,EUR German IFO - Business Climate (SEP),102.3,-,08:00
1654,110.3,EUR,"Monday, September 24, 2012",111,d,Medium,EUR German IFO - Current Assessment (SEP),111.1,d,08:00
1655,93.2,EUR,"Monday, September 24, 2012",95,d,Medium,EUR German IFO - Expectations (SEP),94.2,-,08:00
1656,-0.87,USD,"Monday, September 24, 2012",,-,Low,USD Chicago Fed Nat Activity Index (AUG),-0.12,u,12:30
1657,-0.9,USD,"Monday, September 24, 2012",-2.7,u,Low,USD Dallas Fed Manufacturing Activity (SEP),-1.6,-,14:30
1658,,USD,"Monday, September 24, 2012",,-,Low,USD Fed's Williams Speaks at the City Club of San Francisco,,-,19:30
1659,-0.3%,JPY,"Monday, September 24, 2012",-0.3%,-,Low,JPY Corporate Service Price (YoY) (AUG),-0.3%,d,23:50
1660,,JPY,"Sunday, September 23, 2012",,-,High,JPY BOJ Minutes of Aug. 8-9 Meeting to Be Released,,-,23:50
1661,52.4,Westpac,"Thursday, September 20, 2012",,-,Low,Westpac ACCI Survey of Industrial Trends (3Q) (AUG),48.3,-,01:00
1662,351,AUD,"Thursday, September 20, 2012",,-,Low,AUD RBA Foreign Exchange Transaction (Australian dollar) (AUG),528,-,01:30
1663,47.8,CNY,"Thursday, September 20, 2012",,-,Medium,CNY HSBC Flash Manufacturing PMI (SEP),47.6,-,02:30
1664,-0.6%,JPY,"Thursday, September 20, 2012",-0.5%,d,Medium,JPY All Industry Activity Index (MoM) (JUL),0.3%,u,04:30
1665,,JPY,"Thursday, September 20, 2012",,-,High,JPY Bank of Japan Monthly Economic Report,,-,05:00
1666,-1.0%,JPY,"Thursday, September 20, 2012",,-,Low,JPY Nationwide Department Store Sales (YoY) (AUG),-3.3%,-,05:30
1667,0.2%,JPY,"Thursday, September 20, 2012",,-,Low,JPY Tokyo Department Store Sales (YoY) (AUG),-1.0%,-,05:30
1668,0.5%,EUR,"Thursday, September 20, 2012",0.4%,-,Medium,EUR German Producer Prices (MoM) (AUG),0.0%,-,06:00
1669,1.6%,EUR,"Thursday, September 20, 2012",1.5%,-,High,EUR German Producer Prices (YoY) (AUG),0.9%,-,06:00
1670,-2.7%,JPY,"Thursday, September 20, 2012",,-,Medium,JPY Machine Tool Orders (YoY) (AUG F),-2.6%,-,06:00
1671,1.73B,CHF,"Thursday, September 20, 2012",,-,Medium,CHF Trade Balance (Swiss franc) (AUG),2.88B,d,06:00
1672,0.9%,CHF,"Thursday, September 20, 2012",,-,Low,CHF Exports (MoM) (AUG),-0.7%,d,06:00
1673,2.4%,CHF,"Thursday, September 20, 2012",,-,Low,CHF Imports (MoM) (AUG),-0.7%,u,06:00
1674,,JPY,"Thursday, September 20, 2012",,-,Medium,JPY BOJ Governor Shirakawa Speaks at Event in Tokyo,,-,06:35
1675,-1.3%,JPY,"Thursday, September 20, 2012",,-,Low,JPY Convenience Store Sales (YoY) (AUG),-3.3%,-,07:00
1676,42.6,EUR,"Thursday, September 20, 2012",46.4,d,Low,EUR French Purchasing Manager Index Manufacturing (SEP P),46,-,07:00
1677,46.1,EUR,"Thursday, September 20, 2012",49.5,d,Low,EUR French Purchasing Manager Index Services (SEP P),49.2,-,07:00
1678,47.3,EUR,"Thursday, September 20, 2012",45.2,u,Medium,EUR German Purchasing Manager Index Manufacturing (SEP A),44.7,-,07:30
1679,50.6,EUR,"Thursday, September 20, 2012",48.5,u,Medium,EUR German Purchasing Manager Index Services (SEP A),48.3,-,07:30
1680,-4.9%,EUR,"Thursday, September 20, 2012",,-,Low,EUR Italian Industrial Orders n.s.a. (YoY) (JUL),-9.4%,-,08:00
1681,2.9%,EUR,"Thursday, September 20, 2012",-0.3%,u,Low,EUR Italian Industrial Orders s.a. (MoM) (JUL),1.7%,-,08:00
1682,-5.3%,EUR,"Thursday, September 20, 2012",,-,Low,EUR Italian Industrial Sales n.s.a. (YoY) (JUL),-2.7%,-,08:00
1683,1.2%,EUR,"Thursday, September 20, 2012",,-,Low,EUR Italian Industrial Sales s.a. (MoM) (JUL),-0.5%,-,08:00
1684,45.9,EUR,"Thursday, September 20, 2012",46.6,d,Medium,EUR Euro-Zone Purchasing Manager Index Composite (SEP A),46.3,-,08:00
1685,46.0,EUR,"Thursday, September 20, 2012",45.5,u,Medium,EUR Euro-Zone Purchasing Manager Index Manufacturing (SEP A),45.1,-,08:00
1686,46.0,EUR,"Thursday, September 20, 2012",47.5,d,Medium,EUR Euro-Zone Purchasing Manager Index Services (SEP A),47.2,-,08:00
1687,,EUR,"Thursday, September 20, 2012",,-,Medium,EUR Spain to sell 2015 and 2022 Bonds,,-,08:30
1688,,EUR,"Thursday, September 20, 2012",,-,Medium,EUR Spain to Sell 2015 and 2022 Bonds,,-,08:30
1689,-0.3%,GBP,"Thursday, September 20, 2012",-0.3%,-,Low,GBP Retail Sales (MoM) (AUG),0.0%,-,08:30
1690,3.1%,GBP,"Thursday, September 20, 2012",3.2%,d,Medium,GBP Retail Sales (YoY) (AUG),3.3%,-,08:30
1691,-0.2%,GBP,"Thursday, September 20, 2012",-0.3%,u,Low,GBP Retail Sales w/Auto Fuel (MoM) (AUG),0.3%,-,08:30
1692,2.7%,GBP,"Thursday, September 20, 2012",2.9%,d,Medium,GBP Retail Sales w/Auto Fuel (YoY) (AUG),2.3%,d,08:30
1693,-8,GBP,"Thursday, September 20, 2012",-15,-,Low,GBP CBI Trends Total Orders (SEP),-21,-,10:00
1694,3,GBP,"Thursday, September 20, 2012",3,-,Low,GBP CBI Trends Selling Prices (SEP),1,-,10:00
1695,,USD,"Thursday, September 20, 2012",,-,Low,USD Fed's Rosengren Speaks on Economy in Massachusetts,,-,11:44
1696,382K,USD,"Thursday, September 20, 2012",375K,d,Medium,USD Initial Jobless Claims (SEP 15),385K,d,12:30
1697,3272K,USD,"Thursday, September 20, 2012",3300K,u,Low,USD Continuing Claims (SEP 8),3304K,d,12:30
1698,51.5,USD,"Thursday, September 20, 2012",51.5,-,Medium,USD Markit US PMI Preliminary (SEP),,-,12:58
1699,,USD,"Thursday, September 20, 2012",,-,Low,USD Fed's Lockhart to Speak at Kansas City Fed Conference,,-,13:30
1700,-25.9,EUR,"Thursday, September 20, 2012",-24.0,d,Medium,EUR Euro-Zone Consumer Confidence (SEP A),-24.6,-,14:00
1701,-1.9,USD,"Thursday, September 20, 2012",-4.5,u,Medium,USD Philadelphia Fed. (SEP),-7.1,-,14:00
1702,-0.1%,USD,"Thursday, September 20, 2012",-0.1%,-,Medium,USD Leading Indicators (AUG),0.5%,u,14:00
1703,67,USD,"Thursday, September 20, 2012",65,u,Low,USD EIA Natural Gas Storage Change (SEP 14),27,-,14:30
1704,,USD,"Thursday, September 20, 2012",,-,Medium,USD Federal Reserve Flow of Funds Report,,-,16:00
1705,,USD,"Thursday, September 20, 2012",,-,Low,USD Fed's Kocherlakota Speaks to Business Leaders in Michigan,,-,17:30
1706,,USD,"Thursday, September 20, 2012",,-,Low,USD Fed's Pianalto Speaks in Ohio,,-,21:00
1707,,USD,"Thursday, September 20, 2012",,-,Low,USD Fed's Bullard to Give Economics Lecture at Notre Dame,,-,22:30
1708,-340,NZD,"Thursday, September 20, 2012",,-,Low,NZD Net Migration s.a. (AUG),-640,u,22:45
1709,64.4B,JPY,"Thursday, September 20, 2012",,-,Low,JPY Japan Buying Foreign Bonds (¥) (SEP 14),787.0B,d,23:50
1710,-289.4B,JPY,"Thursday, September 20, 2012",,-,Low,JPY Japan Buying Foreign Stocks (¥) (SEP 14),-76.9B,-,23:50
1711,521.7B,JPY,"Thursday, September 20, 2012",,-,Low,JPY Foreign Buying Japan Bonds (¥) (SEP 14),265.6B,u,23:50
1712,60.4B,JPY,"Thursday, September 20, 2012",,-,Low,JPY Foreign Buying Japan Stocks (¥) (SEP 14),65.9B,-,23:50
1713,,JPY,"Wednesday, September 19, 2012",,-,High,JPY Bank of Japan's Monetary Policy Meeting,,-,
1714,+0.4%,AUD,"Wednesday, September 19, 2012",,-,Low,AUD Westpac Leading Index (MoM) (JUL),0.5%,-,00:30
1715,-1.4%,CNY,"Wednesday, September 19, 2012",-5.8%,u,Medium,CNY Actual FDI (YoY) (AUG),-8.7%,-,01:53
1716,0.10%,JPY,"Wednesday, September 19, 2012",0.10%,-,High,JPY Bank of Japan Rate Decision (SEP 19),0.10%,-,03:44
1717,93.0,JPY,"Wednesday, September 19, 2012",,-,Medium,JPY Leading Index (JUL F),91.8,-,05:00
1718,93.8,JPY,"Wednesday, September 19, 2012",,-,Low,JPY Coincident Index (JUL F),92.8,-,05:00
1719,,GBP,"Wednesday, September 19, 2012",,-,High,GBP Bank of England Minutes,,-,08:30
1720,-0.3%,EUR,"Wednesday, September 19, 2012",,-,Low,EUR Euro-Zone Construction Output s.a. (MoM) (JUL),-0.6%,d,09:00
1721,-4.7%,EUR,"Wednesday, September 19, 2012",,-,Low,EUR Euro-Zone Construction Output w.d.a. (YoY) (JUL),-2.8%,-,09:00
1722,-34.9,CHF,"Wednesday, September 19, 2012",,-,Medium,CHF ZEW Survey (Expectations) (SEP),-33.3,-,09:00
1723,-0.2%,USD,"Wednesday, September 19, 2012",,-,Low,USD MBA Mortgage Applications (SEP 14),11.1%,-,11:00
1724,750K,USD,"Wednesday, September 19, 2012",767K,d,Medium,USD Housing Starts (AUG),733K,d,12:30
1725,2.3%,USD,"Wednesday, September 19, 2012",2.8%,d,Low,USD Housing Starts (MoM) (AUG),-2.8%,d,12:30
1726,803K,USD,"Wednesday, September 19, 2012",795K,u,Medium,USD Building Permits (AUG),811K,d,12:30
1727,-1.0%,USD,"Wednesday, September 19, 2012",-1.9%,u,Low,USD Building Permits (MoM) (AUG),6.7%,d,12:30
1728,,USD,"Wednesday, September 19, 2012",,-,Low,USD Fed's George to Give Opening Remarks at Jobs Conference,,-,13:45
1729,4.82M,USD,"Wednesday, September 19, 2012",4.56M,u,Medium,USD Existing Home Sales (AUG),4.47M,-,14:00
1730,7.8%,USD,"Wednesday, September 19, 2012",2.0%,-,Low,USD Existing Home Sales (MoM) (AUG),2.3%,-,14:00
1731,8534K,USD,"Wednesday, September 19, 2012",1000K,u,Low,USD DOE U.S. Crude Oil Inventories (SEP 14),1994K,-,14:30
1732,-274K,USD,"Wednesday, September 19, 2012",,-,Low,USD DOE Cushing OK Crude Inventory (SEP 14),-828K,-,14:30
