,actual,country,date,forecast,forecast_error,impact,new,previous,previous_error,time
211,0.0%,CHF,"Thursday, December 13, 2012",-0.3%,-,Medium,CHF Producer & Import Prices (MoM) (NOV),-0.1%,-,08:15
212,1.2%,CHF,"Thursday, December 13, 2012",1.0%,-,Medium,CHF Producer & Import Prices (YoY) (NOV),0.4%,-,08:15
213,0.00%,CHF,"Thursday, December 13, 2012",0.00%,-,High,CHF Swiss National Bank Rate Decision (DEC 13),0.00%,-,08:30
214,,EUR,"Thursday, December 13, 2012",,-,High,"EUR Euro-Zone Finance Ministers Meet on Greece, Cyprus",,-,09:00
215,,EUR,"Thursday, December 13, 2012",,-,High,EUR ECB Publishes Monthly Report (DEC),,-,09:00
216,,EUR,"Thursday, December 13, 2012",,-,Medium,"EUR Spain Sells 2015, 2017, and 2040 Bonds",,-,09:30
217,,EUR,"Thursday, December 13, 2012",,-,Medium,EUR Italy Sells 2015 and 2026 Bonds,,-,10:00
218,2.4%,CAD,"Thursday, December 13, 2012",2.3%,u,Medium,CAD New Housing Price Index (YoY) (OCT),2.4%,-,13:30
219,0.2%,CAD,"Thursday, December 13, 2012",0.2%,-,Low,CAD New Housing Price Index (MoM) (OCT),0.2%,-,13:30
220,80.9%,CAD,"Thursday, December 13, 2012",80.5%,u,Low,CAD Capacity Utilization Rate (3Q),80.9%,d,13:30
221,-0.8%,USD,"Thursday, December 13, 2012",-0.5%,d,Low,USD Producer Price Index (MoM) (NOV),-0.2%,-,13:30
222,0.1%,USD,"Thursday, December 13, 2012",0.1%,-,Low,USD Producer Price Index Ex Food & Energy (MoM) (NOV),-0.2%,-,13:30
223,1.5%,USD,"Thursday, December 13, 2012",1.8%,d,Medium,USD Producer Price Index (YoY) (NOV),2.3%,-,13:30
224,2.2%,USD,"Thursday, December 13, 2012",2.2%,-,Medium,USD Producer Price Index Ex Food & Energy (YoY) (NOV),2.1%,-,13:30
225,0.3%,USD,"Thursday, December 13, 2012",0.5%,d,High,USD Advance Retail Sales (NOV),-0.3%,-,13:30
226,0.0%,USD,"Thursday, December 13, 2012",0.0%,-,Medium,USD Retail Sales Less Autos (NOV),0.0%,-,13:30
227,0.7%,USD,"Thursday, December 13, 2012",0.4%,u,Low,USD Retail Sales Ex Auto & Gas (NOV),-0.1%,u,13:30
228,343K,USD,"Thursday, December 13, 2012",369K,u,Medium,USD Initial Jobless Claims (DEC 8),372K,d,13:30
229,3198K,USD,"Thursday, December 13, 2012",3210K,u,Low,USD Continuing Claims (DEC 1),3221K,u,13:30
230,0.5%,USD,"Thursday, December 13, 2012",0.3%,u,Low,"USD Retail Sales ""Control Group"" (NOV)",0.0%,u,13:30
231,0.4%,USD,"Thursday, December 13, 2012",0.4%,-,Medium,USD Business Inventories (OCT),0.7%,-,15:00
232,2,USD,"Thursday, December 13, 2012",-3,u,Low,USD EIA Natural Gas Storage Change (DEC 7),-73,-,15:30
233,-12,JPY,"Thursday, December 13, 2012",-10,d,Medium,JPY Tankan Large Manufacturers Index (4Q),-3,-,23:50
234,4,JPY,"Thursday, December 13, 2012",5,d,Medium,JPY Tankan Non-Manufacturing Index (4Q),8,-,23:50
235,-10,JPY,"Thursday, December 13, 2012",-9,d,High,JPY Tankan Large Manufacturers Outlook (4Q),-3,-,23:50
236,6.8%,JPY,"Thursday, December 13, 2012",5.4%,u,Medium,JPY Tankan Large All Industry Capex (4Q),6.4%,-,23:50
237,3,JPY,"Thursday, December 13, 2012",5,d,Medium,JPY Tankan Non-Manufacturing Outlook (4Q),5,-,23:50
238,$A22.5B,AUD,"Wednesday, December 12, 2012",,-,Low,AUD RBA Credit Card Purchases (OCT),$A19.5B,-,00:30
239,$A49.0B,AUD,"Wednesday, December 12, 2012",,-,Low,AUD RBA Credit Card Balances (OCT),$A49.1B,-,00:30
240,-0.1%,EUR,"Wednesday, December 12, 2012",-0.1%,-,Medium,EUR German Consumer Price Index (MoM) (NOV F),-0.1%,-,07:00
241,1.9%,EUR,"Wednesday, December 12, 2012",1.9%,-,High,EUR German Consumer Price Index (YoY) (NOV F),1.9%,-,07:00
242,-0.2%,EUR,"Wednesday, December 12, 2012",-0.1%,d,Medium,EUR German Consumer Price Index - EU Harmonised (MoM) (NOV F),-0.1%,-,07:00
243,1.9%,EUR,"Wednesday, December 12, 2012",2.0%,d,High,EUR German Consumer Price Index - EU Harmonised (YoY) (NOV F),2.0%,-,07:00
244,4.8%,GBP,"Wednesday, December 12, 2012",4.8%,-,Medium,GBP Claimant Count Rate (NOV),4.8%,-,09:30
245,-3.0K,GBP,"Wednesday, December 12, 2012",7.0K,u,High,GBP Jobless Claims Change (NOV),6.0K,u,09:30
246,1.8%,GBP,"Wednesday, December 12, 2012",1.9%,d,Medium,GBP Average Weekly Earnings (3M/YoY) (OCT),1.8%,-,09:30
247,1.7%,GBP,"Wednesday, December 12, 2012",1.9%,d,Low,GBP Weekly Earnings ex Bonus (3M/YoY) (OCT),1.9%,-,09:30
248,7.8%,GBP,"Wednesday, December 12, 2012",7.8%,-,Medium,GBP ILO Unemployment Rate (3M) (OCT),7.8%,-,09:30
249,40K,GBP,"Wednesday, December 12, 2012",45K,d,Medium,GBP Employment Change (3M/3M) (OCT),100K,-,09:30
250,-15.5,CHF,"Wednesday, December 12, 2012",,-,Medium,CHF ZEW Survey (Expectations) (DEC),-27.9,-,10:00
251,-1.4%,EUR,"Wednesday, December 12, 2012",0.0%,d,Low,EUR Euro-zone Industrial Production s.a. (MoM) (OCT),-2.3%,u,10:00
252,-3.6%,EUR,"Wednesday, December 12, 2012",-2.4%,d,Medium,EUR Euro-zone Industrial Production w.d.a. (YoY) (OCT),-2.8%,d,10:00
253,6.2%,USD,"Wednesday, December 12, 2012",,-,Low,USD MBA Mortgage Applications (DEC 7),4.50%,-,12:00
254,-0.9%,USD,"Wednesday, December 12, 2012",-0.5%,d,Low,USD Import Price Index (MoM) (NOV),0.3%,d,13:30
255,-1.6%,USD,"Wednesday, December 12, 2012",-1.0%,d,Low,USD Import Price Index (YoY) (NOV),0.0%,d,13:30
256,843K,USD,"Wednesday, December 12, 2012",-2500K,u,Low,USD DOE U.S. Crude Oil Inventories (DEC 7),-2357K,-,15:30
257,1187K,USD,"Wednesday, December 12, 2012",,-,Low,USD DOE Cushing OK Crude Inventory (DEC 7),-226K,-,15:30
258,5000K,USD,"Wednesday, December 12, 2012",2000K,u,Low,USD DOE U.S. Gasoline Inventories (DEC 7),7860K,-,15:30
259,2986K,USD,"Wednesday, December 12, 2012",1500K,u,Low,USD DOE U.S. Distillate Inventory (DEC 7),3027K,-,15:30
260,0.25%,USD,"Wednesday, December 12, 2012",0.25%,-,High,USD Federal Open Market Committee Rate Decision (DEC 12),0.25%,-,17:30
261,-$172.1B,USD,"Wednesday, December 12, 2012",-$171.0B,d,Medium,USD Monthly Budget Statement (NOV),-$137.3B,-,19:00
262,,USD,"Wednesday, December 12, 2012",,-,High,USD FOMC to Release Projections of Economy and Fed Funds Rate,,-,19:00
263,,USD,"Wednesday, December 12, 2012",,-,High,USD Fed's Bernanke Holds Press Conference,,-,19:15
264,-0.8%,NZD,"Wednesday, December 12, 2012",,-,Low,NZD ANZ NZ Job Ads (MoM) (NOV),-0.9%,d,21:00
265,48.8,NZD,"Wednesday, December 12, 2012",,-,Medium,NZD Business NZ Performance of Manufacturing Index (NOV),50.3,d,21:30
266,-0.8%,NZD,"Wednesday, December 12, 2012",,-,Low,NZD Food Prices (MoM) (NOV),-0.6%,-,21:45
267,¥-591.7B,JPY,"Wednesday, December 12, 2012",,-,Low,JPY Japan Buying Foreign Bonds (Yen) (DEC 7),¥494.2B,-,23:50
268,¥-62.7B,JPY,"Wednesday, December 12, 2012",,-,Low,JPY Japan Buying Foreign Stocks (Yen) (DEC 7),¥-15.7B,-,23:50
269,¥-31.1B,JPY,"Wednesday, December 12, 2012",,-,Low,JPY Foreign Buying Japan Bonds (Yen) (DEC 7),¥350.2B,-,23:50
270,¥116.5B,JPY,"Wednesday, December 12, 2012",,-,Low,JPY Foreign Buying Japan Stocks (Yen) (DEC 7),¥184.3B,-,23:50
271,11,JPY,"Tuesday, December 11, 2012",,-,Low,JPY Japan Manpower Survey (1Q),11,u,00:00
272,-9.0%,GBP,"Tuesday, December 11, 2012",-5.0%,d,Medium,GBP RICS House Price Balance (NOV),-7.0%,-,00:01
273,14%,CNY,"Tuesday, December 11, 2012",,-,Low,CNY China Manpower Survey (1Q),16.0%,-,00:01
274,-5,AUD,"Tuesday, December 11, 2012",,-,Low,AUD NAB Business Conditions (NOV),-5,-,00:30
275,-9,AUD,"Tuesday, December 11, 2012",,-,Medium,AUD NAB Business Confidence (NOV),-1,-,00:30
276,522.9B,CNY,"Tuesday, December 11, 2012",550.0B,d,High,CNY New Yuan Loans (NOV),505.2B,-,02:00
277,-0.7%,EUR,"Tuesday, December 11, 2012",,-,Low,EUR German Wholesale Price Index (MoM) (NOV),-0.6%,-,07:00
278,3.2%,EUR,"Tuesday, December 11, 2012",,-,Low,EUR German Wholesale Price Index (YoY) (NOV),4.6%,-,07:00
279,10.7%,CNY,"Tuesday, December 11, 2012",10.4%,-,Low,CNY Money Supply - M0 (YoY) (NOV),10.5%,-,08:00
280,5.5%,CNY,"Tuesday, December 11, 2012",6.2%,-,Low,CNY Money Supply - M1 (YoY) (NOV),6.1%,-,08:00
281,13.9%,CNY,"Tuesday, December 11, 2012",14.1%,-,Low,CNY Money Supply - M2 (YoY) (NOV),14.1%,-,08:00
282,,EUR,"Tuesday, December 11, 2012",,-,Low,EUR Spain to Sell 553-Day and 364-Day Bills,,-,09:30
283,,EUR,"Tuesday, December 11, 2012",,-,Low,EUR Greece to Sell 182-Day and 28-Day Bills,,-,10:00
284,5.7,EUR,"Tuesday, December 11, 2012",6,d,Medium,EUR German ZEW Survey (Current Situation) (DEC),5.4,-,10:00
285,6.9,EUR,"Tuesday, December 11, 2012",-11.5,u,High,EUR German ZEW Survey (Economic Sentiment) (DEC),-15.7,-,10:00
286,7.6,EUR,"Tuesday, December 11, 2012",,-,Medium,EUR Euro-zone ZEW Survey (Economic Sentiment) (DEC),-2.6,-,10:00
287,,EUR,"Tuesday, December 11, 2012",,-,High,EUR Greece's Buyback of Bonds Ends,,-,12:00
288,87.5,USD,"Tuesday, December 11, 2012",92.5,d,Low,USD NFIB Small Business Optimism (NOV),93.1,-,12:30
289,-$42.2B,USD,"Tuesday, December 11, 2012",-$42.7B,u,Medium,USD Trade Balance (OCT),-$40.3B,u,13:30
290,-C$0.17B,CAD,"Tuesday, December 11, 2012",-C$1.20B,u,Low,CAD International Merchandise Trade (OCT),-C$1.01B,d,13:30
291,0.6%,USD,"Tuesday, December 11, 2012",0.4%,u,Low,USD Wholesale Inventories (OCT),1.1%,-,15:00
292,45.1,USD,"Tuesday, December 11, 2012",50.0,d,Low,USD IBD/TIPP Economic Optimism (DEC),48.6,-,15:00
293,3675,USD,"Tuesday, December 11, 2012",3600,u,Low,USD JOLTs Job Openings (OCT),3547,d,15:00
294,100.0,USD,"Tuesday, December 11, 2012",,-,Low,USD Westpac Consumer Confidence Index (DEC),104.3,-,23:30
295,-4.1%,AUD,"Tuesday, December 11, 2012",,-,Medium,AUD Westpac Consumer Confidence (DEC),5.2%,-,23:30
296,2.6%,JPY,"Tuesday, December 11, 2012",3.0%,d,Low,JPY Machine Orders (MoM) (OCT),-4.3%,-,23:50
297,1.2%,JPY,"Tuesday, December 11, 2012",-5.0%,u,Medium,JPY Machine Orders (YoY) (OCT),-7.8%,-,23:50
298,-0.1%,JPY,"Tuesday, December 11, 2012",-0.4%,u,Medium,JPY Tertiary Industry Index (MoM) (OCT),0.2%,d,23:50
299,-0.9%,JPY,"Tuesday, December 11, 2012",-0.9%,-,Low,JPY Domestic Corporate Goods Price Index (YoY) (NOV),-1.0%,-,23:50
300,0.0%,JPY,"Tuesday, December 11, 2012",0.0%,-,Low,JPY Domestic Corporate Goods Price Index (MoM) (NOV),-0.3%,-,23:50
301,-42,GBP,"Monday, December 10, 2012",,-,Low,GBP Lloyds Employment Confidence (NOV),-35,-,00:01
302,0.1%,AUD,"Monday, December 10, 2012",3.0%,d,Medium,AUD Home Loans (OCT),1.1%,u,00:30
303,5.5%,AUD,"Monday, December 10, 2012",,-,Low,AUD Investment Lending (OCT),8.8%,u,00:30
304,-0.2,AUD,"Monday, December 10, 2012",,-,Low,AUD Value of Loans (MoM) (OCT),1.4%,d,00:30
305,$19.63B,CNY,"Monday, December 10, 2012",$26.85B,d,Medium,CNY Trade Balance (USD) (NOV),$31.99B,u,02:13
306,2.9%,CNY,"Monday, December 10, 2012",9.0%,d,Low,CNY Exports (YoY) (NOV),11.6%,-,02:13
307,0.0%,CNY,"Monday, December 10, 2012",2.0%,d,Low,CNY Imports (YoY) (NOV),2.4%,-,02:13
308,-12.0%,JPY,"Monday, December 10, 2012",,-,Medium,JPY Bankruptcies (YoY) (NOV),6.0%,-,04:30
309,39.4,JPY,"Monday, December 10, 2012",,-,Medium,JPY Consumer Confidence (NOV),39.7,-,05:00
310,40.0,JPY,"Monday, December 10, 2012",,-,Medium,JPY Eco Watchers Survey: Current (NOV),39,-,06:00
311,41.9,JPY,"Monday, December 10, 2012",,-,Medium,JPY Eco Watchers Survey: Outlook (NOV),41.7,-,06:00
312,0.3%,EUR,"Monday, December 10, 2012",-0.3%,u,Low,EUR German Exports s.a. (MoM) (OCT),-2.4%,u,07:00
313,2.5%,EUR,"Monday, December 10, 2012",0.4%,-,Low,EUR German Imports s.a. (MoM) (OCT),-1.4%,u,07:00
314,15.8B,EUR,"Monday, December 10, 2012",15.5B,u,Medium,EUR German Trade Balance (euros) (OCT),16.9B,-,07:00
315,13.6B,EUR,"Monday, December 10, 2012",13.5B,-,Low,EUR German Current Account (euros) (OCT),17.3B,u,07:00
316,-16.8,EUR,"Monday, December 10, 2012",-16.9,u,Medium,EUR Euro-zone Sentix Investor Confidence (DEC),-18.8,-,09:30
317,-0.2%,EUR,"Monday, December 10, 2012",-0.2%,-,Low,EUR Italian Gross Domestic Product s.a. and w.d.a. (QoQ) (3Q F),-0.2%,-,10:00
318,-2.4%,EUR,"Monday, December 10, 2012",-2.4%,-,Medium,EUR Italian Gross Domestic Product s.a. and w.d.a. (YoY) (3Q F),-2.4%,-,10:00
319,196.1K,CAD,"Monday, December 10, 2012",202.0K,d,Medium,CAD Housing Starts (NOV),204.1K,-,13:15
320,1.4%,NZD,"Monday, December 10, 2012",,-,Low,NZD REINZ Housing Price Index (MoM) (NOV),1.5%,-,17:00
321,3544.4,NZD,"Monday, December 10, 2012",,-,Low,NZD REINZ Housing Price Index (NOV),3495.1,-,17:00
322,24.1%,NZD,"Monday, December 10, 2012",,-,Medium,NZD REINZ House Sales (YoY) (NOV),32.6%,-,17:00
323,15%,NZD,"Monday, December 10, 2012",,-,Low,NZD New Zealand Manpower Survey (1Q),19%,-,21:00
324,7%,AUD,"Monday, December 10, 2012",,-,Low,AUD Australia Manpower Survey (1Q),9%,-,21:00
325,0.5%,NZD,"Monday, December 10, 2012",0.5%,-,Medium,NZD NZ Card Spending - Retail (MoM) (NOV),0.4%,-,21:45
326,0.7%,NZD,"Monday, December 10, 2012",,-,Medium,NZD NZ Card Spending (MoM) (NOV),0.5%,u,21:45
327,5.7%,NZD,"Monday, December 10, 2012",,-,Low,NZD QV House Prices (YoY) (NOV),5.7%,-,23:00
328,,EUR,"Monday, December 10, 2012",,-,Low,EUR Germany First Quarter Manpower Employment Outlook (Table) (1Q),,-,23:01
329,2.1%,JPY,"Monday, December 10, 2012",2.3%,d,Low,JPY Japan Money Stock M2+CD (YoY) (NOV),2.3%,-,23:50
330,1.9%,JPY,"Monday, December 10, 2012",1.9%,-,Low,JPY Japan Money Stock M3 (YoY) (NOV),2.0%,u,23:50
331,2.0%,CNY,"Sunday, December 9, 2012",2.1%,d,High,CNY Consumer Price Index (YoY) (NOV),1.7%,-,01:30
332,-2.2%,CNY,"Sunday, December 9, 2012",-2.0%,d,Medium,CNY Producer Price Index (YoY) (NOV),-2.8%,-,01:30
333,10.1%,CNY,"Sunday, December 9, 2012",9.8%,u,Medium,CNY Industrial Production (YoY) (NOV),9.6%,-,05:30
334,10.0%,CNY,"Sunday, December 9, 2012",10.0%,-,Medium,CNY Industrial Production YTD (YoY) (NOV),10.0%,-,05:30
335,20.7%,CNY,"Sunday, December 9, 2012",20.9%,d,Medium,CNY Fixed Assets Inv Excl. Rural YTD (YoY) (NOV),20.7%,-,05:30
336,14.9%,CNY,"Sunday, December 9, 2012",14.6%,u,Medium,CNY Retail Sales (YoY) (NOV),14.5%,-,05:30
337,14.2%,CNY,"Sunday, December 9, 2012",14.1%,u,Medium,CNY Retail Sales YTD (YoY) (NOV),14.1%,-,05:30
338,1.6%,NZD,"Sunday, December 9, 2012",,-,Medium,NZD Manufacturing Activity (3Q),-0.8%,u,21:45
339,-5.5,JPY,"Sunday, December 9, 2012",,-,Medium,JPY BSI Large All Industry (QoQ) (4Q),2.2,-,23:50
340,-10.3,JPY,"Sunday, December 9, 2012",,-,Medium,JPY BSI Large Manufacturing (QoQ) (4Q),2.5,-,23:50
341,-0.9%,JPY,"Sunday, December 9, 2012",-0.8%,d,High,JPY Gross Domestic Product (QoQ) (3Q F),-0.9%,-,23:50
342,-3.5%,JPY,"Sunday, December 9, 2012",-3.3%,d,High,JPY Gross Domestic Product (Annualized) (3Q F),-3.5%,-,23:50
343,-0.9%,JPY,"Sunday, December 9, 2012",-0.9%,-,High,JPY Nominal Gross Domestic Product (QoQ) (3Q F),-0.9%,-,23:50
344,¥376.9B,JPY,"Sunday, December 9, 2012",¥230.9B,u,Low,JPY Current Account Total (Yen) (OCT),¥503.6B,-,23:50
345,-0.8%,JPY,"Sunday, December 9, 2012",-0.7%,d,Low,JPY Gross Domestic Product Deflator (YoY) (3Q F),-0.7%,-,23:50
346,¥414.1B,JPY,"Sunday, December 9, 2012",¥247.0B,u,Low,JPY Adjusted Current Account Total (Yen) (OCT),-¥142.0B,-,23:50
347,-¥450.3B,JPY,"Sunday, December 9, 2012",-¥450.0B,d,Medium,JPY Trade Balance - BOP Basis (Yen) (OCT),-¥471.3B,-,23:50
348,-29.4%,JPY,"Sunday, December 9, 2012",-59.0%,u,Low,JPY Current Account Balance (YoY) (OCT),-68.7%,-,23:50
349,1.3%,JPY,"Sunday, December 9, 2012",,-,Low,JPY Bank Lending Banks ex-Trust (NOV),1.1%,-,23:50
350,1.0%,JPY,"Sunday, December 9, 2012",,-,Low,JPY Bank Lending incl Trusts (YoY) (NOV),0.8%,d,23:50
351,13.9K,AUD,"Thursday, December 6, 2012",0.0K,u,High,AUD Employment Change (NOV),10.2K,d,00:30
352,5.2%,AUD,"Thursday, December 6, 2012",5.5%,u,High,AUD Unemployment Rate (NOV),5.4%,-,00:30
353,-4.2K,AUD,"Thursday, December 6, 2012",,-,Medium,AUD Full Time Employment Change (NOV),17.6K,d,00:30
354,18.1K,AUD,"Thursday, December 6, 2012",,-,Low,AUD Part Time Employment Change (NOV),-7.4K,u,00:30
355,65.1%,AUD,"Thursday, December 6, 2012",65.1%,-,Low,AUD Participation Rate (NOV),65.2%,u,00:30
356,8.76,JPY,"Thursday, December 6, 2012",,-,Low,JPY Tokyo Average Office Vacancies (%) (NOV),8.74,-,02:00
357,3.1%,CHF,"Thursday, December 6, 2012",3.1%,-,Medium,CHF Unemployment Rate (NOV),2.9%,-,06:45
358,3.0%,CHF,"Thursday, December 6, 2012",3.0%,-,Medium,CHF Unemployment Rate s.a. (NOV),3.0%,-,06:45
359,1.0%,GBP,"Thursday, December 6, 2012",0.1%,-,Low,GBP Halifax Plc House Prices s.a. (MoM) (NOV),-0.1%,u,08:00
360,-1.3%,GBP,"Thursday, December 6, 2012",-1.9%,-,Low,GBP Halifax House Price (3MoY) (NOV),-1.7%,-,08:00
361,-0.3%,CHF,"Thursday, December 6, 2012",0.0%,-,Medium,CHF Consumer Price Index (MoM) (NOV),0.1%,-,08:15
362,-0.4%,CHF,"Thursday, December 6, 2012",-0.1%,-,Medium,CHF Consumer Price Index (YoY) (NOV),-0.2%,-,08:15
363,11.3%,GBP,"Thursday, December 6, 2012",,-,Low,GBP New Car Registrations (YoY) (NOV),12.1%,-,09:04
364,-£9539,GBP,"Thursday, December 6, 2012",-£8650,d,Medium,GBP Visible Trade Balance (Pounds) (OCT),-£8439,d,09:30
365,-£4532,GBP,"Thursday, December 6, 2012",-£4200,d,Low,GBP Trade Balance Non EU (Pounds) (OCT),-£3943,u,09:30
366,-£3644,GBP,"Thursday, December 6, 2012",-£3000,d,Low,GBP Total Trade Balance (Pounds) (OCT),-£2493,u,09:30
367,0.0%,EUR,"Thursday, December 6, 2012",-0.2%,u,Low,EUR Euro-zone Household Consumption (QoQ) (3Q P),-0.4%,d,10:00
368,-0.7%,EUR,"Thursday, December 6, 2012",-0.8%,-,Low,EUR Euro-zone Gross Fixed Capital (QoQ) (3Q P),-1.8%,d,10:00
369,-0.2%,EUR,"Thursday, December 6, 2012",0.0%,-,Low,EUR Euro-zone Government Expenditure (QoQ) (3Q P),-0.1%,d,10:00
370,-0.1%,EUR,"Thursday, December 6, 2012",-0.1%,-,High,EUR Euro-zone Gross Domestic Product s.a. (QoQ) (3Q P),-0.1%,-,10:00
371,-0.6%,EUR,"Thursday, December 6, 2012",-0.6%,-,High,EUR Euro-zone Gross Domestic Product s.a. (YoY) (3Q P),-0.6%,-,10:00
372,3.9%,EUR,"Thursday, December 6, 2012",1.0%,u,Low,EUR German Factory Orders s.a. (MoM) (OCT),-2.4%,u,11:00
373,-2.4%,EUR,"Thursday, December 6, 2012",-5.6%,u,Medium,EUR German Factory Orders n.s.a. (YoY) (OCT),-3.9%,u,11:00
374,0.50%,GBP,"Thursday, December 6, 2012",0.50%,-,High,GBP Bank of England Rate Decision (DEC 6),0.50%,-,12:00
375,375B,GBP,"Thursday, December 6, 2012",375B,-,High,GBP BoE Asset Purchase Target (DEC),375B,-,12:00
376,34.4%,USD,"Thursday, December 6, 2012",,-,Low,USD Challenger Job Cuts (YoY) (NOV),11.6%,-,12:30
377,0.75%,EUR,"Thursday, December 6, 2012",0.75%,-,High,EUR European Central Bank Rate Decision (DEC 6),0.75%,-,12:45
378,0.00%,EUR,"Thursday, December 6, 2012",0.00%,-,Medium,EUR ECB Deposit Facility Rate (DEC 6),0.00%,-,12:45
379,,EUR,"Thursday, December 6, 2012",,-,High,EUR ECB's Draghi Holds Press Conference After Rate Decision,,-,13:30
380,15.0,CAD,"Thursday, December 6, 2012",2.3%,u,Low,CAD Building Permits (MoM) (OCT),-12.7%,u,13:30
381,370K,USD,"Thursday, December 6, 2012",380K,u,Medium,USD Initial Jobless Claims (DEC 1),395K,d,13:30
382,3205K,USD,"Thursday, December 6, 2012",3275K,u,Low,USD Continuing Claims (NOV 24),3305K,d,13:30
383,46.9,CAD,"Thursday, December 6, 2012",58.2,d,Medium,CAD Ivey Purchasing Managers Index s.a. (NOV),58.3,-,15:00
384,-73,USD,"Thursday, December 6, 2012",-67,d,Low,USD EIA Natural Gas Storage Change (NOV 30),4,-,15:30
385,,CAD,"Thursday, December 6, 2012",,-,High,CAD Bank of Canada Releases Financial System Review,,-,15:30
386,$1722B,USD,"Thursday, December 6, 2012",,-,Low,USD Household Change in Net Worth (3Q),-$175B,u,17:00
387,37.0,AUD,"Thursday, December 6, 2012",,-,Medium,AUD AiG Performance of Construction Index (NOV),35.8,-,22:30
388,$1270.9B,JPY,"Thursday, December 6, 2012",,-,Low,JPY Official Reserve Assets (NOV),$1274.2B,-,23:50
389,1.5%,GBP,"Wednesday, December 5, 2012",,-,Low,GBP BRC Shop Price Index (YoY) (NOV),1.5%,-,00:01
390,0.5%,AUD,"Wednesday, December 5, 2012",0.6%,d,High,AUD Gross Domestic Product (QoQ) (3Q),0.6%,-,00:30
391,3.1%,AUD,"Wednesday, December 5, 2012",3.1%,-,High,AUD Gross Domestic Product (YoY) (3Q),3.8%,u,00:30
392,,JPY,"Wednesday, December 5, 2012",,-,Low,JPY BoJ Deputy Governor Nishimura Speaks to Business Leaders,,-,01:30
393,52.1,CNY,"Wednesday, December 5, 2012",,-,Medium,CNY HSBC Services PMI (NOV),53.5,-,01:45
394,44.6,EUR,"Wednesday, December 5, 2012",46.0,u,Low,EUR Italian Purchasing Manager Index Services (NOV),46.0,-,08:45
395,45.8,EUR,"Wednesday, December 5, 2012",46.1,d,Low,EUR French Purchasing Manager Index Services (NOV F),46.1,-,08:50
396,49.7,EUR,"Wednesday, December 5, 2012",48,u,Medium,EUR German Purchasing Manager Index Services (NOV F),48,-,08:55
397,46.5,EUR,"Wednesday, December 5, 2012",45.8,u,Medium,EUR Euro-Zone Purchasing Manager Index Composite (NOV F),45.8,-,09:00
398,46.7,EUR,"Wednesday, December 5, 2012",45.7,u,Medium,EUR Euro-Zone Purchasing Manager Index Services (NOV F),45.7,-,09:00
399,,EUR,"Wednesday, December 5, 2012",,-,Medium,"EUR Spain to Sell 3,7, and 10-Year Bonds",,-,09:30
400,$44M,GBP,"Wednesday, December 5, 2012",,-,Low,GBP Official Reserves (Changes) (NOV),-$512M,-,09:30
401,50.2,GBP,"Wednesday, December 5, 2012",51,d,Medium,GBP Purchasing Manager Index Services (NOV),50.6,-,09:30
402,-3.6%,EUR,"Wednesday, December 5, 2012",-0.8%,d,High,EUR Euro-zone Retail Sales (YoY) (OCT),-1.6%,d,10:00
403,-1.2%,EUR,"Wednesday, December 5, 2012",-0.2%,d,Medium,EUR Euro-zone Retail Sales (MoM) (OCT),-0.6%,d,10:00
404,4.5%,USD,"Wednesday, December 5, 2012",,-,Low,USD MBA Mortgage Applications (NOV 30),-0.9%,-,12:00
405,,GBP,"Wednesday, December 5, 2012",,-,Low,GBP U.K. Chancellor Osborne Makes Autumn Statement in Commons,,-,12:30
406,118K,USD,"Wednesday, December 5, 2012",125K,d,Medium,USD ADP Employment Change (NOV),157K,d,13:15
407,2.9%,USD,"Wednesday, December 5, 2012",2.8%,u,Low,USD Non-Farm Productivity (3Q F),1.9%,-,13:30
408,-1.9%,USD,"Wednesday, December 5, 2012",-1.0%,-,Low,USD Unit Labor Costs (3Q F),-0.1%,-,13:30
409,0.8%,USD,"Wednesday, December 5, 2012",0.0%,u,Medium,USD Factory Orders (OCT),4.5%,d,15:00
410,54.7,USD,"Wednesday, December 5, 2012",53.5,u,Medium,USD ISM Non-Manufacutring Composite (NOV),54.2,-,15:00
411,-2357K,USD,"Wednesday, December 5, 2012",-500K,d,Low,USD DOE U.S. Crude Oil Inventories (NOV 30),-347K,-,15:30
412,-226K,USD,"Wednesday, December 5, 2012",,-,Low,USD DOE Cushing OK Crude Inventory (NOV 30),707K,-,15:30
413,7860K,USD,"Wednesday, December 5, 2012",1550K,u,Low,USD DOE U.S. Gasoline Inventories (NOV 30),3865K,-,15:30
414,3027K,USD,"Wednesday, December 5, 2012",850K,u,Low,USD DOE U.S. Distillate Inventory (NOV 30),-800K,-,15:30
415,2.50%,NZD,"Wednesday, December 5, 2012",2.50%,-,High,NZD Reserve Bank of New Zealand Rate Decision (DEC 6),2.50%,-,20:00
416,494.2B,JPY,"Wednesday, December 5, 2012",,-,Low,JPY Japan Buying Foreign Bonds (Yen) (NOV 30),118.9B,u,23:50
417,-15.7B,JPY,"Wednesday, December 5, 2012",,-,Low,JPY Japan Buying Foreign Stocks (Yen) (NOV 30),-19.8B,-,23:50
418,350.2B,JPY,"Wednesday, December 5, 2012",,-,Low,JPY Foreign Buying Japan Bonds (Yen) (NOV 30),-51.2B,-,23:50
419,184.3B,JPY,"Wednesday, December 5, 2012",,-,Low,JPY Foreign Buying Japan Stocks (Yen) (NOV 30),275.8B,u,23:50
