,datetime,new_id,forecast_error_diff_deviation,forecast_error_diff_outlier_class,previous_error_diff_deviation,previous_error_diff_outlier_class,fe_accurate,fe_better,fe_worse,pe_accurate,pe_better,pe_worse,High,Low,Medium,year,week,weekday,num_news,volatility_0_5_after,pips_candle_0_5_after,volatility_5_10_after,pips_candle_5_10_after,volatility_10_15_after,pips_candle_10_15_after,volatility_15_20_after,pips_candle_15_20_after,volatility_20_25_after,pips_candle_20_25_after,volatility_25_30_after,pips_candle_25_30_after,volatility_60_0_before,pips_agg_60_0_before,pips_candle_min_30_60_after,reaction_min_30_60_after
1222,2010-06-03 10:30:00,46,-0.46,1,0.0,0,1,0,0,1,0,0,0,1,0,2010,23,3,1,14,5,15,-10,12,5,14,8,15,-6,13,5,59,-54,-22,1
1223,2010-06-03 11:00:00,18,-3.8,0,0.0,0,2,0,0,2,0,0,0,0,1,2010,23,3,1,10,4,11,-1,12,0,13,-6,17,-12,12,-3,67,-48,-6,0
1224,2010-06-07 15:00:00,12,-0.01,0,-1.6,2,1,0,0,0,0,1,0,1,0,2010,24,0,1,13,8,9,4,10,-4,12,-8,7,-1,8,-7,20,-3,-11,0
1225,2010-06-08 07:30:00,45,1.0,0,0.0,0,0,1,0,1,0,0,0,1,0,2010,24,1,1,15,6,11,2,10,2,12,-3,11,-7,11,6,24,8,-6,0
1226,2010-06-08 10:00:00,37,-1.8,1,0.0,0,0,0,1,1,0,0,0,1,0,2010,24,1,1,17,7,12,7,23,-18,14,-10,16,6,16,4,29,7,-9,0
1227,2010-06-09 10:00:00,31,0.18,0,-1.41,1,0,1,0,0,0,1,0,1,0,2010,24,2,1,18,-4,17,-9,12,5,13,5,14,2,8,0,39,30,-13,0
1228,2010-06-09 10:30:00,18,-1.84,2,0.0,0,2,0,0,2,0,0,0,0,1,2010,24,2,1,15,-2,12,-4,11,-2,22,15,20,16,12,3,27,0,-2,0
1229,2010-06-10 10:30:00,46,-3.41,0,0.0,0,1,0,0,1,0,0,0,1,0,2010,24,3,1,15,9,12,-2,19,13,17,-14,13,-6,11,-2,45,12,-9,0
1230,2010-06-10 14:00:00,25,-0.24,0,0.0,0,2,0,0,2,0,0,0,0,1,2010,24,3,1,7,-3,11,-9,9,2,10,-1,10,3,7,3,42,25,-23,1
1231,2010-06-11 09:55:00,58,1.23,0,-0.63,0,0,3,0,3,0,0,1,0,0,2010,24,4,1,27,14,19,-6,24,8,20,-7,14,1,15,-6,29,-1,-18,1
1232,2010-06-11 10:00:00,5,1.24,0,-3.96,4,0,2,0,0,0,2,0,0,1,2010,24,4,1,19,-6,24,8,20,-7,14,1,15,-6,9,-1,49,35,-26,1
1233,2010-06-15 09:00:00,66,0.30000000000000004,0,0.0,0,0,3,0,3,0,0,1,0,0,2010,25,1,1,21,14,11,1,14,8,18,1,13,-4,12,2,36,7,-10,0
1234,2010-06-15 10:00:00,44,-2.17,1,0.0,0,0,0,1,1,0,0,0,1,0,2010,25,1,1,16,-5,12,2,23,-13,11,0,12,5,12,0,38,20,-2,0
1235,2010-06-16 10:30:00,18,-9.26,0,0.0,0,2,0,0,2,0,0,0,0,1,2010,25,2,1,21,-13,16,8,10,7,12,-11,16,5,14,8,45,17,-2,0
1236,2010-06-17 10:30:00,46,-0.34,1,0.0,0,1,0,0,1,0,0,0,1,0,2010,25,3,1,17,-8,19,-9,11,-2,22,-10,13,3,9,-1,39,-6,-12,0
1237,2010-06-22 09:59:00,64,0.2,0,0.0,0,0,1,0,1,0,0,0,1,0,2010,26,1,1,16,-11,13,3,9,5,21,-13,12,0,15,-2,21,-1,-7,0
1238,2010-06-23 10:00:00,47,-6.029999999999999,3,-19.200000000000003,6,0,0,3,0,0,3,1,0,0,2010,26,2,1,28,-20,11,0,15,12,14,6,10,2,11,-7,63,-48,-11,0
1239,2010-06-23 10:30:00,18,-5.76,0,0.0,0,2,0,0,2,0,0,0,0,1,2010,26,2,1,13,11,11,-4,9,-2,8,4,10,5,7,1,49,-28,-24,1
1240,2010-06-23 14:15:00,26,0.0,0,0.0,0,3,0,0,3,0,0,1,0,0,2010,26,2,1,17,3,17,-8,29,24,29,21,24,6,11,-7,40,25,-11,0
1241,2010-06-24 10:30:00,46,-0.37,1,0.0,0,1,0,0,1,0,0,0,1,0,2010,26,3,1,11,-8,11,0,13,-7,11,-1,14,-5,17,9,44,19,-13,0
1242,2010-06-25 09:55:00,63,-1.18,0,-2.52,0,2,0,0,2,0,0,0,0,1,2010,26,4,1,9,3,9,-1,9,4,9,0,9,-4,9,-2,29,-2,-21,1
1243,2010-06-29 09:00:00,65,2.04,2,0.0,0,0,2,0,2,0,0,0,0,1,2010,27,1,1,16,-2,11,1,12,-8,11,-5,11,6,10,0,27,7,-25,1
1244,2010-06-29 10:00:00,6,-5.3100000000000005,3,-4.14,3,0,0,3,0,0,3,1,0,0,2010,27,1,1,28,-23,13,-3,13,7,20,-9,15,9,15,-5,51,-21,-7,0
1245,2010-06-30 08:15:00,0,-4.92,0,-0.18,0,0,0,3,3,0,0,1,0,0,2010,27,2,1,20,-12,15,3,13,5,9,0,13,4,8,2,32,-22,-29,1
1246,2010-06-30 09:45:00,10,0.0,0,0.0,0,2,0,0,2,0,0,0,0,1,2010,27,2,1,13,8,14,3,10,-7,24,16,16,7,9,-1,42,-11,-41,1
1247,2010-06-30 10:30:00,18,-2.02,0,0.0,0,2,0,0,2,0,0,0,0,1,2010,27,2,1,10,0,15,-7,21,-11,13,-8,19,8,21,-13,59,37,-17,1
1248,2010-07-01 01:00:00,67,-1.04,0,0.0,0,0,0,1,1,0,0,0,1,0,2010,27,3,1,12,9,8,6,8,5,11,4,8,-2,8,-5,24,9,-13,0
1249,2010-07-01 08:30:00,69,-7.709999999999999,3,-4.89,0,0,0,3,3,0,0,1,0,0,2010,27,3,1,14,-6,23,11,6,-2,39,26,14,-4,12,-2,60,43,-7,0
1250,2010-07-01 10:30:00,46,-1.71,0,0.0,0,1,0,0,1,0,0,0,1,0,2010,27,3,1,16,8,28,17,15,-12,16,-7,9,-1,14,5,60,45,-3,0
1251,2010-07-02 10:00:00,24,-2.68,2,-1.14,0,0,0,2,0,0,2,0,0,1,2010,27,4,1,14,-3,9,1,16,8,13,1,16,4,9,-1,34,2,-9,0
1252,2010-07-06 10:00:00,40,-3.18,3,0.0,0,0,0,3,3,0,0,1,0,0,2010,28,1,1,51,40,18,-3,23,14,16,-6,16,-9,17,9,36,-5,-1,0
1253,2010-07-08 08:30:00,69,2.58,0,-6.0600000000000005,0,0,3,0,3,0,0,1,0,0,2010,28,3,1,14,7,19,10,14,1,12,-5,19,13,12,2,33,9,-8,0
1254,2010-07-08 10:30:00,46,-2.3,0,0.0,0,1,0,0,1,0,0,0,1,0,2010,28,3,1,9,3,13,-7,15,-3,9,3,10,-1,9,4,36,1,-17,1
1255,2010-07-08 11:00:00,18,-5.4,0,0.0,0,2,0,0,2,0,0,0,0,1,2010,28,3,1,12,-7,8,3,10,6,10,-1,12,-6,11,-7,26,-4,-13,0
1256,2010-07-08 15:00:00,12,-0.87,1,-2.7,3,0,0,1,0,0,1,0,1,0,2010,28,3,1,8,-1,10,-5,6,-1,10,6,8,4,6,0,19,6,-3,0
1257,2010-07-09 10:00:00,31,-0.18,0,0.94,0,0,0,1,0,1,0,0,1,0,2010,28,4,1,14,6,9,0,18,9,9,2,15,7,11,-6,24,0,-11,0
1258,2010-07-13 07:30:00,45,1.0,0,0.0,0,0,0,1,1,0,0,0,1,0,2010,29,1,1,11,1,8,3,11,-7,10,-6,12,9,11,-7,18,-4,-17,1
1259,2010-07-13 08:30:00,68,-3.1500000000000004,3,0.0,0,0,0,3,3,0,0,1,0,0,2010,29,1,1,13,10,13,7,11,7,12,7,9,-2,28,16,24,-17,-3,0
1260,2010-07-13 10:00:00,37,-0.66,0,0.0,0,0,0,1,1,0,0,0,1,0,2010,29,1,1,24,16,9,-2,10,5,7,-3,14,0,12,3,37,33,-5,0
1261,2010-07-13 14:00:00,25,-0.14,0,0.0,0,2,0,0,2,0,0,0,0,1,2010,29,1,1,7,4,9,3,7,3,8,-4,12,-9,13,-8,21,0,-3,0
1262,2010-07-14 10:00:00,5,1.54,0,0.0,0,0,2,0,2,0,0,0,0,1,2010,29,2,1,12,-6,14,7,8,-2,9,-1,12,3,7,-2,35,-3,-4,0
1263,2010-07-14 10:30:00,18,-6.32,2,0.0,0,2,0,0,2,0,0,0,0,1,2010,29,2,1,12,-3,9,2,11,9,9,1,11,7,14,9,23,11,-8,0
1264,2010-07-15 10:00:00,53,-2.52,3,0.0,0,0,0,3,3,0,0,1,0,0,2010,29,3,1,16,7,32,-24,18,5,12,-1,14,3,12,4,39,24,-3,0
1265,2010-07-15 10:30:00,46,-1.22,0,0.0,0,1,0,0,1,0,0,0,1,0,2010,29,3,1,19,-9,23,18,14,-5,16,9,13,3,10,-3,41,15,-7,0
1266,2010-07-16 09:00:00,66,-0.21000000000000002,0,-2.4899999999999998,3,0,0,3,3,0,0,1,0,0,2010,29,4,1,16,-8,9,-1,17,-9,17,13,13,3,14,-9,32,-15,-30,1
1267,2010-07-16 09:55:00,58,-10.14,3,-1.2000000000000002,0,0,0,3,3,0,0,1,0,0,2010,29,4,1,15,-7,20,-15,24,-4,11,1,18,10,15,-2,31,-11,-24,1
1268,2010-07-19 10:00:00,44,-0.61,0,-2.0,3,0,0,1,0,0,1,0,1,0,2010,30,0,1,14,6,15,9,8,2,9,3,10,-3,11,2,33,20,-22,1
1269,2010-07-21 10:30:00,18,-2.76,0,0.0,0,2,0,0,2,0,0,0,0,1,2010,30,2,1,14,-8,8,-3,11,9,11,-2,9,3,13,-4,40,10,-28,1
1270,2010-07-22 08:30:00,69,-2.73,3,-6.720000000000001,0,0,0,3,3,0,0,1,0,0,2010,30,3,1,14,-5,14,-5,13,6,10,-2,8,3,11,2,33,8,-30,1
1271,2010-07-22 10:30:00,46,-0.77,1,0.0,0,1,0,0,1,0,0,0,1,0,2010,30,3,1,12,-5,8,-4,15,-3,9,1,12,4,14,-7,95,81,-6,0
1272,2010-07-26 10:00:00,47,0.44999999999999996,0,-2.9699999999999998,3,0,3,0,0,0,3,1,0,0,2010,31,0,1,12,5,13,0,9,4,12,-5,11,-1,11,3,26,10,-11,0
1273,2010-07-27 09:00:00,65,3.54,2,0.0,0,0,2,0,2,0,0,0,0,1,2010,31,1,1,13,-6,9,0,12,3,17,-6,10,2,9,5,45,-37,-6,0
1274,2010-07-28 10:30:00,18,-14.04,4,0.0,0,2,0,0,2,0,0,0,0,1,2010,31,2,1,10,1,8,-3,10,3,7,1,9,-5,17,-11,44,37,-14,0
1275,2010-07-29 08:30:00,69,0.0,0,-12.0,0,3,0,0,3,0,0,1,0,0,2010,31,3,1,15,2,15,8,9,-2,8,0,10,4,13,9,25,-19,-3,0
1276,2010-07-29 10:30:00,46,-1.26,0,0.0,0,1,0,0,1,0,0,0,1,0,2010,31,3,1,17,9,12,1,7,3,12,7,15,-2,17,-9,37,-1,-28,1
1277,2010-07-30 09:45:00,10,4.0,2,0.0,0,0,2,0,2,0,0,0,0,1,2010,31,4,1,17,12,19,7,21,-10,11,4,11,-1,17,6,50,-42,-4,0
1278,2010-07-30 09:55:00,63,-1.56,0,-13.88,2,2,0,0,2,0,0,0,0,1,2010,31,4,1,21,-10,11,4,11,-1,17,6,13,0,13,5,37,1,-18,1
1279,2010-08-03 01:00:00,67,2.08,1,0.0,0,0,1,0,1,0,0,0,1,0,2010,32,1,1,10,4,6,-4,5,2,9,-2,9,-4,6,-2,16,4,-15,1
1280,2010-08-04 08:15:00,0,-0.44999999999999996,0,-0.5700000000000001,0,3,0,0,3,0,0,1,0,0,2010,32,2,1,11,-2,14,6,9,-1,8,-6,19,-12,11,0,23,-2,-7,0
1281,2010-08-04 10:00:00,40,2.37,0,0.0,0,0,3,0,3,0,0,1,0,0,2010,32,2,1,23,-20,20,-13,19,-10,13,-9,15,7,11,-2,27,9,-21,1
1282,2010-08-04 10:30:00,18,-1.26,0,0.0,0,2,0,0,2,0,0,0,0,1,2010,32,2,1,17,-12,16,-1,18,-6,15,-9,11,3,13,6,69,-45,-9,0
1283,2010-08-05 08:30:00,69,-4.47,3,-9.0,0,0,0,3,3,0,0,1,0,0,2010,32,3,1,36,26,17,5,18,8,14,-7,18,-7,12,-1,33,-18,-41,1
1284,2010-08-05 10:30:00,46,-1.56,0,0.0,0,1,0,0,1,0,0,0,1,0,2010,32,3,1,8,-5,9,2,13,-5,10,-4,10,-5,14,-4,29,2,-17,1
1285,2010-08-06 15:00:00,12,0.46,0,0.42,1,0,1,0,0,1,0,0,1,0,2010,32,4,1,10,-2,7,6,9,1,8,5,6,-2,7,-1,19,-8,-3,0
1286,2010-08-10 07:30:00,45,0.0,0,0.0,0,1,0,0,1,0,0,0,1,0,2010,33,1,1,10,0,12,-7,10,-3,11,2,7,-1,12,-7,27,15,-19,1
1287,2010-08-10 14:15:00,26,0.0,0,0.0,0,3,0,0,3,0,0,1,0,0,2010,33,1,1,67,57,33,21,20,7,28,14,24,-18,16,7,22,0,-31,1
1288,2010-08-11 08:30:00,68,-9.81,3,-5.9399999999999995,0,0,0,3,3,0,0,1,0,0,2010,33,2,1,14,9,16,-11,15,-7,10,0,13,-5,23,-16,36,13,-49,1
1289,2010-08-11 10:30:00,18,-0.76,0,0.0,0,2,0,0,2,0,0,0,0,1,2010,33,2,1,27,-13,15,-8,17,-4,23,-8,18,9,10,-3,54,-39,-23,1
1290,2010-08-11 13:45:00,25,0.3,2,0.0,0,0,2,0,2,0,0,0,0,1,2010,33,2,1,10,-5,8,-4,9,-3,12,5,7,0,10,3,28,-8,-6,0
1291,2010-08-12 10:30:00,46,-1.04,1,0.0,0,1,0,0,1,0,0,0,1,0,2010,33,3,1,17,8,11,7,16,9,12,0,10,0,14,-1,39,-8,-5,0
1292,2010-08-13 09:55:00,58,-0.18,0,2.91,0,3,0,0,0,3,0,1,0,0,2010,33,4,1,16,9,20,-11,12,5,12,-7,12,2,38,-37,23,-4,-17,1
1293,2010-08-13 10:00:00,5,0.0,0,-1.1,2,2,0,0,0,0,2,0,0,1,2010,33,4,1,20,-11,12,5,12,-7,12,2,38,-37,18,-7,30,9,-13,0
1294,2010-08-16 08:30:00,21,-0.22,0,0.0,0,0,0,2,2,0,0,0,0,1,2010,34,0,1,23,19,11,-2,9,1,13,3,10,-5,10,3,39,17,-31,1
1295,2010-08-16 09:00:00,66,0.54,0,-0.18,0,0,3,0,3,0,0,1,0,0,2010,34,0,1,13,-5,25,20,13,1,21,-12,25,-15,25,-19,51,36,-12,0
1296,2010-08-16 10:00:00,44,-0.61,0,0.0,0,0,0,1,1,0,0,0,1,0,2010,34,0,1,16,5,13,11,10,3,20,12,9,-1,10,-3,63,-31,-7,0
1297,2010-08-18 10:30:00,18,-0.2,2,0.0,0,2,0,0,2,0,0,0,0,1,2010,34,2,1,12,7,9,2,7,-2,16,-12,11,1,8,1,52,-45,-5,0
1298,2010-08-19 08:30:00,69,-3.84,3,-14.34,0,0,0,3,3,0,0,1,0,0,2010,34,3,1,29,9,24,12,26,14,13,3,15,-3,22,11,23,-11,-30,1
1299,2010-08-19 10:30:00,46,-5.98,0,0.0,0,1,0,0,1,0,0,0,1,0,2010,34,3,1,10,-3,14,-5,12,-3,18,4,18,-14,14,9,48,-1,-5,0
1300,2010-08-24 10:00:00,23,-9.0,6,-3.33,9,0,0,3,0,0,3,1,0,0,2010,35,1,1,55,34,21,3,29,14,20,9,20,10,23,-5,39,29,-11,0
1301,2010-08-24 10:02:00,64,-0.31,0,0.0,0,0,0,1,1,0,0,0,1,0,2010,35,1,1,55,34,21,3,29,14,20,9,20,10,23,-5,39,29,-11,0
1302,2010-08-25 10:30:00,18,-2.34,2,0.0,0,2,0,0,2,0,0,0,0,1,2010,35,2,1,11,-4,18,-9,13,3,15,6,12,-7,17,-5,45,7,-2,0
1303,2010-08-26 08:30:00,69,4.800000000000001,3,-14.34,0,0,3,0,3,0,0,1,0,0,2010,35,3,1,21,-6,24,-20,13,6,10,5,14,-3,17,12,23,-2,-3,0
1304,2010-08-26 10:30:00,46,-1.63,1,0.0,0,1,0,0,1,0,0,0,1,0,2010,35,3,1,10,1,25,12,14,-7,15,-8,16,-6,8,-1,58,37,-21,1
1305,2010-08-27 09:55:00,63,-2.76,2,-1.02,0,0,0,2,2,0,0,0,0,1,2010,35,4,1,22,-14,52,-15,39,-12,22,2,13,-1,14,-7,30,15,-9,0
1306,2010-08-31 09:00:00,65,1.42,2,0.0,0,0,2,0,2,0,0,0,0,1,2010,36,1,1,18,17,16,-9,12,5,18,4,11,-4,10,-5,50,24,-15,1
1307,2010-08-31 09:45:00,10,-0.32,0,0.0,0,0,0,2,2,0,0,0,0,1,2010,36,1,1,17,11,14,0,13,-4,15,1,12,5,18,10,39,15,-33,1
1308,2010-08-31 10:00:00,6,1.41,0,2.31,0,0,3,0,0,3,0,1,0,0,2010,36,1,1,15,1,12,5,18,10,20,-11,14,-9,11,8,26,9,-23,1
1309,2010-09-01 01:00:00,67,-0.25,0,0.0,0,1,0,0,1,0,0,0,1,0,2010,36,2,1,8,5,8,-2,7,-3,6,-1,7,-1,7,1,16,-4,-5,0
1310,2010-09-01 08:15:00,0,-3.3000000000000003,0,-0.66,0,0,0,3,3,0,0,1,0,0,2010,36,2,1,15,-8,40,30,17,8,14,-2,12,0,10,1,25,-4,-14,0
1311,2010-09-01 10:30:00,18,-1.24,0,0.0,0,2,0,0,2,0,0,0,0,1,2010,36,2,1,20,14,14,-8,12,-3,16,12,11,-4,12,-5,44,-20,-12,0
1312,2010-09-02 10:30:00,46,-1.63,1,0.0,0,1,0,0,1,0,0,0,1,0,2010,36,3,1,11,-2,11,3,8,-2,23,17,12,-5,12,-1,28,-3,-15,1
1313,2010-09-03 10:00:00,40,-5.550000000000001,3,0.0,0,0,0,3,3,0,0,1,0,0,2010,36,4,1,25,14,19,-9,15,-5,15,-2,15,4,12,-9,44,29,-12,0
1314,2010-09-08 15:00:00,12,0.08,0,0.03,0,0,1,0,0,1,0,0,1,0,2010,37,2,1,9,5,8,7,7,-1,11,-9,6,1,7,0,21,-8,-10,0
1315,2010-09-09 10:30:00,46,-5.37,0,0.0,0,1,0,0,1,0,0,0,1,0,2010,37,3,1,9,-2,10,4,6,4,13,8,10,0,11,-4,35,-21,-21,1
1316,2010-09-09 11:00:00,18,-3.76,0,0.0,0,2,0,0,2,0,0,0,0,1,2010,37,3,1,8,-2,13,-6,10,-3,12,-6,9,-3,7,0,27,-8,-22,1
1317,2010-09-10 10:00:00,31,-3.77,1,-0.92,1,0,0,1,0,0,1,0,1,0,2010,37,4,1,15,-11,16,9,14,6,9,2,7,1,11,0,25,12,-12,0
1318,2010-09-13 14:00:00,25,1.0,2,0.0,0,0,2,0,2,0,0,0,0,1,2010,38,0,1,8,-1,7,0,10,-5,10,3,8,-2,6,-1,21,14,-7,0
1319,2010-09-14 07:30:00,45,1.0,0,0.0,0,1,0,0,1,0,0,0,1,0,2010,38,1,1,8,2,7,-1,7,2,8,4,7,0,10,3,19,-5,-9,0
1320,2010-09-15 10:30:00,18,-0.14,2,0.0,0,2,0,0,2,0,0,0,0,1,2010,38,2,1,20,12,15,2,12,-3,11,-4,12,2,13,7,52,15,-32,1
1321,2010-09-16 09:00:00,66,1.83,3,0.0,0,0,3,0,3,0,0,1,0,0,2010,38,3,1,18,11,9,-1,7,1,11,6,19,10,10,2,51,-19,-30,1
1322,2010-09-16 10:00:00,53,-0.6900000000000001,0,0.0,0,0,0,3,3,0,0,1,0,0,2010,38,3,1,30,19,19,11,16,4,15,-5,22,18,14,-6,43,2,-9,0
1323,2010-09-16 10:30:00,46,-4.34,1,0.0,0,1,0,0,1,0,0,0,1,0,2010,38,3,1,14,-11,10,0,1,0,12,-1,8,3,13,5,65,17,-35,1
1324,2010-09-17 09:55:00,58,-2.88,0,-1.62,3,0,0,3,0,0,3,1,0,0,2010,38,4,1,22,-3,27,-15,14,-1,15,4,13,-2,15,-8,59,21,-34,1
1325,2010-09-20 10:00:00,44,-0.31,0,0.0,0,0,0,1,1,0,0,0,1,0,2010,39,0,1,13,9,14,3,9,1,11,4,7,-2,13,10,44,-21,-6,0
1326,2010-09-21 14:15:00,26,0.0,0,0.0,0,3,0,0,3,0,0,1,0,0,2010,39,1,1,71,67,19,4,27,3,41,34,19,5,42,23,30,-2,-8,0
1327,2010-09-22 10:00:00,35,-0.81,1,-6.71,2,0,0,1,0,0,1,0,1,0,2010,39,2,1,13,4,12,-10,12,6,12,-4,11,-3,8,1,66,40,-10,0
1328,2010-09-22 10:30:00,18,-3.06,0,0.0,0,2,0,0,2,0,0,0,0,1,2010,39,2,1,14,-8,16,-5,15,6,11,1,10,0,10,5,31,-1,-41,1
1329,2010-09-23 08:30:00,69,-2.46,0,-6.0600000000000005,0,0,0,3,3,0,0,1,0,0,2010,39,3,1,20,7,21,10,12,3,12,3,9,-7,11,8,25,0,-3,0
1330,2010-09-23 10:30:00,46,-2.63,1,0.0,0,1,0,0,1,0,0,0,1,0,2010,39,3,1,12,8,16,5,15,-2,22,-14,12,-9,17,10,62,-26,-11,0
1331,2010-09-24 10:00:00,47,-0.12,0,1.02,3,0,0,3,0,3,0,1,0,0,2010,39,4,1,23,1,22,4,24,-7,18,5,9,1,13,2,35,10,-9,0
1332,2010-09-28 09:00:00,65,-0.34,0,0.0,0,2,0,0,2,0,0,0,0,1,2010,40,1,1,27,16,31,16,15,-8,21,3,14,9,32,-25,24,8,-28,1
1333,2010-09-29 10:30:00,18,-0.14,2,0.0,0,2,0,0,2,0,0,0,0,1,2010,40,2,1,16,9,10,-3,20,-11,13,4,12,-1,15,9,39,0,-7,0
1334,2010-09-30 09:45:00,10,2.56,2,0.0,0,0,2,0,2,0,0,0,0,1,2010,40,3,1,32,-22,14,-3,16,6,16,9,14,-3,15,-9,41,-11,-17,1
1335,2010-09-30 10:30:00,46,-1.58,0,0.0,0,1,0,0,1,0,0,0,1,0,2010,40,3,1,20,12,14,-4,14,-2,14,-5,13,3,16,7,46,-10,-64,1
1336,2010-10-01 01:00:00,67,0.52,0,0.0,0,0,1,0,1,0,0,0,1,0,2010,40,4,1,6,-1,5,-3,5,1,8,-5,10,6,6,-1,17,5,-32,1
1337,2010-10-01 09:55:00,63,3.04,2,-1.34,0,0,2,0,2,0,0,0,0,1,2010,40,4,1,16,5,34,1,34,14,20,11,15,6,17,-15,26,5,-17,1
1338,2010-10-05 10:00:00,40,2.7600000000000002,0,0.0,0,0,3,0,3,0,0,1,0,0,2010,41,1,1,31,-14,17,7,17,3,12,1,14,-4,25,17,30,-2,-8,0
1339,2010-10-06 08:15:00,0,-10.05,3,2.58,3,0,0,3,0,3,0,1,0,0,2010,41,2,1,24,16,18,-12,19,-4,13,3,10,-4,11,-4,65,37,-4,0
1340,2010-10-06 10:30:00,18,-4.08,0,0.0,0,2,0,0,2,0,0,0,0,1,2010,41,2,1,12,5,12,3,13,8,11,2,9,-4,13,8,25,4,-2,0
1341,2010-10-07 08:30:00,69,2.04,0,-5.699999999999999,0,0,3,0,3,0,0,1,0,0,2010,41,3,1,19,-11,20,14,13,8,12,0,21,13,23,14,35,-4,-46,1
1342,2010-10-07 10:30:00,46,-2.25,0,0.0,0,1,0,0,1,0,0,0,1,0,2010,41,3,1,20,4,19,-11,22,-9,16,11,16,3,17,0,79,-52,-16,1
1343,2010-10-07 15:00:00,12,-0.08,0,-0.06,0,0,0,1,0,0,1,0,1,0,2010,41,3,1,14,-9,7,1,8,-1,9,-3,6,0,8,-7,36,31,-3,0
1344,2010-10-08 10:00:00,31,-0.4,0,-1.03,1,0,0,1,0,0,1,0,1,0,2010,41,4,1,30,22,20,-15,14,0,15,-1,18,-10,15,-6,97,51,-3,0
1345,2010-10-12 07:30:00,45,-0.29,1,0.0,0,1,0,0,1,0,0,0,1,0,2010,42,1,1,13,6,6,-1,16,8,13,1,11,-3,8,-2,23,13,-15,1
1346,2010-10-12 10:00:00,37,-0.19,0,0.0,0,1,0,0,1,0,0,0,1,0,2010,42,1,1,18,9,10,-1,17,11,13,-2,8,-1,13,-8,54,-33,-2,0
1347,2010-10-13 08:30:00,41,-0.66,0,0.0,0,0,0,2,2,0,0,0,0,1,2010,42,2,1,12,6,12,-5,10,-2,11,-1,11,-1,8,2,27,-3,-15,1
1348,2010-10-14 10:30:00,46,-1.83,0,0.0,0,1,0,0,1,0,0,0,1,0,2010,42,3,1,14,2,10,2,12,-4,11,4,11,2,10,0,44,27,-28,1
1349,2010-10-14 11:00:00,18,-2.82,0,0.0,0,2,0,0,2,0,0,0,0,1,2010,42,3,1,13,0,14,3,11,-7,13,-8,12,0,11,0,30,19,-15,1
1350,2010-10-15 09:55:00,58,-0.78,0,3.2700000000000005,3,0,0,3,0,3,0,1,0,0,2010,42,4,1,17,-8,42,-25,32,20,28,-10,34,-20,15,4,73,-63,-19,1
1351,2010-10-15 10:00:00,5,-0.7,0,-1.26,0,0,0,2,0,0,2,0,0,1,2010,42,4,1,42,-25,32,20,28,-10,34,-20,15,4,27,18,67,-52,-35,1
1352,2010-10-15 14:00:00,25,-0.18,0,0.0,0,2,0,0,2,0,0,0,0,1,2010,42,4,1,28,-14,15,8,12,-7,11,7,6,0,9,3,52,-46,-2,0
1353,2010-10-18 09:00:00,66,6.449999999999999,3,0.0,0,0,3,0,3,0,0,1,0,0,2010,43,0,1,20,7,14,-7,12,0,17,11,11,-1,13,7,46,28,-11,0
1354,2010-10-18 09:58:00,44,0.8,1,0.0,0,0,1,0,1,0,0,0,1,0,2010,43,0,1,10,-3,15,9,18,7,11,0,10,-3,16,6,53,33,-5,0
1355,2010-10-20 10:30:00,18,-1.28,2,0.0,0,2,0,0,2,0,0,0,0,1,2010,43,2,1,18,14,15,-1,32,26,24,8,13,0,11,3,101,86,-8,0
1356,2010-10-21 08:30:00,69,-0.44999999999999996,0,-46.62,6,3,0,0,0,0,3,1,0,0,2010,43,3,1,23,-7,28,-22,9,-3,15,-3,14,6,8,-3,31,-8,-7,0
1357,2010-10-21 10:30:00,46,-2.19,0,0.0,0,1,0,0,1,0,0,0,1,0,2010,43,3,1,12,1,19,-12,12,-8,13,0,18,-5,13,7,56,33,-35,1
1358,2010-10-25 10:00:00,23,1.59,3,-0.66,0,0,3,0,3,0,0,1,0,0,2010,44,0,1,31,-22,19,-3,22,0,16,12,15,-3,17,-10,29,13,-37,1
1359,2010-10-26 09:00:00,65,-3.78,2,0.0,0,0,0,2,2,0,0,0,0,1,2010,44,1,1,32,-23,20,-9,9,1,13,8,14,2,18,-12,55,-23,-23,1
1360,2010-10-26 09:59:00,64,1.39,1,0.0,0,0,1,0,1,0,0,0,1,0,2010,44,1,1,29,8,20,7,10,-2,16,10,10,-3,16,-9,53,-42,-25,1
1361,2010-10-27 10:00:00,47,0.24,0,0.0,0,0,3,0,3,0,0,1,0,0,2010,44,2,1,39,-18,15,-10,19,10,20,-12,22,-4,17,8,29,-3,-39,1
1362,2010-10-27 10:30:00,18,-7.12,2,0.0,0,2,0,0,2,0,0,0,0,1,2010,44,2,1,17,10,12,-1,9,-1,15,-4,14,2,19,-13,53,-33,-8,0
1363,2010-10-28 08:30:00,69,5.37,3,-2.0999999999999996,0,0,3,0,3,0,0,1,0,0,2010,44,3,1,27,8,14,-11,10,4,19,-9,13,-3,16,12,45,17,-8,0
1364,2010-10-28 10:30:00,46,-0.46,1,0.0,0,1,0,0,1,0,0,0,1,0,2010,44,3,1,12,4,20,-9,11,6,15,2,9,5,11,-3,40,4,-1,0
1365,2010-10-29 09:45:00,10,1.4,0,0.0,0,0,2,0,2,0,0,0,0,1,2010,44,4,1,16,9,11,1,19,10,22,10,20,14,13,3,47,-15,-22,1
