actual,country,datetime,forecast,forecast_error,impact,new,previous,previous_error,week,datetime_gmt,forecast_error_ratio,year,quarter,month,day_name
-5.1%,USD,2016-01-28 08:30:00,-0.6%,worse,Medium,Durable Goods Orders m/m,-0.5%,worse,4,2016-01-28 13:30:00+00:00,-750.0,2016,1,1,Thursday
0.1%,USD,2016-01-28 10:00:00,1.0%,worse,Medium,Pending Home Sales m/m,-1.1%,worse,4,2016-01-28 15:00:00+00:00,-90.0,2016,1,1,Thursday
-211B,USD,2016-01-28 10:30:00,-215B,accurate,Low,Natural Gas Storage,-178B,accurate,4,2016-01-28 15:30:00+00:00,1.86,2016,1,1,Thursday
0.7%,USD,2016-01-29 08:30:00,0.8%,worse,High,Advance GDP q/q,2.0%,better,4,2016-01-29 13:30:00+00:00,-12.5,2016,1,1,Friday
0.8%,USD,2016-01-29 08:30:00,1.2%,worse,Medium,Advance GDP Price Index q/q,1.3%,accurate,4,2016-01-29 13:30:00+00:00,-33.33,2016,1,1,Friday
0.6%,USD,2016-01-29 08:30:00,0.6%,accurate,Medium,Employment Cost Index q/q,0.6%,accurate,4,2016-01-29 13:30:00+00:00,0.0,2016,1,1,Friday
-61.5B,USD,2016-01-29 08:30:00,-60.0B,worse,Medium,Goods Trade Balance,-60.3B,accurate,4,2016-01-29 13:30:00+00:00,-2.5,2016,1,1,Friday
55.6,USD,2016-01-29 09:45:00,45.4,better,Medium,Chicago PMI,42.9,accurate,4,2016-01-29 14:45:00+00:00,22.47,2016,1,1,Friday
92.0,USD,2016-01-29 10:00:00,93.1,worse,Medium,Revised UoM Consumer Sentiment,93.3,accurate,4,2016-01-29 15:00:00+00:00,-1.18,2016,1,1,Friday
60,USD,2016-01-19 10:00:00,61,worse,Low,NAHB Housing Market Index,60,worse,3,2016-01-19 15:00:00+00:00,-1.64,2016,1,1,Tuesday
31.4B,USD,2016-01-19 16:00:00,24.3B,better,Low,TIC Long-Term Purchases,-17.7B,accurate,3,2016-01-19 21:00:00+00:00,29.22,2016,1,1,Tuesday
1.23M,USD,2016-01-20 08:30:00,1.20M,better,High,Building Permits,1.28M,accurate,3,2016-01-20 13:30:00+00:00,2.5,2016,1,1,Wednesday
-0.1%,USD,2016-01-20 08:30:00,0.0%,worse,High,CPI m/m,0.0%,accurate,3,2016-01-20 13:30:00+00:00,-100.0,2016,1,1,Wednesday
0.1%,USD,2016-01-20 08:30:00,0.2%,worse,High,Core CPI m/m,0.2%,accurate,3,2016-01-20 13:30:00+00:00,-50.0,2016,1,1,Wednesday
1.15M,USD,2016-01-20 08:30:00,1.19M,worse,Medium,Housing Starts,1.18M,accurate,3,2016-01-20 13:30:00+00:00,-3.36,2016,1,1,Wednesday
-3.5,USD,2016-01-21 08:30:00,-5.8,better,High,Philly Fed Manufacturing Index,-5.9,accurate,3,2016-01-21 13:30:00+00:00,39.66,2016,1,1,Thursday
293K,USD,2016-01-21 08:30:00,279K,worse,High,Unemployment Claims,283K,accurate,3,2016-01-21 13:30:00+00:00,5.02,2016,1,1,Thursday
-178B,USD,2016-01-21 10:30:00,-180B,accurate,Low,Natural Gas Storage,-168B,accurate,3,2016-01-21 15:30:00+00:00,1.11,2016,1,1,Thursday
4.0M,USD,2016-01-21 11:00:00,3.3M,accurate,High,Crude Oil Inventories,0.2M,accurate,3,2016-01-21 16:00:00+00:00,21.21,2016,1,1,Thursday
52.7,USD,2016-01-22 09:45:00,51.5,better,Low,Flash Manufacturing PMI,51.2,accurate,3,2016-01-22 14:45:00+00:00,2.33,2016,1,1,Friday
5.46M,USD,2016-01-22 10:00:00,5.21M,better,Medium,Existing Home Sales,4.76M,accurate,3,2016-01-22 15:00:00+00:00,4.8,2016,1,1,Friday
-0.2%,USD,2016-01-22 10:00:00,-0.1%,worse,Low,CB Leading Index m/m,0.5%,better,3,2016-01-22 15:00:00+00:00,-100.0,2016,1,1,Friday
95.2,USD,2016-01-12 06:00:00,95.4,accurate,Low,NFIB Small Business Index,94.8,accurate,2,2016-01-12 11:00:00+00:00,-0.21,2016,1,1,Tuesday
5.43M,USD,2016-01-12 10:00:00,5.41M,accurate,Medium,JOLTS Job Openings,5.35M,accurate,2,2016-01-12 15:00:00+00:00,0.37,2016,1,1,Tuesday
47.3,USD,2016-01-12 10:00:00,47.6,accurate,Low,IBD/TIPP Economic Optimism,47.2,accurate,2,2016-01-12 15:00:00+00:00,-0.63,2016,1,1,Tuesday
0.2M,USD,2016-01-13 10:30:00,1.9M,accurate,High,Crude Oil Inventories,-5.1M,accurate,2,2016-01-13 15:30:00+00:00,-89.47,2016,1,1,Wednesday
-14.4B,USD,2016-01-13 14:00:00,-2.7B,worse,Low,Federal Budget Balance,-64.6B,accurate,2,2016-01-13 19:00:00+00:00,-433.33,2016,1,1,Wednesday
284K,USD,2016-01-14 08:30:00,275K,worse,High,Unemployment Claims,277K,accurate,2,2016-01-14 13:30:00+00:00,3.27,2016,1,1,Thursday
-1.2%,USD,2016-01-14 08:30:00,-1.4%,better,Medium,Import Prices m/m,-0.5%,accurate,2,2016-01-14 13:30:00+00:00,14.29,2016,1,1,Thursday
-168B,USD,2016-01-14 10:30:00,-152B,accurate,Low,Natural Gas Storage,-113B,accurate,2,2016-01-14 15:30:00+00:00,-10.53,2016,1,1,Thursday
-0.1%,USD,2016-01-15 08:30:00,0.2%,worse,High,Core Retail Sales m/m,0.3%,worse,2,2016-01-15 13:30:00+00:00,-150.0,2016,1,1,Friday
-0.2%,USD,2016-01-15 08:30:00,-0.2%,accurate,High,PPI m/m,0.3%,accurate,2,2016-01-15 13:30:00+00:00,0.0,2016,1,1,Friday
-0.1%,USD,2016-01-15 08:30:00,-0.1%,accurate,High,Retail Sales m/m,0.4%,better,2,2016-01-15 13:30:00+00:00,0.0,2016,1,1,Friday
0.1%,USD,2016-01-15 08:30:00,0.1%,accurate,Medium,Core PPI m/m,0.3%,accurate,2,2016-01-15 13:30:00+00:00,0.0,2016,1,1,Friday
-19.4,USD,2016-01-15 08:30:00,-4.1,worse,Medium,Empire State Manufacturing Index,-4.6,accurate,2,2016-01-15 13:30:00+00:00,-373.17,2016,1,1,Friday
76.5%,USD,2016-01-15 09:15:00,76.8%,worse,Medium,Capacity Utilization Rate,76.9%,accurate,2,2016-01-15 14:15:00+00:00,-0.39,2016,1,1,Friday
-0.4%,USD,2016-01-15 09:15:00,-0.2%,worse,Medium,Industrial Production m/m,-0.9%,worse,2,2016-01-15 14:15:00+00:00,-100.0,2016,1,1,Friday
93.3,USD,2016-01-15 10:00:00,92.7,better,High,Prelim UoM Consumer Sentiment,92.6,better,2,2016-01-15 15:00:00+00:00,0.65,2016,1,1,Friday
-0.2%,USD,2016-01-15 10:00:00,0.0%,better,Low,Business Inventories m/m,-0.1%,better,2,2016-01-15 15:00:00+00:00,-200.0,2016,1,1,Friday
51.2,USD,2016-01-04 09:45:00,51.1,accurate,Low,Final Manufacturing PMI,51.3,accurate,1,2016-01-04 14:45:00+00:00,0.2,2016,1,1,Monday
48.2,USD,2016-01-04 10:00:00,49.1,worse,High,ISM Manufacturing PMI,48.6,accurate,1,2016-01-04 15:00:00+00:00,-1.83,2016,1,1,Monday
-0.4%,USD,2016-01-04 10:00:00,0.7%,worse,Low,Construction Spending m/m,0.3%,worse,1,2016-01-04 15:00:00+00:00,-157.14,2016,1,1,Monday
33.5,USD,2016-01-04 10:00:00,36.5,worse,Low,ISM Manufacturing Prices,35.5,accurate,1,2016-01-04 15:00:00+00:00,-8.22,2016,1,1,Monday
17.3M,USD,2016-01-05 00:00:00,18.1M,worse,Low,Total Vehicle Sales,18.2M,accurate,1,2016-01-05 05:00:00+00:00,-4.42,2016,1,1,Tuesday
257K,USD,2016-01-06 08:15:00,193K,better,High,ADP Non-Farm Employment Change,211K,accurate,1,2016-01-06 13:15:00+00:00,33.16,2016,1,1,Wednesday
-42.4B,USD,2016-01-06 08:30:00,-44.0B,better,High,Trade Balance,-44.6B,accurate,1,2016-01-06 13:30:00+00:00,3.64,2016,1,1,Wednesday
54.3,USD,2016-01-06 09:45:00,55.1,worse,Low,Final Services PMI,53.7,accurate,1,2016-01-06 14:45:00+00:00,-1.45,2016,1,1,Wednesday
55.3,USD,2016-01-06 10:00:00,56.0,worse,High,ISM Non-Manufacturing PMI,55.9,accurate,1,2016-01-06 15:00:00+00:00,-1.25,2016,1,1,Wednesday
-0.2%,USD,2016-01-06 10:00:00,-0.2%,accurate,Medium,Factory Orders m/m,1.3%,worse,1,2016-01-06 15:00:00+00:00,0.0,2016,1,1,Wednesday
-5.1M,USD,2016-01-06 10:30:00,0.7M,accurate,Medium,Crude Oil Inventories,2.6M,accurate,1,2016-01-06 15:30:00+00:00,-828.57,2016,1,1,Wednesday
277K,USD,2016-01-07 08:30:00,271K,worse,High,Unemployment Claims,287K,accurate,1,2016-01-07 13:30:00+00:00,2.21,2016,1,1,Thursday
-113B,USD,2016-01-07 10:30:00,-95B,accurate,Low,Natural Gas Storage,-58B,accurate,1,2016-01-07 15:30:00+00:00,-18.95,2016,1,1,Thursday
0.0%,USD,2016-01-08 08:30:00,0.2%,worse,High,Average Hourly Earnings m/m,0.2%,accurate,1,2016-01-08 13:30:00+00:00,-100.0,2016,1,1,Friday
292K,USD,2016-01-08 08:30:00,203K,better,High,Non-Farm Employment Change,252K,better,1,2016-01-08 13:30:00+00:00,43.84,2016,1,1,Friday
5.0%,USD,2016-01-08 08:30:00,5.0%,accurate,High,Unemployment Rate,5.0%,accurate,1,2016-01-08 13:30:00+00:00,0.0,2016,1,1,Friday
-0.3%,USD,2016-01-08 10:00:00,0.0%,better,Low,Final Wholesale Inventories m/m,-0.3%,better,1,2016-01-08 15:00:00+00:00,-300.0,2016,1,1,Friday
14.0B,USD,2016-01-08 15:00:00,18.7B,worse,Low,Consumer Credit m/m,15.6B,worse,1,2016-01-08 20:00:00+00:00,-25.13,2016,1,1,Friday
