actual,country,datetime,forecast,forecast_error,impact,new,previous,previous_error,week,datetime_gmt,forecast_error_ratio,year,quarter,month,day_name
54.8,USD,2016-10-26 09:45:00,52.4,better,Low,Flash Services PMI,52.3,better,43,2016-10-26 13:45:00+00:00,4.58,2016,4,10,Wednesday
593K,USD,2016-10-26 10:00:00,601K,worse,Medium,New Home Sales,575K,worse,43,2016-10-26 14:00:00+00:00,-1.33,2016,4,10,Wednesday
-0.6M,USD,2016-10-26 10:30:00,0.7M,accurate,High,Crude Oil Inventories,-5.2M,accurate,43,2016-10-26 14:30:00+00:00,-185.71,2016,4,10,Wednesday
0.2%,USD,2016-10-27 08:30:00,0.2%,accurate,High,Core Durable Goods Orders m/m,-0.2%,better,43,2016-10-27 12:30:00+00:00,0.0,2016,4,10,Thursday
258K,USD,2016-10-27 08:30:00,261K,accurate,High,Unemployment Claims,261K,accurate,43,2016-10-27 12:30:00+00:00,-1.15,2016,4,10,Thursday
-0.1%,USD,2016-10-27 08:30:00,0.1%,worse,Medium,Durable Goods Orders m/m,0.1%,accurate,43,2016-10-27 12:30:00+00:00,-200.0,2016,4,10,Thursday
1.5%,USD,2016-10-27 10:00:00,1.2%,better,Medium,Pending Home Sales m/m,-2.5%,accurate,43,2016-10-27 14:00:00+00:00,25.0,2016,4,10,Thursday
73B,USD,2016-10-27 10:30:00,71B,accurate,Low,Natural Gas Storage,77B,accurate,43,2016-10-27 14:30:00+00:00,2.82,2016,4,10,Thursday
2.9%,USD,2016-10-28 08:30:00,2.5%,better,High,Advance GDP q/q,1.4%,better,43,2016-10-28 12:30:00+00:00,16.0,2016,4,10,Friday
1.5%,USD,2016-10-28 08:30:00,1.3%,better,Medium,Advance GDP Price Index q/q,2.3%,accurate,43,2016-10-28 12:30:00+00:00,15.38,2016,4,10,Friday
0.6%,USD,2016-10-28 08:30:00,0.6%,accurate,Medium,Employment Cost Index q/q,0.6%,accurate,43,2016-10-28 12:30:00+00:00,0.0,2016,4,10,Friday
87.2,USD,2016-10-28 10:00:00,88.2,worse,Medium,Revised UoM Consumer Sentiment,87.9,accurate,43,2016-10-28 14:00:00+00:00,-1.13,2016,4,10,Friday
-6.8,USD,2016-10-17 08:30:00,1.1,worse,Medium,Empire State Manufacturing Index,-2.0,accurate,42,2016-10-17 12:30:00+00:00,-718.18,2016,4,10,Monday
75.4%,USD,2016-10-17 09:15:00,75.6%,worse,Medium,Capacity Utilization Rate,75.3%,worse,42,2016-10-17 13:15:00+00:00,-0.26,2016,4,10,Monday
0.1%,USD,2016-10-17 09:15:00,0.3%,worse,Medium,Industrial Production m/m,-0.5%,worse,42,2016-10-17 13:15:00+00:00,-66.67,2016,4,10,Monday
0.3%,USD,2016-10-18 08:30:00,0.3%,accurate,High,CPI m/m,0.2%,accurate,42,2016-10-18 12:30:00+00:00,0.0,2016,4,10,Tuesday
0.1%,USD,2016-10-18 08:30:00,0.2%,worse,High,Core CPI m/m,0.3%,accurate,42,2016-10-18 12:30:00+00:00,-50.0,2016,4,10,Tuesday
63,USD,2016-10-18 10:00:00,64,worse,Low,NAHB Housing Market Index,65,accurate,42,2016-10-18 14:00:00+00:00,-1.56,2016,4,10,Tuesday
48.3B,USD,2016-10-18 16:00:00,22.0B,better,Low,TIC Long-Term Purchases,102.8B,accurate,42,2016-10-18 20:00:00+00:00,119.55,2016,4,10,Tuesday
1.23M,USD,2016-10-19 08:30:00,1.17M,better,High,Building Permits,1.15M,accurate,42,2016-10-19 12:30:00+00:00,5.13,2016,4,10,Wednesday
1.05M,USD,2016-10-19 08:30:00,1.18M,worse,Medium,Housing Starts,1.15M,accurate,42,2016-10-19 12:30:00+00:00,-11.02,2016,4,10,Wednesday
-5.2M,USD,2016-10-19 10:30:00,2.2M,accurate,High,Crude Oil Inventories,4.9M,accurate,42,2016-10-19 14:30:00+00:00,-336.36,2016,4,10,Wednesday
9.7,USD,2016-10-20 08:30:00,5.2,better,High,Philly Fed Manufacturing Index,12.8,accurate,42,2016-10-20 12:30:00+00:00,86.54,2016,4,10,Thursday
260K,USD,2016-10-20 08:30:00,251K,worse,High,Unemployment Claims,247K,accurate,42,2016-10-20 12:30:00+00:00,3.59,2016,4,10,Thursday
5.47M,USD,2016-10-20 10:00:00,5.36M,better,Medium,Existing Home Sales,5.30M,worse,42,2016-10-20 14:00:00+00:00,2.05,2016,4,10,Thursday
0.2%,USD,2016-10-20 10:00:00,0.2%,accurate,Low,CB Leading Index m/m,-0.2%,accurate,42,2016-10-20 14:00:00+00:00,0.0,2016,4,10,Thursday
77B,USD,2016-10-20 10:30:00,72B,accurate,Low,Natural Gas Storage,79B,accurate,42,2016-10-20 14:30:00+00:00,6.94,2016,4,10,Thursday
94.1,USD,2016-10-11 06:00:00,95.2,worse,Low,NFIB Small Business Index,94.4,accurate,41,2016-10-11 10:00:00+00:00,-1.16,2016,4,10,Tuesday
5.44M,USD,2016-10-12 10:00:00,5.79M,worse,Medium,JOLTS Job Openings,5.83M,accurate,41,2016-10-12 14:00:00+00:00,-6.04,2016,4,10,Wednesday
246K,USD,2016-10-13 08:30:00,252K,better,High,Unemployment Claims,246K,accurate,41,2016-10-13 12:30:00+00:00,-2.38,2016,4,10,Thursday
0.1%,USD,2016-10-13 08:30:00,0.1%,accurate,Medium,Import Prices m/m,-0.2%,accurate,41,2016-10-13 12:30:00+00:00,0.0,2016,4,10,Thursday
79B,USD,2016-10-13 10:30:00,84B,accurate,Low,Natural Gas Storage,80B,accurate,41,2016-10-13 14:30:00+00:00,-5.95,2016,4,10,Thursday
4.9M,USD,2016-10-13 11:00:00,0.4M,accurate,High,Crude Oil Inventories,-3.0M,accurate,41,2016-10-13 15:00:00+00:00,1125.0,2016,4,10,Thursday
0.5%,USD,2016-10-14 08:30:00,0.4%,better,High,Core Retail Sales m/m,-0.2%,worse,41,2016-10-14 12:30:00+00:00,25.0,2016,4,10,Friday
0.3%,USD,2016-10-14 08:30:00,0.2%,better,High,PPI m/m,0.0%,accurate,41,2016-10-14 12:30:00+00:00,50.0,2016,4,10,Friday
0.6%,USD,2016-10-14 08:30:00,0.6%,accurate,High,Retail Sales m/m,-0.2%,better,41,2016-10-14 12:30:00+00:00,0.0,2016,4,10,Friday
0.2%,USD,2016-10-14 08:30:00,0.1%,better,Medium,Core PPI m/m,0.1%,accurate,41,2016-10-14 12:30:00+00:00,100.0,2016,4,10,Friday
87.9,USD,2016-10-14 10:00:00,92.1,worse,High,Prelim UoM Consumer Sentiment,91.2,better,41,2016-10-14 14:00:00+00:00,-4.56,2016,4,10,Friday
0.2%,USD,2016-10-14 10:00:00,0.1%,worse,Low,Business Inventories m/m,0.0%,accurate,41,2016-10-14 14:00:00+00:00,100.0,2016,4,10,Friday
33.4B,USD,2016-10-14 16:00:00,30.0B,better,Low,Federal Budget Balance,-107.1B,accurate,41,2016-10-14 20:00:00+00:00,11.33,2016,4,10,Friday
51.5,USD,2016-10-03 09:45:00,51.4,accurate,Low,Final Manufacturing PMI,51.4,accurate,40,2016-10-03 13:45:00+00:00,0.19,2016,4,10,Monday
51.5,USD,2016-10-03 10:00:00,50.4,better,High,ISM Manufacturing PMI,49.4,accurate,40,2016-10-03 14:00:00+00:00,2.18,2016,4,10,Monday
-0.7%,USD,2016-10-03 10:00:00,0.3%,worse,Low,Construction Spending m/m,-0.3%,worse,40,2016-10-03 14:00:00+00:00,-333.33,2016,4,10,Monday
53.0,USD,2016-10-03 10:00:00,53.5,worse,Low,ISM Manufacturing Prices,53.0,accurate,40,2016-10-03 14:00:00+00:00,-0.93,2016,4,10,Monday
17.8M,USD,2016-10-03 01:00:00,17.4M,better,Low,Total Vehicle Sales,17.0M,accurate,40,2016-10-03 05:00:00+00:00,2.3,2016,4,10,Monday
154K,USD,2016-10-05 08:15:00,166K,worse,High,ADP Non-Farm Employment Change,175K,accurate,40,2016-10-05 12:15:00+00:00,-7.23,2016,4,10,Wednesday
-40.7B,USD,2016-10-05 08:30:00,-41.1B,accurate,Medium,Trade Balance,-39.5B,accurate,40,2016-10-05 12:30:00+00:00,0.97,2016,4,10,Wednesday
52.3,USD,2016-10-05 09:45:00,51.9,better,Low,Final Services PMI,51.9,accurate,40,2016-10-05 13:45:00+00:00,0.77,2016,4,10,Wednesday
57.1,USD,2016-10-05 10:00:00,53.1,better,High,ISM Non-Manufacturing PMI,51.4,accurate,40,2016-10-05 14:00:00+00:00,7.53,2016,4,10,Wednesday
0.2%,USD,2016-10-05 10:00:00,-0.4%,better,Medium,Factory Orders m/m,1.4%,worse,40,2016-10-05 14:00:00+00:00,150.0,2016,4,10,Wednesday
-3.0M,USD,2016-10-05 10:30:00,1.1M,accurate,High,Crude Oil Inventories,-1.9M,accurate,40,2016-10-05 14:30:00+00:00,-372.73,2016,4,10,Wednesday
249K,USD,2016-10-06 08:30:00,255K,better,High,Unemployment Claims,254K,accurate,40,2016-10-06 12:30:00+00:00,-2.35,2016,4,10,Thursday
80B,USD,2016-10-06 10:30:00,67B,accurate,Low,Natural Gas Storage,49B,accurate,40,2016-10-06 14:30:00+00:00,19.4,2016,4,10,Thursday
0.2%,USD,2016-10-07 08:30:00,0.2%,accurate,High,Average Hourly Earnings m/m,0.1%,accurate,40,2016-10-07 12:30:00+00:00,0.0,2016,4,10,Friday
156K,USD,2016-10-07 08:30:00,171K,worse,High,Non-Farm Employment Change,167K,better,40,2016-10-07 12:30:00+00:00,-8.77,2016,4,10,Friday
5.0%,USD,2016-10-07 08:30:00,4.9%,worse,High,Unemployment Rate,4.9%,accurate,40,2016-10-07 12:30:00+00:00,2.04,2016,4,10,Friday
-0.2%,USD,2016-10-07 10:00:00,-0.1%,better,Low,Final Wholesale Inventories m/m,-0.1%,accurate,40,2016-10-07 14:00:00+00:00,-100.0,2016,4,10,Friday
25.9B,USD,2016-10-07 15:00:00,16.8B,better,Low,Consumer Credit m/m,17.8B,accurate,40,2016-10-07 19:00:00+00:00,54.17,2016,4,10,Friday
609K,USD,2016-09-26 10:00:00,598K,better,Medium,New Home Sales,659K,better,39,2016-09-26 14:00:00+00:00,1.84,2016,3,9,Monday
5.0%,USD,2016-09-27 09:00:00,5.0%,accurate,Low,S&P/CS Composite-20 HPI y/y,5.1%,accurate,39,2016-09-27 13:00:00+00:00,0.0,2016,3,9,Tuesday
51.9,USD,2016-09-27 09:45:00,51.1,better,Low,Flash Services PMI,51.0,accurate,39,2016-09-27 13:45:00+00:00,1.57,2016,3,9,Tuesday
-8,USD,2016-09-27 09:59:00,-2,worse,Low,Richmond Manufacturing Index,-11,accurate,39,2016-09-27 13:59:00+00:00,-300.0,2016,3,9,Tuesday
104.1,USD,2016-09-27 10:00:00,98.6,better,High,CB Consumer Confidence,101.8,better,39,2016-09-27 14:00:00+00:00,5.58,2016,3,9,Tuesday
-0.4%,USD,2016-09-28 08:30:00,-0.5%,accurate,High,Core Durable Goods Orders m/m,1.3%,worse,39,2016-09-28 12:30:00+00:00,20.0,2016,3,9,Wednesday
0.0%,USD,2016-09-28 08:30:00,-1.0%,better,Medium,Durable Goods Orders m/m,3.6%,worse,39,2016-09-28 12:30:00+00:00,100.0,2016,3,9,Wednesday
-1.9M,USD,2016-09-28 10:30:00,2.4M,accurate,High,Crude Oil Inventories,-6.2M,accurate,39,2016-09-28 14:30:00+00:00,-179.17,2016,3,9,Wednesday
1.4%,USD,2016-09-29 08:30:00,1.3%,better,High,Final GDP q/q,1.1%,accurate,39,2016-09-29 12:30:00+00:00,7.69,2016,3,9,Thursday
254K,USD,2016-09-29 08:30:00,260K,better,High,Unemployment Claims,251K,accurate,39,2016-09-29 12:30:00+00:00,-2.31,2016,3,9,Thursday
2.3%,USD,2016-09-29 08:30:00,2.3%,accurate,Low,Final GDP Price Index q/q,2.3%,accurate,39,2016-09-29 12:30:00+00:00,0.0,2016,3,9,Thursday
-58.4B,USD,2016-09-29 08:30:00,-62.6B,better,Low,Goods Trade Balance,-58.8B,accurate,39,2016-09-29 12:30:00+00:00,6.71,2016,3,9,Thursday
-0.1%,USD,2016-09-29 08:30:00,0.0%,better,Low,Prelim Wholesale Inventories m/m,0.0%,accurate,39,2016-09-29 12:30:00+00:00,-100.0,2016,3,9,Thursday
-2.4%,USD,2016-09-29 10:00:00,-0.1%,worse,Medium,Pending Home Sales m/m,1.2%,accurate,39,2016-09-29 14:00:00+00:00,-2300.0,2016,3,9,Thursday
49B,USD,2016-09-29 10:30:00,57B,accurate,Low,Natural Gas Storage,52B,accurate,39,2016-09-29 14:30:00+00:00,-14.04,2016,3,9,Thursday
0.2%,USD,2016-09-30 08:30:00,0.2%,accurate,Medium,Core PCE Price Index m/m,0.1%,accurate,39,2016-09-30 12:30:00+00:00,0.0,2016,3,9,Friday
0.0%,USD,2016-09-30 08:30:00,0.2%,worse,Medium,Personal Spending m/m,0.4%,better,39,2016-09-30 12:30:00+00:00,-100.0,2016,3,9,Friday
0.2%,USD,2016-09-30 08:30:00,0.2%,accurate,Low,Personal Income m/m,0.4%,accurate,39,2016-09-30 12:30:00+00:00,0.0,2016,3,9,Friday
54.2,USD,2016-09-30 09:45:00,52.1,better,Medium,Chicago PMI,51.5,accurate,39,2016-09-30 13:45:00+00:00,4.03,2016,3,9,Friday
91.2,USD,2016-09-30 10:00:00,90.1,better,Medium,Revised UoM Consumer Sentiment,89.8,accurate,39,2016-09-30 14:00:00+00:00,1.22,2016,3,9,Friday
65,USD,2016-09-19 10:00:00,60,better,Low,NAHB Housing Market Index,59,worse,38,2016-09-19 14:00:00+00:00,8.33,2016,3,9,Monday
1.14M,USD,2016-09-20 08:30:00,1.17M,worse,High,Building Permits,1.14M,accurate,38,2016-09-20 12:30:00+00:00,-2.56,2016,3,9,Tuesday
1.14M,USD,2016-09-20 08:30:00,1.19M,worse,Medium,Housing Starts,1.21M,accurate,38,2016-09-20 12:30:00+00:00,-4.2,2016,3,9,Tuesday
-6.2M,USD,2016-09-21 10:30:00,3.2M,accurate,High,Crude Oil Inventories,-0.6M,accurate,38,2016-09-21 14:30:00+00:00,-293.75,2016,3,9,Wednesday
<0.50%,USD,2016-09-21 14:00:00,<0.50%,accurate,High,Federal Funds Rate,<0.50%,accurate,38,2016-09-21 18:00:00+00:00,0.0,2016,3,9,Wednesday
252K,USD,2016-09-22 08:30:00,261K,better,High,Unemployment Claims,260K,accurate,38,2016-09-22 12:30:00+00:00,-3.45,2016,3,9,Thursday
0.5%,USD,2016-09-22 09:00:00,0.3%,better,Low,HPI m/m,0.3%,better,38,2016-09-22 13:00:00+00:00,66.67,2016,3,9,Thursday
5.33M,USD,2016-09-22 10:00:00,5.45M,worse,Medium,Existing Home Sales,5.38M,accurate,38,2016-09-22 14:00:00+00:00,-2.2,2016,3,9,Thursday
-0.2%,USD,2016-09-22 10:00:00,0.0%,worse,Low,CB Leading Index m/m,0.5%,better,38,2016-09-22 14:00:00+00:00,-200.0,2016,3,9,Thursday
52B,USD,2016-09-22 10:30:00,59B,accurate,Low,Natural Gas Storage,62B,accurate,38,2016-09-22 14:30:00+00:00,-11.86,2016,3,9,Thursday
51.4,USD,2016-09-23 09:45:00,52.1,worse,Low,Flash Manufacturing PMI,52.0,accurate,38,2016-09-23 13:45:00+00:00,-1.34,2016,3,9,Friday
94.4,USD,2016-09-13 06:00:00,94.9,accurate,Low,NFIB Small Business Index,94.6,accurate,37,2016-09-13 10:00:00+00:00,-0.53,2016,3,9,Tuesday
-107.1B,USD,2016-09-13 14:00:00,-98.0B,worse,Low,Federal Budget Balance,-112.8B,accurate,37,2016-09-13 18:00:00+00:00,-9.29,2016,3,9,Tuesday
-0.2%,USD,2016-09-14 08:30:00,-0.1%,accurate,Medium,Import Prices m/m,0.1%,accurate,37,2016-09-14 12:30:00+00:00,-100.0,2016,3,9,Wednesday
-0.6M,USD,2016-09-14 10:30:00,2.8M,accurate,High,Crude Oil Inventories,-14.5M,accurate,37,2016-09-14 14:30:00+00:00,-121.43,2016,3,9,Wednesday
-0.1%,USD,2016-09-15 08:30:00,0.3%,worse,High,Core Retail Sales m/m,-0.4%,worse,37,2016-09-15 12:30:00+00:00,-133.33,2016,3,9,Thursday
0.0%,USD,2016-09-15 08:30:00,0.1%,worse,High,PPI m/m,-0.4%,accurate,37,2016-09-15 12:30:00+00:00,-100.0,2016,3,9,Thursday
12.8,USD,2016-09-15 08:30:00,1.1,better,High,Philly Fed Manufacturing Index,2.0,accurate,37,2016-09-15 12:30:00+00:00,1063.64,2016,3,9,Thursday
-0.3%,USD,2016-09-15 08:30:00,-0.1%,worse,High,Retail Sales m/m,0.1%,better,37,2016-09-15 12:30:00+00:00,-200.0,2016,3,9,Thursday
260K,USD,2016-09-15 08:30:00,262K,accurate,High,Unemployment Claims,259K,accurate,37,2016-09-15 12:30:00+00:00,-0.76,2016,3,9,Thursday
0.1%,USD,2016-09-15 08:30:00,0.1%,accurate,Medium,Core PPI m/m,-0.3%,accurate,37,2016-09-15 12:30:00+00:00,0.0,2016,3,9,Thursday
-120B,USD,2016-09-15 08:30:00,-120B,accurate,Medium,Current Account,-132B,worse,37,2016-09-15 12:30:00+00:00,0.0,2016,3,9,Thursday
-2.0,USD,2016-09-15 08:30:00,-0.9,worse,Medium,Empire State Manufacturing Index,-4.2,accurate,37,2016-09-15 12:30:00+00:00,-122.22,2016,3,9,Thursday
75.5%,USD,2016-09-15 09:15:00,75.8%,worse,Medium,Capacity Utilization Rate,75.9%,accurate,37,2016-09-15 13:15:00+00:00,-0.4,2016,3,9,Thursday
-0.4%,USD,2016-09-15 09:15:00,-0.2%,worse,Medium,Industrial Production m/m,0.6%,worse,37,2016-09-15 13:15:00+00:00,-100.0,2016,3,9,Thursday
0.0%,USD,2016-09-15 10:00:00,0.1%,better,Low,Business Inventories m/m,0.2%,accurate,37,2016-09-15 14:00:00+00:00,-100.0,2016,3,9,Thursday
62B,USD,2016-09-15 10:30:00,57B,accurate,Low,Natural Gas Storage,36B,accurate,37,2016-09-15 14:30:00+00:00,8.77,2016,3,9,Thursday
0.2%,USD,2016-09-16 08:30:00,0.1%,better,High,CPI m/m,0.0%,accurate,37,2016-09-16 12:30:00+00:00,100.0,2016,3,9,Friday
0.3%,USD,2016-09-16 08:30:00,0.2%,better,High,Core CPI m/m,0.1%,accurate,37,2016-09-16 12:30:00+00:00,50.0,2016,3,9,Friday
89.8,USD,2016-09-16 10:00:00,91.0,worse,High,Prelim UoM Consumer Sentiment,89.8,worse,37,2016-09-16 14:00:00+00:00,-1.32,2016,3,9,Friday
103.9B,USD,2016-09-16 16:00:00,30.2B,better,Low,TIC Long-Term Purchases,-0.5B,better,37,2016-09-16 20:00:00+00:00,244.04,2016,3,9,Friday
46.7,USD,2016-09-06 09:59:00,48.6,worse,Low,IBD/TIPP Economic Optimism,48.4,accurate,36,2016-09-06 13:59:00+00:00,-3.91,2016,3,9,Tuesday
51.4,USD,2016-09-06 10:00:00,55.4,worse,High,ISM Non-Manufacturing PMI,55.5,accurate,36,2016-09-06 14:00:00+00:00,-7.22,2016,3,9,Tuesday
5.87M,USD,2016-09-07 10:00:00,5.58M,better,Medium,JOLTS Job Openings,5.64M,accurate,36,2016-09-07 14:00:00+00:00,5.2,2016,3,9,Wednesday
259K,USD,2016-09-08 08:30:00,264K,better,High,Unemployment Claims,263K,accurate,36,2016-09-08 12:30:00+00:00,-1.89,2016,3,9,Thursday
36B,USD,2016-09-08 10:30:00,44B,accurate,Low,Natural Gas Storage,51B,accurate,36,2016-09-08 14:30:00+00:00,-18.18,2016,3,9,Thursday
-14.5M,USD,2016-09-08 11:00:00,0.6M,accurate,High,Crude Oil Inventories,2.3M,accurate,36,2016-09-08 15:00:00+00:00,-2516.67,2016,3,9,Thursday
17.7B,USD,2016-09-08 15:00:00,15.7B,better,Low,Consumer Credit m/m,14.5B,better,36,2016-09-08 19:00:00+00:00,12.74,2016,3,9,Thursday
0.0%,USD,2016-09-09 10:00:00,0.1%,better,Low,Final Wholesale Inventories m/m,0.0%,accurate,36,2016-09-09 14:00:00+00:00,-100.0,2016,3,9,Friday
0.1%,USD,2016-08-29 08:30:00,0.1%,accurate,Medium,Core PCE Price Index m/m,0.1%,accurate,35,2016-08-29 12:30:00+00:00,0.0,2016,3,8,Monday
0.3%,USD,2016-08-29 08:30:00,0.3%,accurate,Medium,Personal Spending m/m,0.5%,better,35,2016-08-29 12:30:00+00:00,0.0,2016,3,8,Monday
0.4%,USD,2016-08-29 08:30:00,0.4%,accurate,Low,Personal Income m/m,0.3%,better,35,2016-08-29 12:30:00+00:00,0.0,2016,3,8,Monday
5.1%,USD,2016-08-30 09:00:00,5.1%,accurate,Low,S&P/CS Composite-20 HPI y/y,5.3%,accurate,35,2016-08-30 13:00:00+00:00,0.0,2016,3,8,Tuesday
101.1,USD,2016-08-30 10:00:00,97.2,better,High,CB Consumer Confidence,96.7,worse,35,2016-08-30 14:00:00+00:00,4.01,2016,3,8,Tuesday
177K,USD,2016-08-31 08:15:00,174K,accurate,High,ADP Non-Farm Employment Change,194K,better,35,2016-08-31 12:15:00+00:00,1.72,2016,3,8,Wednesday
51.5,USD,2016-08-31 09:45:00,54.1,worse,Medium,Chicago PMI,55.8,accurate,35,2016-08-31 13:45:00+00:00,-4.81,2016,3,8,Wednesday
1.3%,USD,2016-08-31 10:00:00,0.7%,better,Medium,Pending Home Sales m/m,-0.8%,worse,35,2016-08-31 14:00:00+00:00,85.71,2016,3,8,Wednesday
2.3M,USD,2016-08-31 10:30:00,1.1M,accurate,High,Crude Oil Inventories,2.5M,accurate,35,2016-08-31 14:30:00+00:00,109.09,2016,3,8,Wednesday
263K,USD,2016-09-01 08:30:00,265K,accurate,High,Unemployment Claims,261K,accurate,35,2016-09-01 12:30:00+00:00,-0.75,2016,3,9,Thursday
-0.6%,USD,2016-09-01 08:30:00,-0.6%,accurate,Medium,Revised Nonfarm Productivity q/q,-0.5%,accurate,35,2016-09-01 12:30:00+00:00,0.0,2016,3,9,Thursday
4.3%,USD,2016-09-01 08:30:00,2.0%,better,Low,Revised Unit Labor Costs q/q,2.0%,accurate,35,2016-09-01 12:30:00+00:00,115.0,2016,3,9,Thursday
52.0,USD,2016-09-01 09:45:00,52.1,accurate,Low,Final Manufacturing PMI,52.1,accurate,35,2016-09-01 13:45:00+00:00,-0.19,2016,3,9,Thursday
49.4,USD,2016-09-01 10:00:00,52.0,worse,High,ISM Manufacturing PMI,52.6,accurate,35,2016-09-01 14:00:00+00:00,-5.0,2016,3,9,Thursday
0.0%,USD,2016-09-01 10:00:00,0.6%,worse,Low,Construction Spending m/m,0.9%,better,35,2016-09-01 14:00:00+00:00,-100.0,2016,3,9,Thursday
53.0,USD,2016-09-01 10:00:00,54.5,worse,Low,ISM Manufacturing Prices,55.0,accurate,35,2016-09-01 14:00:00+00:00,-2.75,2016,3,9,Thursday
51B,USD,2016-09-01 10:30:00,38B,accurate,Low,Natural Gas Storage,11B,accurate,35,2016-09-01 14:30:00+00:00,34.21,2016,3,9,Thursday
17.0M,USD,2016-09-01 01:00:00,17.2M,worse,Low,Total Vehicle Sales,17.9M,accurate,35,2016-09-01 05:00:00+00:00,-1.16,2016,3,9,Thursday
0.1%,USD,2016-09-02 08:30:00,0.2%,worse,High,Average Hourly Earnings m/m,0.3%,accurate,35,2016-09-02 12:30:00+00:00,-50.0,2016,3,9,Friday
151K,USD,2016-09-02 08:30:00,180K,worse,High,Non-Farm Employment Change,275K,better,35,2016-09-02 12:30:00+00:00,-16.11,2016,3,9,Friday
4.9%,USD,2016-09-02 08:30:00,4.8%,worse,High,Unemployment Rate,4.9%,accurate,35,2016-09-02 12:30:00+00:00,2.08,2016,3,9,Friday
-39.5B,USD,2016-09-02 08:30:00,-43.0B,better,Medium,Trade Balance,-44.7B,accurate,35,2016-09-02 12:30:00+00:00,8.14,2016,3,9,Friday
1.9%,USD,2016-09-02 10:00:00,2.1%,worse,Medium,Factory Orders m/m,-1.8%,worse,35,2016-09-02 14:00:00+00:00,-9.52,2016,3,9,Friday
51.0,USD,2016-09-03 06:55:00,51.2,accurate,Low,Final Services PMI,50.9,accurate,35,2016-09-03 10:55:00+00:00,-0.39,2016,3,9,Saturday
52.1,USD,2016-08-23 09:45:00,53.1,worse,Low,Flash Manufacturing PMI,52.9,accurate,34,2016-08-23 13:45:00+00:00,-1.88,2016,3,8,Tuesday
-11,USD,2016-08-23 09:59:00,6,worse,Low,Richmond Manufacturing Index,10,accurate,34,2016-08-23 13:59:00+00:00,-283.33,2016,3,8,Tuesday
654K,USD,2016-08-23 10:00:00,575K,better,Medium,New Home Sales,582K,worse,34,2016-08-23 14:00:00+00:00,13.74,2016,3,8,Tuesday
0.2%,USD,2016-08-24 09:00:00,0.3%,worse,Low,HPI m/m,0.2%,accurate,34,2016-08-24 13:00:00+00:00,-33.33,2016,3,8,Wednesday
5.39M,USD,2016-08-24 10:00:00,5.52M,worse,Medium,Existing Home Sales,5.57M,accurate,34,2016-08-24 14:00:00+00:00,-2.36,2016,3,8,Wednesday
2.5M,USD,2016-08-24 10:30:00,-0.5M,accurate,High,Crude Oil Inventories,-2.5M,accurate,34,2016-08-24 14:30:00+00:00,600.0,2016,3,8,Wednesday
1.5%,USD,2016-08-25 08:30:00,0.4%,better,High,Core Durable Goods Orders m/m,-0.4%,accurate,34,2016-08-25 12:30:00+00:00,275.0,2016,3,8,Thursday
261K,USD,2016-08-25 08:30:00,265K,accurate,High,Unemployment Claims,262K,accurate,34,2016-08-25 12:30:00+00:00,-1.51,2016,3,8,Thursday
4.4%,USD,2016-08-25 08:30:00,3.4%,better,Medium,Durable Goods Orders m/m,-3.9%,accurate,34,2016-08-25 12:30:00+00:00,29.41,2016,3,8,Thursday
50.9,USD,2016-08-25 09:45:00,51.9,worse,Low,Flash Services PMI,51.4,better,34,2016-08-25 13:45:00+00:00,-1.93,2016,3,8,Thursday
11B,USD,2016-08-25 10:30:00,22B,accurate,Low,Natural Gas Storage,22B,accurate,34,2016-08-25 14:30:00+00:00,-50.0,2016,3,8,Thursday
1.1%,USD,2016-08-26 08:30:00,1.1%,accurate,High,Prelim GDP q/q,1.2%,accurate,34,2016-08-26 12:30:00+00:00,0.0,2016,3,8,Friday
-59.3B,USD,2016-08-26 08:30:00,-62.3B,better,Low,Goods Trade Balance,-64.5B,worse,34,2016-08-26 12:30:00+00:00,4.82,2016,3,8,Friday
2.3%,USD,2016-08-26 08:30:00,2.2%,accurate,Low,Prelim GDP Price Index q/q,2.2%,accurate,34,2016-08-26 12:30:00+00:00,4.55,2016,3,8,Friday
0.0%,USD,2016-08-26 08:30:00,0.1%,better,Low,Prelim Wholesale Inventories m/m,0.3%,accurate,34,2016-08-26 12:30:00+00:00,-100.0,2016,3,8,Friday
89.8,USD,2016-08-26 10:00:00,90.6,worse,Medium,Revised UoM Consumer Sentiment,90.4,accurate,34,2016-08-26 14:00:00+00:00,-0.88,2016,3,8,Friday
-4.2,USD,2016-08-15 08:30:00,2.1,worse,Medium,Empire State Manufacturing Index,0.6,accurate,33,2016-08-15 12:30:00+00:00,-300.0,2016,3,8,Monday
60,USD,2016-08-15 10:00:00,60,accurate,Low,NAHB Housing Market Index,58,worse,33,2016-08-15 14:00:00+00:00,0.0,2016,3,8,Monday
-3.6B,USD,2016-08-15 16:00:00,42.3B,worse,Low,TIC Long-Term Purchases,40.8B,accurate,33,2016-08-15 20:00:00+00:00,-108.51,2016,3,8,Monday
1.15M,USD,2016-08-16 08:30:00,1.16M,accurate,High,Building Permits,1.15M,accurate,33,2016-08-16 12:30:00+00:00,-0.86,2016,3,8,Tuesday
0.0%,USD,2016-08-16 08:30:00,0.0%,accurate,High,CPI m/m,0.2%,accurate,33,2016-08-16 12:30:00+00:00,0.0,2016,3,8,Tuesday
