actual,country,datetime,forecast,forecast_error,impact,new,previous,previous_error,week,datetime_gmt,forecast_error_ratio,year,quarter,month,day_name
0.6%,USD,2013-01-10 10:00:00,0.2%,worse,Low,Final Wholesale Inventories m/m,0.3%,better,2,2013-01-10 15:00:00+00:00,200.0,2013,1,1,Thursday
-201B,USD,2013-01-10 10:30:00,-185B,accurate,Low,Natural Gas Storage,-135B,accurate,2,2013-01-10 15:30:00+00:00,-8.65,2013,1,1,Thursday
-48.7B,USD,2013-01-11 08:30:00,-41.1B,worse,High,Trade Balance,-42.1B,accurate,2,2013-01-11 13:30:00+00:00,-18.49,2013,1,1,Friday
-0.1%,USD,2013-01-11 08:30:00,0.1%,worse,Medium,Import Prices m/m,-0.8%,accurate,2,2013-01-11 13:30:00+00:00,-200.0,2013,1,1,Friday
-0.3B,USD,2013-01-11 14:00:00,-11.6B,better,Medium,Federal Budget Balance,-172.1B,accurate,2,2013-01-11 19:00:00+00:00,97.41,2013,1,1,Friday
54.0,USD,2013-01-02 09:00:00,53.2,better,Low,Final Manufacturing PMI,54.2,accurate,1,2013-01-02 14:00:00+00:00,1.5,2013,1,1,Wednesday
50.7,USD,2013-01-02 10:00:00,50.2,better,High,ISM Manufacturing PMI,49.5,accurate,1,2013-01-02 15:00:00+00:00,1.0,2013,1,1,Wednesday
-0.3%,USD,2013-01-02 10:00:00,0.6%,worse,Low,Construction Spending m/m,0.7%,worse,1,2013-01-02 15:00:00+00:00,-150.0,2013,1,1,Wednesday
55.5,USD,2013-01-02 10:00:00,51.4,better,Low,ISM Manufacturing Prices,52.5,accurate,1,2013-01-02 15:00:00+00:00,7.98,2013,1,1,Wednesday
215K,USD,2013-01-03 08:15:00,134K,better,High,ADP Non-Farm Employment Change,148K,better,1,2013-01-03 13:15:00+00:00,60.45,2013,1,1,Thursday
372K,USD,2013-01-03 08:30:00,356K,worse,High,Unemployment Claims,362K,worse,1,2013-01-03 13:30:00+00:00,4.49,2013,1,1,Thursday
15.4M,USD,2013-01-03 00:00:00,15.3M,accurate,Low,Total Vehicle Sales,15.5M,accurate,1,2013-01-03 05:00:00+00:00,0.65,2013,1,1,Thursday
155K,USD,2013-01-04 08:30:00,150K,accurate,High,Non-Farm Employment Change,161K,better,1,2013-01-04 13:30:00+00:00,3.33,2013,1,1,Friday
7.8%,USD,2013-01-04 08:30:00,7.7%,worse,High,Unemployment Rate,7.7%,accurate,1,2013-01-04 13:30:00+00:00,1.3,2013,1,1,Friday
0.3%,USD,2013-01-04 08:30:00,0.2%,better,Medium,Average Hourly Earnings m/m,0.3%,better,1,2013-01-04 13:30:00+00:00,50.0,2013,1,1,Friday
56.1,USD,2013-01-04 10:00:00,54.2,better,High,ISM Non-Manufacturing PMI,54.7,accurate,1,2013-01-04 15:00:00+00:00,3.51,2013,1,1,Friday
0.0%,USD,2013-01-04 10:00:00,0.3%,worse,Medium,Factory Orders m/m,0.8%,accurate,1,2013-01-04 15:00:00+00:00,-100.0,2013,1,1,Friday
-135B,USD,2013-01-04 10:30:00,-129B,accurate,Low,Natural Gas Storage,-72B,accurate,1,2013-01-04 15:30:00+00:00,-4.65,2013,1,1,Friday
-11.1M,USD,2013-01-04 11:00:00,-0.7M,accurate,Medium,Crude Oil Inventories,-0.6M,accurate,1,2013-01-04 16:00:00+00:00,-1485.71,2013,1,1,Friday
