actual,country,datetime,forecast,forecast_error,impact,new,previous,previous_error,week,datetime_gmt,forecast_error_ratio,year,quarter,month,day_name
65.9,USD,2013-10-31 09:45:00,55.1,better,Medium,Chicago PMI,55.7,accurate,44,2013-10-31 13:45:00+00:00,19.6,2013,4,10,Thursday
38B,USD,2013-10-31 10:30:00,35B,accurate,Low,Natural Gas Storage,87B,accurate,44,2013-10-31 14:30:00+00:00,8.57,2013,4,10,Thursday
51.8,USD,2013-11-01 09:00:00,51.1,better,Low,Final Manufacturing PMI,51.1,accurate,44,2013-11-01 13:00:00+00:00,1.37,2013,4,11,Friday
56.4,USD,2013-11-01 10:00:00,55.3,better,High,ISM Manufacturing PMI,56.2,accurate,44,2013-11-01 14:00:00+00:00,1.99,2013,4,11,Friday
55.5,USD,2013-11-01 10:00:00,55.1,better,Low,ISM Manufacturing Prices,56.5,accurate,44,2013-11-01 14:00:00+00:00,0.73,2013,4,11,Friday
15.2M,USD,2013-11-01 01:00:00,15.5M,worse,Low,Total Vehicle Sales,15.3M,accurate,44,2013-11-01 05:00:00+00:00,-1.94,2013,4,11,Friday
5.29M,USD,2013-10-21 10:00:00,5.31M,accurate,High,Existing Home Sales,5.39M,worse,43,2013-10-21 14:00:00+00:00,-0.38,2013,4,10,Monday
4.0M,USD,2013-10-21 10:30:00,3.4M,accurate,Medium,Crude Oil Inventories,6.8M,accurate,43,2013-10-21 14:30:00+00:00,17.65,2013,4,10,Monday
148K,USD,2013-10-22 08:30:00,182K,worse,High,Non-Farm Employment Change,193K,better,43,2013-10-22 12:30:00+00:00,-18.68,2013,4,10,Tuesday
7.2%,USD,2013-10-22 08:30:00,7.3%,better,High,Unemployment Rate,7.3%,accurate,43,2013-10-22 12:30:00+00:00,-1.37,2013,4,10,Tuesday
0.1%,USD,2013-10-22 08:30:00,0.2%,worse,Medium,Average Hourly Earnings m/m,0.3%,better,43,2013-10-22 12:30:00+00:00,-50.0,2013,4,10,Tuesday
-8.9B,USD,2013-10-22 09:00:00,30.9B,worse,Medium,TIC Long-Term Purchases,31.0B,accurate,43,2013-10-22 13:00:00+00:00,-128.8,2013,4,10,Tuesday
1,USD,2013-10-22 09:59:00,0,better,Low,Richmond Manufacturing Index,0,accurate,43,2013-10-22 13:59:00+00:00,100.0,2013,4,10,Tuesday
0.6%,USD,2013-10-22 10:00:00,0.5%,accurate,Low,Construction Spending m/m,1.4%,better,43,2013-10-22 14:00:00+00:00,20.0,2013,4,10,Tuesday
77B,USD,2013-10-22 10:30:00,81B,accurate,Low,Natural Gas Storage,90B,accurate,43,2013-10-22 14:30:00+00:00,-4.94,2013,4,10,Tuesday
0.2%,USD,2013-10-23 08:30:00,0.3%,accurate,Medium,Import Prices m/m,0.2%,better,43,2013-10-23 12:30:00+00:00,-33.33,2013,4,10,Wednesday
0.3%,USD,2013-10-23 09:00:00,0.8%,worse,Low,HPI m/m,0.8%,worse,43,2013-10-23 13:00:00+00:00,-62.5,2013,4,10,Wednesday
5.2M,USD,2013-10-23 10:30:00,2.7M,accurate,Medium,Crude Oil Inventories,4.0M,accurate,43,2013-10-23 14:30:00+00:00,92.59,2013,4,10,Wednesday
-38.8B,USD,2013-10-24 08:30:00,-39.4B,accurate,High,Trade Balance,-38.6B,accurate,43,2013-10-24 12:30:00+00:00,1.52,2013,4,10,Thursday
350K,USD,2013-10-24 08:30:00,343K,worse,High,Unemployment Claims,362K,accurate,43,2013-10-24 12:30:00+00:00,2.04,2013,4,10,Thursday
51.1,USD,2013-10-24 09:00:00,52.8,worse,Medium,Flash Manufacturing PMI,52.8,accurate,43,2013-10-24 13:00:00+00:00,-3.22,2013,4,10,Thursday
3.88M,USD,2013-10-24 10:00:00,3.77M,better,Medium,JOLTS Job Openings,3.81M,better,43,2013-10-24 14:00:00+00:00,2.92,2013,4,10,Thursday
87B,USD,2013-10-24 10:30:00,80B,accurate,Low,Natural Gas Storage,77B,accurate,43,2013-10-24 14:30:00+00:00,8.75,2013,4,10,Thursday
-0.1%,USD,2013-10-25 08:30:00,0.6%,worse,High,Core Durable Goods Orders m/m,-0.4%,worse,43,2013-10-25 12:30:00+00:00,-116.67,2013,4,10,Friday
3.7%,USD,2013-10-25 08:30:00,1.7%,better,Medium,Durable Goods Orders m/m,0.2%,accurate,43,2013-10-25 12:30:00+00:00,117.65,2013,4,10,Friday
73.2,USD,2013-10-25 09:55:00,75.8,worse,Medium,Revised UoM Consumer Sentiment,75.2,accurate,43,2013-10-25 13:55:00+00:00,-3.43,2013,4,10,Friday
0.5%,USD,2013-10-25 10:00:00,0.3%,worse,Low,Final Wholesale Inventories m/m,0.2%,worse,43,2013-10-25 14:00:00+00:00,66.67,2013,4,10,Friday
1.5,USD,2013-10-15 08:30:00,8.2,worse,Medium,Empire State Manufacturing Index,6.3,accurate,42,2013-10-15 12:30:00+00:00,-81.71,2013,4,10,Tuesday
55,USD,2013-10-16 10:00:00,58,worse,Medium,NAHB Housing Market Index,57,worse,42,2013-10-16 14:00:00+00:00,-5.17,2013,4,10,Wednesday
358K,USD,2013-10-17 08:30:00,357K,accurate,High,Unemployment Claims,373K,accurate,42,2013-10-17 12:30:00+00:00,0.28,2013,4,10,Thursday
19.8,USD,2013-10-17 10:00:00,15.4,better,High,Philly Fed Manufacturing Index,22.3,accurate,42,2013-10-17 14:00:00+00:00,28.57,2013,4,10,Thursday
13.6B,USD,2013-10-07 15:00:00,12.6B,better,Low,Consumer Credit m/m,10.4B,accurate,41,2013-10-07 19:00:00+00:00,7.94,2013,4,10,Monday
93.9,USD,2013-10-08 07:30:00,95.2,worse,Low,NFIB Small Business Index,94.1,accurate,41,2013-10-08 11:30:00+00:00,-1.37,2013,4,10,Tuesday
38.4,USD,2013-10-08 10:00:00,46.2,worse,Low,IBD/TIPP Economic Optimism,46.0,accurate,41,2013-10-08 14:00:00+00:00,-16.88,2013,4,10,Tuesday
6.8M,USD,2013-10-09 10:30:00,0.9M,accurate,Medium,Crude Oil Inventories,5.5M,accurate,41,2013-10-09 14:30:00+00:00,655.56,2013,4,10,Wednesday
374K,USD,2013-10-10 08:30:00,307K,worse,High,Unemployment Claims,308K,accurate,41,2013-10-10 12:30:00+00:00,21.82,2013,4,10,Thursday
90B,USD,2013-10-10 10:30:00,96B,accurate,Low,Natural Gas Storage,101B,accurate,41,2013-10-10 14:30:00+00:00,-6.25,2013,4,10,Thursday
75.2,USD,2013-10-11 09:55:00,77.2,worse,High,Prelim UoM Consumer Sentiment,77.5,better,41,2013-10-11 13:55:00+00:00,-2.59,2013,4,10,Friday
55.7,USD,2013-09-30 09:45:00,54.5,better,Medium,Chicago PMI,53.0,accurate,40,2013-09-30 13:45:00+00:00,2.2,2013,3,9,Monday
52.8,USD,2013-10-01 09:00:00,52.8,accurate,Low,Final Manufacturing PMI,52.8,accurate,40,2013-10-01 13:00:00+00:00,0.0,2013,4,10,Tuesday
56.2,USD,2013-10-01 10:00:00,55.3,better,High,ISM Manufacturing PMI,55.7,accurate,40,2013-10-01 14:00:00+00:00,1.63,2013,4,10,Tuesday
56.5,USD,2013-10-01 10:00:00,55.2,better,Low,ISM Manufacturing Prices,54.0,accurate,40,2013-10-01 14:00:00+00:00,2.36,2013,4,10,Tuesday
15.3M,USD,2013-10-01 01:00:00,16.1M,worse,Low,Total Vehicle Sales,16.1M,accurate,40,2013-10-01 05:00:00+00:00,-4.97,2013,4,10,Tuesday
166K,USD,2013-10-02 08:15:00,177K,worse,High,ADP Non-Farm Employment Change,159K,worse,40,2013-10-02 12:15:00+00:00,-6.21,2013,4,10,Wednesday
5.5M,USD,2013-10-02 10:30:00,2.4M,accurate,Medium,Crude Oil Inventories,2.6M,accurate,40,2013-10-02 14:30:00+00:00,129.17,2013,4,10,Wednesday
308K,USD,2013-10-03 08:30:00,315K,better,High,Unemployment Claims,307K,accurate,40,2013-10-03 12:30:00+00:00,-2.22,2013,4,10,Thursday
54.4,USD,2013-10-03 10:00:00,57.2,worse,High,ISM Non-Manufacturing PMI,58.6,accurate,40,2013-10-03 14:00:00+00:00,-4.9,2013,4,10,Thursday
101B,USD,2013-10-03 10:30:00,96B,accurate,Low,Natural Gas Storage,87B,accurate,40,2013-10-03 14:30:00+00:00,5.21,2013,4,10,Thursday
52.8,USD,2013-09-23 09:00:00,54.2,worse,Medium,Flash Manufacturing PMI,53.1,worse,39,2013-09-23 13:00:00+00:00,-2.58,2013,3,9,Monday
12.4%,USD,2013-09-24 09:00:00,12.5%,accurate,Medium,S&P/CS Composite-20 HPI y/y,12.1%,accurate,39,2013-09-24 13:00:00+00:00,-0.8,2013,3,9,Tuesday
1.0%,USD,2013-09-24 09:00:00,0.9%,better,Low,HPI m/m,0.7%,accurate,39,2013-09-24 13:00:00+00:00,11.11,2013,3,9,Tuesday
0,USD,2013-09-24 09:59:00,17,worse,Low,Richmond Manufacturing Index,14,accurate,39,2013-09-24 13:59:00+00:00,-100.0,2013,3,9,Tuesday
79.7,USD,2013-09-24 10:00:00,79.9,accurate,High,CB Consumer Confidence,81.8,accurate,39,2013-09-24 14:00:00+00:00,-0.25,2013,3,9,Tuesday
-0.1%,USD,2013-09-25 08:30:00,1.1%,worse,High,Core Durable Goods Orders m/m,-0.8%,worse,39,2013-09-25 12:30:00+00:00,-109.09,2013,3,9,Wednesday
0.1%,USD,2013-09-25 08:30:00,0.0%,accurate,Medium,Durable Goods Orders m/m,-7.4%,accurate,39,2013-09-25 12:30:00+00:00,100.0,2013,3,9,Wednesday
421K,USD,2013-09-25 10:00:00,422K,accurate,High,New Home Sales,390K,worse,39,2013-09-25 14:00:00+00:00,-0.24,2013,3,9,Wednesday
2.6M,USD,2013-09-25 10:30:00,-1.0M,accurate,Medium,Crude Oil Inventories,-4.4M,accurate,39,2013-09-25 14:30:00+00:00,360.0,2013,3,9,Wednesday
305K,USD,2013-09-26 08:30:00,319K,better,High,Unemployment Claims,310K,accurate,39,2013-09-26 12:30:00+00:00,-4.39,2013,3,9,Thursday
2.5%,USD,2013-09-26 08:30:00,2.7%,worse,Medium,Final GDP q/q,2.5%,accurate,39,2013-09-26 12:30:00+00:00,-7.41,2013,3,9,Thursday
0.6%,USD,2013-09-26 08:30:00,0.8%,worse,Low,Final GDP Price Index q/q,0.8%,accurate,39,2013-09-26 12:30:00+00:00,-25.0,2013,3,9,Thursday
-1.6%,USD,2013-09-26 10:00:00,-0.9%,worse,High,Pending Home Sales m/m,-1.4%,accurate,39,2013-09-26 14:00:00+00:00,-77.78,2013,3,9,Thursday
87B,USD,2013-09-26 10:30:00,60B,accurate,Low,Natural Gas Storage,46B,accurate,39,2013-09-26 14:30:00+00:00,45.0,2013,3,9,Thursday
0.2%,USD,2013-09-27 08:30:00,0.1%,better,Medium,Core PCE Price Index m/m,0.1%,accurate,39,2013-09-27 12:30:00+00:00,100.0,2013,3,9,Friday
0.3%,USD,2013-09-27 08:30:00,0.3%,accurate,Medium,Personal Spending m/m,0.2%,better,39,2013-09-27 12:30:00+00:00,0.0,2013,3,9,Friday
0.4%,USD,2013-09-27 08:30:00,0.5%,worse,Low,Personal Income m/m,0.2%,better,39,2013-09-27 12:30:00+00:00,-20.0,2013,3,9,Friday
77.5,USD,2013-09-27 09:55:00,78.2,worse,Medium,Revised UoM Consumer Sentiment,76.8,accurate,39,2013-09-27 13:55:00+00:00,-0.9,2013,3,9,Friday
6.3,USD,2013-09-16 08:30:00,9.2,worse,Medium,Empire State Manufacturing Index,8.2,accurate,38,2013-09-16 12:30:00+00:00,-31.52,2013,3,9,Monday
77.8%,USD,2013-09-16 09:15:00,77.8%,accurate,Medium,Capacity Utilization Rate,77.6%,accurate,38,2013-09-16 13:15:00+00:00,0.0,2013,3,9,Monday
0.4%,USD,2013-09-16 09:15:00,0.5%,worse,Medium,Industrial Production m/m,0.0%,accurate,38,2013-09-16 13:15:00+00:00,-20.0,2013,3,9,Monday
0.1%,USD,2013-09-17 08:30:00,0.1%,accurate,High,Core CPI m/m,0.2%,accurate,38,2013-09-17 12:30:00+00:00,0.0,2013,3,9,Tuesday
0.1%,USD,2013-09-17 08:30:00,0.2%,worse,Medium,CPI m/m,0.2%,accurate,38,2013-09-17 12:30:00+00:00,-50.0,2013,3,9,Tuesday
31.1B,USD,2013-09-17 09:00:00,-45.3B,better,Medium,TIC Long-Term Purchases,-67.0B,accurate,38,2013-09-17 13:00:00+00:00,168.65,2013,3,9,Tuesday
58,USD,2013-09-17 10:00:00,59,worse,Medium,NAHB Housing Market Index,58,worse,38,2013-09-17 14:00:00+00:00,-1.69,2013,3,9,Tuesday
0.92M,USD,2013-09-18 08:30:00,0.95M,worse,High,Building Permits,0.95M,accurate,38,2013-09-18 12:30:00+00:00,-3.16,2013,3,9,Wednesday
0.89M,USD,2013-09-18 08:30:00,0.93M,worse,Medium,Housing Starts,0.88M,accurate,38,2013-09-18 12:30:00+00:00,-4.3,2013,3,9,Wednesday
-4.4M,USD,2013-09-18 10:30:00,-1.2M,accurate,Medium,Crude Oil Inventories,-0.2M,accurate,38,2013-09-18 14:30:00+00:00,-266.67,2013,3,9,Wednesday
<0.25%,USD,2013-09-18 14:00:00,<0.25%,accurate,Medium,Federal Funds Rate,<0.25%,accurate,38,2013-09-18 18:00:00+00:00,0.0,2013,3,9,Wednesday
309K,USD,2013-09-19 08:30:00,331K,better,High,Unemployment Claims,294K,accurate,38,2013-09-19 12:30:00+00:00,-6.65,2013,3,9,Thursday
-99B,USD,2013-09-19 08:30:00,-96B,worse,Medium,Current Account,-105B,accurate,38,2013-09-19 12:30:00+00:00,-3.12,2013,3,9,Thursday
5.48M,USD,2013-09-19 10:00:00,5.27M,better,High,Existing Home Sales,5.39M,accurate,38,2013-09-19 14:00:00+00:00,3.98,2013,3,9,Thursday
22.3,USD,2013-09-19 10:00:00,10.2,better,High,Philly Fed Manufacturing Index,9.3,accurate,38,2013-09-19 14:00:00+00:00,118.63,2013,3,9,Thursday
0.7%,USD,2013-09-19 10:00:00,0.6%,better,Low,CB Leading Index m/m,0.5%,worse,38,2013-09-19 14:00:00+00:00,16.67,2013,3,9,Thursday
46B,USD,2013-09-19 10:30:00,60B,accurate,Low,Natural Gas Storage,65B,accurate,38,2013-09-19 14:30:00+00:00,-23.33,2013,3,9,Thursday
10.4B,USD,2013-09-09 15:00:00,12.7B,worse,Low,Consumer Credit m/m,11.9B,worse,37,2013-09-09 19:00:00+00:00,-18.11,2013,3,9,Monday
94.1,USD,2013-09-10 07:30:00,94.8,accurate,Low,NFIB Small Business Index,94.1,accurate,37,2013-09-10 11:30:00+00:00,-0.74,2013,3,9,Tuesday
3.69M,USD,2013-09-10 10:00:00,3.96M,worse,Medium,JOLTS Job Openings,3.87M,worse,37,2013-09-10 14:00:00+00:00,-6.82,2013,3,9,Tuesday
0.1%,USD,2013-09-11 10:00:00,0.3%,better,Low,Final Wholesale Inventories m/m,-0.2%,accurate,37,2013-09-11 14:00:00+00:00,-66.67,2013,3,9,Wednesday
-0.2M,USD,2013-09-11 10:30:00,-2.2M,accurate,Medium,Crude Oil Inventories,-1.8M,accurate,37,2013-09-11 14:30:00+00:00,90.91,2013,3,9,Wednesday
292K,USD,2013-09-12 08:30:00,332K,better,High,Unemployment Claims,323K,accurate,37,2013-09-12 12:30:00+00:00,-12.05,2013,3,9,Thursday
0.0%,USD,2013-09-12 08:30:00,0.6%,worse,Medium,Import Prices m/m,0.1%,accurate,37,2013-09-12 12:30:00+00:00,-100.0,2013,3,9,Thursday
65B,USD,2013-09-12 10:30:00,65B,accurate,Low,Natural Gas Storage,58B,accurate,37,2013-09-12 14:30:00+00:00,0.0,2013,3,9,Thursday
-147.9B,USD,2013-09-12 13:38:00,-155.3B,better,Medium,Federal Budget Balance,-97.6B,accurate,37,2013-09-12 17:38:00+00:00,4.76,2013,3,9,Thursday
0.1%,USD,2013-09-13 08:30:00,0.3%,worse,High,Core Retail Sales m/m,0.6%,better,37,2013-09-13 12:30:00+00:00,-66.67,2013,3,9,Friday
0.3%,USD,2013-09-13 08:30:00,0.2%,better,High,PPI m/m,0.0%,accurate,37,2013-09-13 12:30:00+00:00,50.0,2013,3,9,Friday
0.2%,USD,2013-09-13 08:30:00,0.5%,worse,High,Retail Sales m/m,0.4%,better,37,2013-09-13 12:30:00+00:00,-60.0,2013,3,9,Friday
0.0%,USD,2013-09-13 08:30:00,0.2%,worse,Medium,Core PPI m/m,0.1%,accurate,37,2013-09-13 12:30:00+00:00,-100.0,2013,3,9,Friday
76.8,USD,2013-09-13 09:55:00,82.6,worse,High,Prelim UoM Consumer Sentiment,82.1,better,37,2013-09-13 13:55:00+00:00,-7.02,2013,3,9,Friday
0.4%,USD,2013-09-13 10:00:00,0.4%,accurate,Medium,Business Inventories m/m,0.1%,worse,37,2013-09-13 14:00:00+00:00,0.0,2013,3,9,Friday
53.1,USD,2013-09-03 09:00:00,53.9,worse,Low,Final Manufacturing PMI,53.9,accurate,36,2013-09-03 13:00:00+00:00,-1.48,2013,3,9,Tuesday
55.7,USD,2013-09-03 10:00:00,54.2,better,High,ISM Manufacturing PMI,55.4,accurate,36,2013-09-03 14:00:00+00:00,2.77,2013,3,9,Tuesday
0.6%,USD,2013-09-03 10:00:00,0.3%,better,Low,Construction Spending m/m,0.0%,better,36,2013-09-03 14:00:00+00:00,100.0,2013,3,9,Tuesday
54.0,USD,2013-09-03 10:00:00,51.6,better,Low,ISM Manufacturing Prices,49.0,accurate,36,2013-09-03 14:00:00+00:00,4.65,2013,3,9,Tuesday
-39.1B,USD,2013-09-04 08:30:00,-38.7B,accurate,High,Trade Balance,-34.5B,accurate,36,2013-09-04 12:30:00+00:00,-1.03,2013,3,9,Wednesday
46.0,USD,2013-09-04 10:00:00,46.2,accurate,Low,IBD/TIPP Economic Optimism,45.1,accurate,36,2013-09-04 14:00:00+00:00,-0.43,2013,3,9,Wednesday
16.1M,USD,2013-09-04 01:00:00,15.8M,better,Low,Total Vehicle Sales,15.7M,accurate,36,2013-09-04 05:00:00+00:00,1.9,2013,3,9,Wednesday
176K,USD,2013-09-05 08:15:00,175K,accurate,High,ADP Non-Farm Employment Change,198K,accurate,36,2013-09-05 12:15:00+00:00,0.57,2013,3,9,Thursday
323K,USD,2013-09-05 08:30:00,332K,better,High,Unemployment Claims,332K,accurate,36,2013-09-05 12:30:00+00:00,-2.71,2013,3,9,Thursday
2.3%,USD,2013-09-05 08:30:00,1.6%,worse,Medium,Revised Nonfarm Productivity q/q,0.9%,accurate,36,2013-09-05 12:30:00+00:00,43.75,2013,3,9,Thursday
0.0%,USD,2013-09-05 08:30:00,0.9%,worse,Low,Revised Unit Labor Costs q/q,1.4%,accurate,36,2013-09-05 12:30:00+00:00,-100.0,2013,3,9,Thursday
58.6,USD,2013-09-05 10:00:00,55.2,better,High,ISM Non-Manufacturing PMI,56.0,accurate,36,2013-09-05 14:00:00+00:00,6.16,2013,3,9,Thursday
-2.4%,USD,2013-09-05 10:00:00,-3.4%,better,Medium,Factory Orders m/m,1.6%,accurate,36,2013-09-05 14:00:00+00:00,29.41,2013,3,9,Thursday
58B,USD,2013-09-05 10:30:00,55B,accurate,Low,Natural Gas Storage,67B,accurate,36,2013-09-05 14:30:00+00:00,5.45,2013,3,9,Thursday
-1.8M,USD,2013-09-05 11:00:00,-1.9M,accurate,Medium,Crude Oil Inventories,3.0M,accurate,36,2013-09-05 15:00:00+00:00,5.26,2013,3,9,Thursday
169K,USD,2013-09-06 08:30:00,178K,worse,High,Non-Farm Employment Change,104K,worse,36,2013-09-06 12:30:00+00:00,-5.06,2013,3,9,Friday
7.3%,USD,2013-09-06 08:30:00,7.4%,better,High,Unemployment Rate,7.4%,accurate,36,2013-09-06 12:30:00+00:00,-1.35,2013,3,9,Friday
0.2%,USD,2013-09-06 08:30:00,0.2%,accurate,Medium,Average Hourly Earnings m/m,0.0%,better,36,2013-09-06 12:30:00+00:00,0.0,2013,3,9,Friday
-0.6%,USD,2013-08-26 08:30:00,0.6%,worse,High,Core Durable Goods Orders m/m,-0.1%,accurate,35,2013-08-26 12:30:00+00:00,-200.0,2013,3,8,Monday
-7.3%,USD,2013-08-26 08:30:00,-3.0%,worse,Medium,Durable Goods Orders m/m,3.9%,worse,35,2013-08-26 12:30:00+00:00,-143.33,2013,3,8,Monday
12.1%,USD,2013-08-27 09:00:00,11.9%,better,Medium,S&P/CS Composite-20 HPI y/y,12.2%,accurate,35,2013-08-27 13:00:00+00:00,1.68,2013,3,8,Tuesday
14,USD,2013-08-27 09:59:00,-7,better,Low,Richmond Manufacturing Index,-11,accurate,35,2013-08-27 13:59:00+00:00,300.0,2013,3,8,Tuesday
81.5,USD,2013-08-27 10:00:00,79.6,better,High,CB Consumer Confidence,81.0,better,35,2013-08-27 14:00:00+00:00,2.39,2013,3,8,Tuesday
-1.3%,USD,2013-08-28 10:00:00,0.2%,worse,High,Pending Home Sales m/m,-0.4%,accurate,35,2013-08-28 14:00:00+00:00,-750.0,2013,3,8,Wednesday
3.0M,USD,2013-08-28 10:30:00,0.5M,accurate,Medium,Crude Oil Inventories,-1.4M,accurate,35,2013-08-28 14:30:00+00:00,500.0,2013,3,8,Wednesday
2.5%,USD,2013-08-29 08:30:00,2.2%,better,High,Prelim GDP q/q,1.7%,accurate,35,2013-08-29 12:30:00+00:00,13.64,2013,3,8,Thursday
331K,USD,2013-08-29 08:30:00,330K,accurate,High,Unemployment Claims,337K,accurate,35,2013-08-29 12:30:00+00:00,0.3,2013,3,8,Thursday
0.8%,USD,2013-08-29 08:30:00,0.7%,accurate,Low,Prelim GDP Price Index q/q,0.7%,accurate,35,2013-08-29 12:30:00+00:00,14.29,2013,3,8,Thursday
67B,USD,2013-08-29 10:30:00,65B,accurate,Low,Natural Gas Storage,57B,accurate,35,2013-08-29 14:30:00+00:00,3.08,2013,3,8,Thursday
0.1%,USD,2013-08-30 08:30:00,0.2%,worse,Medium,Core PCE Price Index m/m,0.2%,accurate,35,2013-08-30 12:30:00+00:00,-50.0,2013,3,8,Friday
0.1%,USD,2013-08-30 08:30:00,0.3%,worse,Medium,Personal Spending m/m,0.6%,better,35,2013-08-30 12:30:00+00:00,-66.67,2013,3,8,Friday
0.1%,USD,2013-08-30 08:30:00,0.3%,worse,Low,Personal Income m/m,0.3%,accurate,35,2013-08-30 12:30:00+00:00,-66.67,2013,3,8,Friday
53.0,USD,2013-08-30 09:45:00,53.2,accurate,Medium,Chicago PMI,52.3,accurate,35,2013-08-30 13:45:00+00:00,-0.38,2013,3,8,Friday
82.1,USD,2013-08-30 09:55:00,81.2,better,Medium,Revised UoM Consumer Sentiment,80.0,accurate,35,2013-08-30 13:55:00+00:00,1.11,2013,3,8,Friday
5.39M,USD,2013-08-21 10:00:00,5.15M,better,High,Existing Home Sales,5.06M,accurate,34,2013-08-21 14:00:00+00:00,4.66,2013,3,8,Wednesday
-1.4M,USD,2013-08-21 10:30:00,-1.6M,accurate,Medium,Crude Oil Inventories,-2.8M,accurate,34,2013-08-21 14:30:00+00:00,12.5,2013,3,8,Wednesday
336K,USD,2013-08-22 08:30:00,329K,worse,High,Unemployment Claims,323K,accurate,34,2013-08-22 12:30:00+00:00,2.13,2013,3,8,Thursday
53.9,USD,2013-08-22 09:00:00,54.1,accurate,Medium,Flash Manufacturing PMI,53.7,better,34,2013-08-22 13:00:00+00:00,-0.37,2013,3,8,Thursday
0.7%,USD,2013-08-22 09:00:00,0.6%,better,Low,HPI m/m,0.8%,better,34,2013-08-22 13:00:00+00:00,16.67,2013,3,8,Thursday
0.6%,USD,2013-08-22 10:00:00,0.5%,better,Low,CB Leading Index m/m,0.0%,accurate,34,2013-08-22 14:00:00+00:00,20.0,2013,3,8,Thursday
57B,USD,2013-08-22 10:30:00,68B,accurate,Low,Natural Gas Storage,65B,accurate,34,2013-08-22 14:30:00+00:00,-16.18,2013,3,8,Thursday
394K,USD,2013-08-23 10:00:00,487K,worse,High,New Home Sales,455K,worse,34,2013-08-23 14:00:00+00:00,-19.1,2013,3,8,Friday
-97.6B,USD,2013-08-12 13:54:00,-95.3B,accurate,Medium,Federal Budget Balance,116.5B,accurate,33,2013-08-12 17:54:00+00:00,-2.41,2013,3,8,Monday
94.1,USD,2013-08-13 07:30:00,95.4,worse,Low,NFIB Small Business Index,93.5,accurate,33,2013-08-13 11:30:00+00:00,-1.36,2013,3,8,Tuesday
0.5%,USD,2013-08-13 08:30:00,0.4%,better,High,Core Retail Sales m/m,0.1%,better,33,2013-08-13 12:30:00+00:00,25.0,2013,3,8,Tuesday
0.2%,USD,2013-08-13 08:30:00,0.2%,accurate,High,Retail Sales m/m,0.6%,better,33,2013-08-13 12:30:00+00:00,0.0,2013,3,8,Tuesday
0.2%,USD,2013-08-13 08:30:00,0.9%,worse,Medium,Import Prices m/m,-0.4%,worse,33,2013-08-13 12:30:00+00:00,-77.78,2013,3,8,Tuesday
0.0%,USD,2013-08-13 10:00:00,0.3%,better,Medium,Business Inventories m/m,-0.1%,better,33,2013-08-13 14:00:00+00:00,-100.0,2013,3,8,Tuesday
0.0%,USD,2013-08-14 08:30:00,0.4%,worse,High,PPI m/m,0.8%,accurate,33,2013-08-14 12:30:00+00:00,-100.0,2013,3,8,Wednesday
0.1%,USD,2013-08-14 08:30:00,0.2%,worse,Medium,Core PPI m/m,0.2%,accurate,33,2013-08-14 12:30:00+00:00,-50.0,2013,3,8,Wednesday
-2.8M,USD,2013-08-14 10:30:00,-1.4M,accurate,Medium,Crude Oil Inventories,-1.3M,accurate,33,2013-08-14 14:30:00+00:00,-100.0,2013,3,8,Wednesday
0.2%,USD,2013-08-15 08:30:00,0.2%,accurate,High,Core CPI m/m,0.2%,accurate,33,2013-08-15 12:30:00+00:00,0.0,2013,3,8,Thursday
320K,USD,2013-08-15 08:30:00,334K,better,High,Unemployment Claims,335K,accurate,33,2013-08-15 12:30:00+00:00,-4.19,2013,3,8,Thursday
0.2%,USD,2013-08-15 08:30:00,0.2%,accurate,Medium,CPI m/m,0.5%,accurate,33,2013-08-15 12:30:00+00:00,0.0,2013,3,8,Thursday
8.2,USD,2013-08-15 08:30:00,10.2,worse,Medium,Empire State Manufacturing Index,9.5,accurate,33,2013-08-15 12:30:00+00:00,-19.61,2013,3,8,Thursday
-66.9B,USD,2013-08-15 09:00:00,31.3B,worse,Medium,TIC Long-Term Purchases,-27.0B,accurate,33,2013-08-15 13:00:00+00:00,-313.74,2013,3,8,Thursday
77.6%,USD,2013-08-15 09:15:00,77.9%,worse,Medium,Capacity Utilization Rate,77.7%,accurate,33,2013-08-15 13:15:00+00:00,-0.39,2013,3,8,Thursday
0.0%,USD,2013-08-15 09:15:00,0.5%,worse,Medium,Industrial Production m/m,0.2%,worse,33,2013-08-15 13:15:00+00:00,-100.0,2013,3,8,Thursday
9.3,USD,2013-08-15 10:00:00,15.6,worse,High,Philly Fed Manufacturing Index,19.8,accurate,33,2013-08-15 14:00:00+00:00,-40.38,2013,3,8,Thursday
59,USD,2013-08-15 10:00:00,57,better,Medium,NAHB Housing Market Index,56,worse,33,2013-08-15 14:00:00+00:00,3.51,2013,3,8,Thursday
65B,USD,2013-08-15 10:30:00,73B,accurate,Low,Natural Gas Storage,96B,accurate,33,2013-08-15 14:30:00+00:00,-10.96,2013,3,8,Thursday
0.94M,USD,2013-08-16 08:30:00,0.95M,accurate,High,Building Permits,0.92M,accurate,33,2013-08-16 12:30:00+00:00,-1.05,2013,3,8,Friday
0.90M,USD,2013-08-16 08:30:00,0.91M,accurate,Medium,Housing Starts,0.85M,accurate,33,2013-08-16 12:30:00+00:00,-1.1,2013,3,8,Friday
0.9%,USD,2013-08-16 08:30:00,0.5%,worse,Medium,Prelim Nonfarm Productivity q/q,0.5%,better,33,2013-08-16 12:30:00+00:00,80.0,2013,3,8,Friday
