,datetime,new_id,impact,forecast_error_ratio_zscore,total_error_ratio_zscore,num_news,pips_agg_30,pips_agg_60
207,2017-12-13 08:30:00,6_5,"['High', 'High']",-0.5100539454611251,-0.5100539454611251,2,23,24
208,2017-12-13 10:30:00,9,['High'],0.3915800317529027,0.3915800317529027,1,0,8
209,2017-12-13 14:00:00,10,['High'],0.0,0.0,1,14,46
210,2017-12-14 08:30:00,8_19,"['High', 'High']",1.6473418537390085,2.0105486611923817,2,22,40
211,2017-12-19 08:30:00,3,['High'],0.1855483673545973,-0.0476859123774841,1,4,3
212,2017-12-20 10:30:00,9,['High'],1.2104359740250623,1.2104359740250623,1,5,1
213,2017-12-21 08:30:00,11,['High'],-1.2130155086418617,0.19700309317872625,1,2,4
214,2017-12-22 08:30:00,7,['High'],-1.6488553588632668,-0.5631176101026216,1,5,2
215,2017-12-27 10:00:00,4,['High'],-1.569685187510578,-1.3830250264308073,1,1,11
216,2017-12-28 08:30:00,20,['High'],-0.5123522350335714,-0.4949695665079065,1,5,3
217,2017-12-28 11:00:00,9,['High'],-1.2092841960031877,-1.2092841960031877,1,12,14
